model,layer,source,target,target_class,control,gain,vector_class,prompt,generated,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
gpt2,4,The pirate created the artifact.,It is unclear whether the pirate created the artifact.,question,target,0.25,question,"Input: The pirate created the artifact.
Output:","The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
gpt2,4,The pirate created the artifact.,It is unclear whether the pirate created the artifact.,question,wrong_class,0.25,negation,"Input: The pirate created the artifact.
Output:","The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
gpt2,4,The pirate created the artifact.,It is unclear whether the pirate created the artifact.,question,random_norm,0.25,random_norm,"Input: The pirate created the artifact.
Output:","The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
gpt2,4,The pirate created the artifact.,It is unclear whether the pirate created the artifact.,question,negative_target,0.25,question,"Input: The pirate created the artifact.
Output:","The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
gpt2,4,The pirate created the artifact.,It is unclear whether the pirate created the artifact.,question,target,0.5,question,"Input: The pirate created the artifact.
Output:","The pirate created the artifact.
Output: The pirate created the artifact.
Output: The pirate created the artifact.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
gpt2,4,The pirate created the artifact.,It is unclear whether the pirate created the artifact.,question,wrong_class,0.5,negation,"Input: The pirate created the artifact.
Output:","The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
gpt2,4,The pirate created the artifact.,It is unclear whether the pirate created the artifact.,question,random_norm,0.5,random_norm,"Input: The pirate created the artifact.
Output:","The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
gpt2,4,The pirate created the artifact.,It is unclear whether the pirate created the artifact.,question,negative_target,0.5,question,"Input: The pirate created the artifact.
Output:","The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
gpt2,4,The pirate created the artifact.,It is unclear whether the pirate created the artifact.,question,target,0.75,question,"Input: The pirate created the artifact.
Output:","The pirate created the artifact.
Output: The pirate created the artifact?

Output: The pirate created the artifact?

Output",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,123.0
gpt2,4,The pirate created the artifact.,It is unclear whether the pirate created the artifact.,question,wrong_class,0.75,negation,"Input: The pirate created the artifact.
Output:","The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
gpt2,4,The pirate created the artifact.,It is unclear whether the pirate created the artifact.,question,random_norm,0.75,random_norm,"Input: The pirate created the artifact.
Output:","The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
gpt2,4,The pirate created the artifact.,It is unclear whether the pirate created the artifact.,question,negative_target,0.75,question,"Input: The pirate created the artifact.
Output:","The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.
The pirate created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
gpt2,4,The pirate created the artifact.,It is unclear whether the pirate created the artifact.,question,target,1.0,question,"Input: The pirate created the artifact.
Output:","The pirate created the artifact.
[1]

[2]

[3]

[4]

[",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
gpt2,4,The pirate created the artifact.,It is unclear whether the pirate created the artifact.,question,wrong_class,1.0,negation,"Input: The pirate created the artifact.
Output:","The pirate created the artifact.
Output: The pirate created the artifact.
Output: The pirate created the artifact.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
gpt2,4,The pirate created the artifact.,It is unclear whether the pirate created the artifact.,question,random_norm,1.0,random_norm,"Input: The pirate created the artifact.
Output:","The pirate created the artifact.
Output: The pirate created the artifact.
Output: The pirate created the artifact.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
gpt2,4,The pirate created the artifact.,It is unclear whether the pirate created the artifact.,question,negative_target,1.0,question,"Input: The pirate created the artifact.
Output:","The pirate created the artifact.

The pirate created the artifact.

The pirate created the artifact.

The pirate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,none,0.0,,"Input: The robot found the island.
Output:","The robot found the island.

Duration: 00:00:00

The robot found the island.

Duration: 00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,target,0.25,question,"Input: The robot found the island.
Output:","The robot found the island.

Duration: 1 minute

Saving: Yes

Is there a way to get the robot",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,wrong_class,0.25,modality,"Input: The robot found the island.
Output:","The robot found the island.

Duration: 00:00:00

View All

Added to List

Added to",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,random_norm,0.25,random_norm,"Input: The robot found the island.
Output:","The robot found the island.

The robot found the island.

The robot found the island.

The robot found the",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,negative_target,0.25,question,"Input: The robot found the island.
Output:","The robot was able to find the island.

The robot found the island.

The robot found the island.

The",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,101.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,target,0.5,question,"Input: The robot found the island.
Output:","The robot found the island.

Duration: 1 minute

Rating: 4.8

Score: 4.8/10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,wrong_class,0.5,modality,"Input: The robot found the island.
Output:","The robot found the island.

Duration: 00:00:00

View All

Added to List

Added to",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,random_norm,0.5,random_norm,"Input: The robot found the island.
Output:","The robot was found.

The robot was found.

The robot was found.

The robot was found.",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,86.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,negative_target,0.5,question,"Input: The robot found the island.
Output:","The robot was able to find the island.

The robot found the island.

The robot found the island.

The",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,101.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,target,0.75,question,"Input: The robot found the island.
Output:","The robot found the island.

The robot found the island?

The answer is ""yes.""

The answer is """,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,95.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,wrong_class,0.75,modality,"Input: The robot found the island.
Output:","The robot found the island.

Duration: 00:00:00

Duration: 00:00:00

Total time",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,random_norm,0.75,random_norm,"Input: The robot found the island.
Output:","The robot was a robot designed by a volunteer, and its image can be seen in the cartoon at the top of the page, or at",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,117.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,negative_target,0.75,question,"Input: The robot found the island.
Output:","The robot was able to find the island, but it was too late.

The robot found the island.

The robot found",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,105.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,target,1.0,question,"Input: The robot found the island.
Output:","The robot found the island.

The robot found the island?

The answer is ""Yes!""

The answer is """,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,95.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,wrong_class,1.0,modality,"Input: The robot found the island.
Output:","The robot found the island.

Duration: 00:00:00

Duration: 00:00:00

Description:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,random_norm,1.0,random_norm,"Input: The robot found the island.
Output:","The robot was in the air.

The robot was in the air.

The robot was in the air.

The",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,84.0
gpt2,4,The robot found the island.,Nobody knew whether the robot had found the island.,question,negative_target,1.0,question,"Input: The robot found the island.
Output:","The robot was able to find the island, but it was too late.

The robot was able to find the island.",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,99.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,none,0.0,,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.
Output: The oracle signed the treaty.
Output: The oracle signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,target,0.25,question,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.
Output: The oracle signed the treaty.
Output: The oracle signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,wrong_class,0.25,tense_shift,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.
Output: The oracle signed the treaty.
Output: The oracle signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,random_norm,0.25,random_norm,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.
Output: The oracle signed the treaty.
Output: The oracle signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,negative_target,0.25,question,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.
Output: The oracle signed the treaty.
Output: The oracle signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,target,0.5,question,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.
Output: The oracle signed the treaty.
Output: The oracle signed the treaty?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,105.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,wrong_class,0.5,tense_shift,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.
Output: The oracle signed the treaty.
Output: The oracle signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,random_norm,0.5,random_norm,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.
Output: The oracle signed the treaty.
Output: The oracle signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,negative_target,0.5,question,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.
The oracle signed the treaty.
The oracle signed the treaty.
The oracle signed",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,target,0.75,question,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.
Output: The oracle signed the treaty?

Output: The oracle signed the treaty?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,106.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,wrong_class,0.75,tense_shift,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.
Output: The oracle signed the treaty.
Output: The oracle signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,random_norm,0.75,random_norm,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.

The oracle signed the treaty.

The oracle signed the treaty.

The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,negative_target,0.75,question,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.
The oracle signed the treaty.
The oracle signed the treaty.
The oracle signed",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,target,1.0,question,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.
The oracle signed the treaty?

The answer is:

The answer is:",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,91.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,wrong_class,1.0,tense_shift,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.
Output: The oracle signed the treaty.
Output: The oracle signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,random_norm,1.0,random_norm,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.

Output: The oracle signed the treaty.

Output: The oracle signed the treaty",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0
gpt2,4,The oracle signed the treaty.,Someone asked whether the oracle signed the treaty.,question,negative_target,1.0,question,"Input: The oracle signed the treaty.
Output:","The oracle signed the treaty.
The oracle signed the treaty.
The oracle signed the treaty.
The oracle signed",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,none,0.0,,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.
The phoenix built the tower.
The phoenix built the tower.
The phoenix built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,target,0.25,question,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.
The phoenix built the tower.
The phoenix built the tower.
The phoenix built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,wrong_class,0.25,negation,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.
The phoenix built the tower.
The phoenix built the tower.
The phoenix built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,random_norm,0.25,random_norm,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.
The phoenix built the tower.
The phoenix built the tower.
The phoenix built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,negative_target,0.25,question,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.
The phoenix built the tower.
The phoenix built the tower.
The phoenix built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,target,0.5,question,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.
The phoenix built the tower.
The phoenix built the tower.
The phoenix built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,wrong_class,0.5,negation,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.
The phoenix built the tower.
The phoenix built the tower.
The phoenix built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,random_norm,0.5,random_norm,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.
The phoenix built the tower.
The phoenix built the tower.
The phoenix built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,negative_target,0.5,question,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.
The phoenix built the tower.
The phoenix built the tower.
The phoenix built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,target,0.75,question,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.
The phoenix built the tower?
The phoenix built the tower?
The phoenix built",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,104.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,wrong_class,0.75,negation,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.
The phoenix built the tower.
The phoenix built the tower.
The phoenix built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,random_norm,0.75,random_norm,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.
The phoenix built the tower.
The phoenix built the tower.
The phoenix built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,negative_target,0.75,question,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.
The phoenix built the tower.
The phoenix built the tower.
The phoenix built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,target,1.0,question,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.

The answer is:

The answer is:

The answer is:

The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,wrong_class,1.0,negation,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.
The phoenix built the tower.
The phoenix built the tower.
The phoenix built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,random_norm,1.0,random_norm,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.

The phoenix built the tower.

The phoenix built the tower.

The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
gpt2,4,The phoenix built the tower.,Someone asked whether the phoenix built the tower.,question,negative_target,1.0,question,"Input: The phoenix built the tower.
Output:","The phoenix built the tower.
The phoenix built the tower.
The phoenix built the tower.
The phoenix built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,none,0.0,,"Input: The phoenix guarded the treasure.
Output:","The treasure was guarded by the phoenix.
The treasure was guarded by the phoenix.
The treasure was guarded by the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,113.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,target,0.25,question,"Input: The phoenix guarded the treasure.
Output:","The treasure was guarded by the phoenix.
The treasure was guarded by the phoenix.
The treasure was guarded by the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,113.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,wrong_class,0.25,modality,"Input: The phoenix guarded the treasure.
Output:","The treasure was guarded by the phoenix.
The treasure was guarded by the phoenix.
The treasure was guarded by the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,113.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,random_norm,0.25,random_norm,"Input: The phoenix guarded the treasure.
Output:","The treasure was guarded by the phoenix.
The treasure was guarded by the phoenix.
The treasure was guarded by the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,113.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,negative_target,0.25,question,"Input: The phoenix guarded the treasure.
Output:","The treasure was guarded by the phoenix.
The treasure was guarded by the phoenix.
The treasure was guarded by the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,113.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,target,0.5,question,"Input: The phoenix guarded the treasure.
Output:","The treasure was guarded by the phoenix.
The treasure was guarded by the phoenix.
The treasure was guarded by the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,113.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,wrong_class,0.5,modality,"Input: The phoenix guarded the treasure.
Output:","The treasure was guarded by the phoenix.
The treasure was guarded by the phoenix.
The treasure was guarded by the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,113.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,random_norm,0.5,random_norm,"Input: The phoenix guarded the treasure.
Output:","The treasure was a large, golden dragon.
The treasure was a large, golden dragon.
The treasure was a large,",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,107.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,negative_target,0.5,question,"Input: The phoenix guarded the treasure.
Output:","The treasure was found in the treasure room of the temple.
The treasure was found in the treasure room of the temple.",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,117.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,target,0.75,question,"Input: The phoenix guarded the treasure.
Output:","The treasure was guarded by the phoenix.

The treasure was guarded by the phoenix?

The answer is:",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,98.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,wrong_class,0.75,modality,"Input: The phoenix guarded the treasure.
Output:","The treasure was guarded by the phoenix.
The treasure was guarded by the phoenix.
The treasure was guarded by the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,113.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,random_norm,0.75,random_norm,"Input: The phoenix guarded the treasure.
Output:","The treasure was a gold coin.
The treasure was a gold coin.
The treasure was a gold coin.
The treasure was a",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,108.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,negative_target,0.75,question,"Input: The phoenix guarded the treasure.
Output:","The treasure was found in the treasure room of the temple of the Lord of the Rings.
The treasure was found in the treasure",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,122.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,target,1.0,question,"Input: The phoenix guarded the treasure.
Output:",[1.0.0.0] [1.0.0?] [1.0?] [1.,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,wrong_class,1.0,modality,"Input: The phoenix guarded the treasure.
Output:","The treasure was guarded by the phoenix.
The treasure was guarded by the phoenix.
The treasure was guarded by the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,113.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,random_norm,1.0,random_norm,"Input: The phoenix guarded the treasure.
Output:",$ phoenix -h -v -p -p 1 -p 1 -p 1 -p 1 -p 1 -p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
gpt2,4,The phoenix guarded the treasure.,I wonder whether the phoenix guarded the treasure.,question,negative_target,1.0,question,"Input: The phoenix guarded the treasure.
Output:","The treasure was guarded by the dragon.
The treasure was guarded by the dragon.
The treasure was guarded by the dragon.",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,119.0
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,none,0.0,,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
Output: The griffin predicted the storm.
Output: The griffin predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,target,0.25,question,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
Output: The griffin predicted the storm.
Output: The griffin predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,wrong_class,0.25,tense_shift,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
Output: The griffin predicted the storm.
Output: The griffin predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,random_norm,0.25,random_norm,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
Output: The griffin predicted the storm.
Output: The griffin predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,negative_target,0.25,question,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
The following is a list of the most common errors in the griffin's predictions.
The following",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,target,0.5,question,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
Output: The griffin predicted the storm.
Output: The griffin predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,wrong_class,0.5,tense_shift,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
Output: The griffin predicted the storm.
Output: The griffin predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,random_norm,0.5,random_norm,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
Output: The griffin predicted the storm.
Output: The griffin predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,negative_target,0.5,question,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
The griffin predicted the storm.
The griffin predicted the storm.
The griffin predicted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,target,0.75,question,"Input: The griffin predicted the storm.
Output:","The output of the griffin was the storm.
The storm was the storm.
The storm was the storm?
The answer is",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,104.0
gpt2,4,The griffin predicted the storm.,Nobody knew whether the griffin had predicted the storm.,question,wrong_class,0.75,tense_shift,"Input: The griffin predicted the storm.
Output:","The griffin predicted the storm.
Output: The griffin predicted the storm.
Output: The griffin predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
