model,target_class,source_set,source_id,source,prompt_style,layer,control,gain,fixed_setting_source,vector_class,prompt,generated,generated_chars,target_marker_hit,content_preserved,target_and_preserved,target_step0_prob,target_step0_rank,target_best_prob,target_best_rank,target_top1_any,target_top5_any
gpt2,ellipsis,confirmatory_hard_heldout,9,The microscope recorded 512 frames before the lamp dimmed.,repeat_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Repeat this sentence:
The microscope recorded 512 frames before the lamp dimmed.
Repeated:","The microscope recorded 512 frames before the lamp dimmed.
The microscope recorded 512 frames before the lamp dimmed.",117.0,0.0,1.0,0.0,0.00018797173106577247,484.0,0.0007140642264857888,12.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,9,The microscope recorded 512 frames before the lamp dimmed.,repeat_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Repeat this sentence:
The microscope recorded 512 frames before the lamp dimmed.
Repeated:","The microscope recorded 512 frames before the lamp dimmed.
The microscope recorded 512 frames before the lamp dimmed...",119.0,1.0,1.0,1.0,0.001497807097621262,53.0,0.896426796913147,1.0,1.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,9,The microscope recorded 512 frames before the lamp dimmed.,repeat_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Repeat this sentence:
The microscope recorded 512 frames before the lamp dimmed.
Repeated:","The microscope recorded 512 frames before the lamp dimmed.
The microscope recorded 512 frames before the lamp dimmed?",117.0,0.0,1.0,0.0,0.00015417301619891077,545.0,0.0011471696197986603,37.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,9,The microscope recorded 512 frames before the lamp dimmed.,repeat_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Repeat this sentence:
The microscope recorded 512 frames before the lamp dimmed.
Repeated:","The microscope recorded 512 frames before the lamp dimmed.
The microscope recorded 512 frames before the lamp dimmed.",117.0,0.0,1.0,0.0,0.0001134085250669159,838.0,0.0008677246514707804,43.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,9,The microscope recorded 512 frames before the lamp dimmed.,repeat_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Repeat this sentence:
The microscope recorded 512 frames before the lamp dimmed.
Repeated:","The microscope recorded 512 frames before the lamp dimmed.
The microscope recorded 512 frames after the lamp dimmed.",116.0,0.0,1.0,0.0,0.00015502629685215652,481.0,0.00022978964261710644,107.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,9,The microscope recorded 512 frames before the lamp dimmed.,copy_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Copy this sentence:
The microscope recorded 512 frames before the lamp dimmed.
Copy:","The microscope recorded 512 frames before the lamp dimmed.
Copy:
The microscope recorded 512 frames before the lamp",115.0,0.0,1.0,0.0,0.00042397971265017986,222.0,0.0009706738055683672,13.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,9,The microscope recorded 512 frames before the lamp dimmed.,copy_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Copy this sentence:
The microscope recorded 512 frames before the lamp dimmed.
Copy:","The microscope recorded 512 frames before the lamp dimmed.
The microscope recorded 512 frames before the lamp dimmed...",119.0,1.0,1.0,1.0,0.001475744997151196,63.0,0.9205437898635864,1.0,1.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,9,The microscope recorded 512 frames before the lamp dimmed.,copy_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Copy this sentence:
The microscope recorded 512 frames before the lamp dimmed.
Copy:","The microscope recorded 512 frames before the lamp dimmed.
The microscope recorded 512 frames before the lamp dimmed?",117.0,0.0,1.0,0.0,0.0004868744872510433,181.0,0.0021401976700872183,20.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,9,The microscope recorded 512 frames before the lamp dimmed.,copy_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Copy this sentence:
The microscope recorded 512 frames before the lamp dimmed.
Copy:","The microscope recorded 512 frames before the lamp dimmed.
The microscope recorded 512 frames before the lamp dimmed.",117.0,0.0,1.0,0.0,0.00032587460009381175,234.0,0.001042518182657659,21.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,9,The microscope recorded 512 frames before the lamp dimmed.,copy_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Copy this sentence:
The microscope recorded 512 frames before the lamp dimmed.
Copy:","The microscope recorded 512 frames before the lamp dimmed.
The microscope recorded 512 frames before the lamp dimmed.",117.0,0.0,1.0,0.0,0.00018536964489612728,558.0,0.0003135231672786176,100.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,9,The microscope recorded 512 frames before the lamp dimmed.,same_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Same sentence:
The microscope recorded 512 frames before the lamp dimmed.
Same:","The microscope recorded 512 frames before the lamp dimmed.
Same:
The microscope recorded 512 frames before the lamp",115.0,0.0,1.0,0.0,0.0001708675263216719,370.0,0.0007351891836151481,21.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,9,The microscope recorded 512 frames before the lamp dimmed.,same_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Same sentence:
The microscope recorded 512 frames before the lamp dimmed.
Same:","The microscope recorded 512 frames before the lamp dimmed.
The microscope recorded 512 frames before the lamp dimmed...",119.0,1.0,1.0,1.0,0.0012188924010843039,66.0,0.9292977452278137,1.0,1.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,9,The microscope recorded 512 frames before the lamp dimmed.,same_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Same sentence:
The microscope recorded 512 frames before the lamp dimmed.
Same:","The microscope recorded 512 frames before the lamp dimmed.
The microscope recorded 512 frames before the lamp dimmed?",117.0,0.0,1.0,0.0,0.0002101582067552954,241.0,0.0014530251501128078,24.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,9,The microscope recorded 512 frames before the lamp dimmed.,same_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Same sentence:
The microscope recorded 512 frames before the lamp dimmed.
Same:","The lamp dimmed for a few seconds.
The lamp dimmed for a few seconds.
The lamp dimmed",85.0,0.0,0.0,0.0,0.00027184782084077597,422.0,0.003787383669987321,12.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,9,The microscope recorded 512 frames before the lamp dimmed.,same_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Same sentence:
The microscope recorded 512 frames before the lamp dimmed.
Same:","The microscope recorded 512 frames before the lamp dimmed.
Same:
The microscope recorded 512 frames before the lamp",115.0,0.0,1.0,0.0,0.00013170439342502505,444.0,0.00028047472005710006,98.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,10,"If the validator rejects the file, the pipeline opens a review ticket.",repeat_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Repeat this sentence:
If the validator rejects the file, the pipeline opens a review ticket.
Repeated:","If the validator rejects the file, the pipeline opens a review ticket.
If the validator rejects the file",104.0,0.0,1.0,0.0,0.00035844993544742465,187.0,0.0005079501424916089,58.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,10,"If the validator rejects the file, the pipeline opens a review ticket.",repeat_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Repeat this sentence:
If the validator rejects the file, the pipeline opens a review ticket.
Repeated:","If the validator rejects the file, the pipeline closes the file.
If the validator rejects the file",98.0,0.0,1.0,0.0,0.002037356374785304,28.0,0.08511058986186981,2.0,0.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,10,"If the validator rejects the file, the pipeline opens a review ticket.",repeat_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Repeat this sentence:
If the validator rejects the file, the pipeline opens a review ticket.
Repeated:","The pipeline opens a review ticket.

The pipeline opens a review ticket?

The pipeline opens a",94.0,0.0,0.0,0.0,0.0003118231543339789,175.0,0.0013250167248770595,18.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,10,"If the validator rejects the file, the pipeline opens a review ticket.",repeat_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Repeat this sentence:
If the validator rejects the file, the pipeline opens a review ticket.
Repeated:","The pipeline closes the file.
The pipeline closes the file.
The pipeline closes the file.
The pipeline",102.0,0.0,0.0,0.0,0.00039643855416215956,199.0,0.00047203004942275584,52.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,10,"If the validator rejects the file, the pipeline opens a review ticket.",repeat_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Repeat this sentence:
If the validator rejects the file, the pipeline opens a review ticket.
Repeated:","If the validator rejects the file, the pipeline closes a review ticket.

If the validator rejects the file",106.0,0.0,1.0,0.0,0.0002626125351525843,263.0,0.0002626125351525843,105.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,10,"If the validator rejects the file, the pipeline opens a review ticket.",copy_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Copy this sentence:
If the validator rejects the file, the pipeline opens a review ticket.
Copy:","If the validator rejects the file, the pipeline opens a review ticket.
If the validator rejects the file",104.0,0.0,1.0,0.0,0.0009040607255883515,110.0,0.0014805087121203542,19.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,10,"If the validator rejects the file, the pipeline opens a review ticket.",copy_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Copy this sentence:
If the validator rejects the file, the pipeline opens a review ticket.
Copy:","If the validator rejects the file, the pipeline closes the file.
If the validator rejects the file,",99.0,0.0,1.0,0.0,0.003897507209330797,20.0,0.40281984210014343,2.0,0.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,10,"If the validator rejects the file, the pipeline opens a review ticket.",copy_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Copy this sentence:
If the validator rejects the file, the pipeline opens a review ticket.
Copy:","The pipeline opens a review ticket.
The pipeline opens a review ticket?
The pipeline opens a review ticket?",107.0,0.0,0.0,0.0,0.0011879000812768936,63.0,0.003029258456081152,36.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,10,"If the validator rejects the file, the pipeline opens a review ticket.",copy_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Copy this sentence:
If the validator rejects the file, the pipeline opens a review ticket.
Copy:","The pipeline opens a review ticket.
The pipeline opens a review ticket.
The pipeline opens a review ticket.",107.0,0.0,0.0,0.0,0.00039738547638989985,181.0,0.0013186236610636115,19.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,10,"If the validator rejects the file, the pipeline opens a review ticket.",copy_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Copy this sentence:
If the validator rejects the file, the pipeline opens a review ticket.
Copy:","If the validator rejects the file, the pipeline closes a review ticket.
If the validator rejects the file,",106.0,0.0,1.0,0.0,0.000272307894192636,367.0,0.0005490840412676334,54.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,10,"If the validator rejects the file, the pipeline opens a review ticket.",same_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Same sentence:
If the validator rejects the file, the pipeline opens a review ticket.
Same:","If the validator rejects the file, the pipeline opens a review ticket.
Same:
If the validator",93.0,0.0,1.0,0.0,0.00022993276070337743,225.0,0.0008315946906805038,32.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,10,"If the validator rejects the file, the pipeline opens a review ticket.",same_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Same sentence:
If the validator rejects the file, the pipeline opens a review ticket.
Same:","If the validator rejects the file, the pipeline closes the file.
If the validator rejects the file...",101.0,1.0,1.0,1.0,0.001138281892053783,60.0,0.47633612155914307,1.0,1.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,10,"If the validator rejects the file, the pipeline opens a review ticket.",same_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Same sentence:
If the validator rejects the file, the pipeline opens a review ticket.
Same:","The pipeline opens a review ticket.
The pipeline opens a review ticket?
The pipeline opens a review ticket?",107.0,0.0,0.0,0.0,0.00042219922761432827,97.0,0.002019337611272931,42.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,10,"If the validator rejects the file, the pipeline opens a review ticket.",same_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Same sentence:
If the validator rejects the file, the pipeline opens a review ticket.
Same:","If the validator rejects the file, the pipeline opens a review ticket.
If the validator rejects the file,",105.0,0.0,1.0,0.0,0.0002123195881722495,431.0,0.0006251570885069668,35.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,10,"If the validator rejects the file, the pipeline opens a review ticket.",same_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Same sentence:
If the validator rejects the file, the pipeline opens a review ticket.
Same:","If the validator rejects the file, the pipeline closes a review ticket.
If the validator rejects the file",105.0,0.0,1.0,0.0,0.00020593228691723198,248.0,0.0004663669387809932,70.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,11,The old turbine was replaced during the overnight maintenance shift.,repeat_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Repeat this sentence:
The old turbine was replaced during the overnight maintenance shift.
Repeated:","The old turbine was replaced during the overnight maintenance shift.
The old turbine was replaced during the overnight maintenance shift.",137.0,0.0,1.0,0.0,0.00035175360972061753,277.0,0.0018629309488460422,33.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,11,The old turbine was replaced during the overnight maintenance shift.,repeat_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Repeat this sentence:
The old turbine was replaced during the overnight maintenance shift.
Repeated:","The old turbine was replaced during the overnight maintenance shift.
The old turbine was replaced during the...",111.0,1.0,1.0,1.0,0.0016759964637458324,33.0,0.31517696380615234,1.0,1.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,11,The old turbine was replaced during the overnight maintenance shift.,repeat_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Repeat this sentence:
The old turbine was replaced during the overnight maintenance shift.
Repeated:","The old turbine was replaced during the overnight maintenance shift.
The old turbine was replaced during the overnight maintenance shift?",137.0,0.0,1.0,0.0,0.000334681652020663,255.0,0.0018168361857533455,26.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,11,The old turbine was replaced during the overnight maintenance shift.,repeat_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Repeat this sentence:
The old turbine was replaced during the overnight maintenance shift.
Repeated:","The old turbine was replaced during the overnight maintenance shift.

The old turbine was replaced during the overnight maintenance shift.",138.0,0.0,1.0,0.0,0.00018128278315998614,588.0,0.0007737366831861436,28.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,11,The old turbine was replaced during the overnight maintenance shift.,repeat_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Repeat this sentence:
The old turbine was replaced during the overnight maintenance shift.
Repeated:","The turbine was replaced during the overnight maintenance shift.
The turbine was replaced during the overnight maintenance shift.
The turbine",141.0,0.0,1.0,0.0,0.00028209458105266094,265.0,0.00036114637623541057,83.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,11,The old turbine was replaced during the overnight maintenance shift.,copy_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Copy this sentence:
The old turbine was replaced during the overnight maintenance shift.
Copy:","The old turbine was replaced during the overnight maintenance shift.
The old turbine was replaced during the overnight maintenance shift.",137.0,0.0,1.0,0.0,0.0005203683394938707,189.0,0.0038286452181637287,9.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,11,The old turbine was replaced during the overnight maintenance shift.,copy_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Copy this sentence:
The old turbine was replaced during the overnight maintenance shift.
Copy:","The old turbine was replaced during the overnight maintenance shift.
The old turbine was replaced during the...",111.0,1.0,1.0,1.0,0.0015522441826760769,52.0,0.32103675603866577,1.0,1.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,11,The old turbine was replaced during the overnight maintenance shift.,copy_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Copy this sentence:
The old turbine was replaced during the overnight maintenance shift.
Copy:","The old turbine was replaced during the overnight maintenance shift.
The old turbine was replaced during the overnight maintenance shift?",137.0,0.0,1.0,0.0,0.0006975482101552188,128.0,0.003757145721465349,8.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,11,The old turbine was replaced during the overnight maintenance shift.,copy_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Copy this sentence:
The old turbine was replaced during the overnight maintenance shift.
Copy:","The new turbine was replaced during the overnight maintenance shift.
The old turbine was replaced during the overnight maintenance shift.",137.0,0.0,1.0,0.0,0.0002552246442064643,336.0,0.0019394332775846124,14.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,11,The old turbine was replaced during the overnight maintenance shift.,copy_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Copy this sentence:
The old turbine was replaced during the overnight maintenance shift.
Copy:","This is a quote from a former turbine technician who was not involved in the project.
The turbine was replaced during the",121.0,0.0,0.0,0.0,0.00016104234964586794,611.0,0.0006060726591385901,69.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,11,The old turbine was replaced during the overnight maintenance shift.,same_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Same sentence:
The old turbine was replaced during the overnight maintenance shift.
Same:","The old turbine was replaced during the overnight maintenance shift.
Same:
The old turbine was replaced during the overnight",124.0,0.0,1.0,0.0,0.00016897606838028878,369.0,0.0008655390120111406,13.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,11,The old turbine was replaced during the overnight maintenance shift.,same_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Same sentence:
The old turbine was replaced during the overnight maintenance shift.
Same:","The old turbine was replaced during the overnight maintenance shift.
The old turbine was replaced...
The old turbine was",120.0,1.0,1.0,1.0,0.000982712721452117,80.0,0.4799419641494751,1.0,1.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,11,The old turbine was replaced during the overnight maintenance shift.,same_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Same sentence:
The old turbine was replaced during the overnight maintenance shift.
Same:","The old turbine was replaced during the overnight maintenance shift.
The old turbine was replaced during the overnight maintenance shift?",137.0,0.0,1.0,0.0,0.00023501257237512618,201.0,0.0020497741643339396,13.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,11,The old turbine was replaced during the overnight maintenance shift.,same_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Same sentence:
The old turbine was replaced during the overnight maintenance shift.
Same:","The old turbine was replaced during the overnight maintenance shift.
Same:
The old turbine was replaced during the overnight",124.0,0.0,1.0,0.0,0.0002595757250674069,248.0,0.0010234121000394225,41.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,11,The old turbine was replaced during the overnight maintenance shift.,same_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Same sentence:
The old turbine was replaced during the overnight maintenance shift.
Same:","The new turbine was replaced during the overnight maintenance shift.
Same sentence:
The old turbine was replaced during the",123.0,0.0,1.0,0.0,0.00014558435941580683,405.0,0.00032592014758847654,75.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,12,Professor Novak compared four baselines on the university cluster.,repeat_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Repeat this sentence:
Professor Novak compared four baselines on the university cluster.
Repeated:","""The first two baselines are the most likely to be the most likely to be the most likely to be the most",103.0,0.0,0.0,0.0,0.0006443075253628194,142.0,0.001038608606904745,63.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,12,Professor Novak compared four baselines on the university cluster.,repeat_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Repeat this sentence:
Professor Novak compared four baselines on the university cluster.
Repeated:","The first two baselines are the same.
The second two are different...
The third two are different...",100.0,1.0,0.0,0.0,0.0029871186707168818,19.0,0.8589332699775696,1.0,1.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,12,Professor Novak compared four baselines on the university cluster.,repeat_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Repeat this sentence:
Professor Novak compared four baselines on the university cluster.
Repeated:","The university cluster is a very small one.
The university cluster is a very small one?
The university cluster",110.0,0.0,0.0,0.0,0.000509876583237201,190.0,0.003160221967846155,34.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,12,Professor Novak compared four baselines on the university cluster.,repeat_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Repeat this sentence:
Professor Novak compared four baselines on the university cluster.
Repeated:","""The cluster is a bit of a joke. It's a bit of a joke. It's a bit of",68.0,0.0,0.0,0.0,0.00040571519639343023,250.0,0.005757931619882584,17.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,12,Professor Novak compared four baselines on the university cluster.,repeat_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Repeat this sentence:
Professor Novak compared four baselines on the university cluster.
Repeated:","""The first one is the most accurate, and the second one is the most difficult to measure. The second one is",107.0,0.0,0.0,0.0,0.000663143175188452,132.0,0.001385592040605843,29.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,12,Professor Novak compared four baselines on the university cluster.,copy_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Copy this sentence:
Professor Novak compared four baselines on the university cluster.
Copy:",The first two baselines are the most likely to be the most likely to be the most likely to be the most,102.0,0.0,0.0,0.0,0.0008170967339538038,119.0,0.001456098398193717,80.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,12,Professor Novak compared four baselines on the university cluster.,copy_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Copy this sentence:
Professor Novak compared four baselines on the university cluster.
Copy:","The first two baselines are the same.
The second two are different...
The third two are different...",100.0,1.0,0.0,0.0,0.0025316523388028145,33.0,0.8430231213569641,1.0,1.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,12,Professor Novak compared four baselines on the university cluster.,copy_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Copy this sentence:
Professor Novak compared four baselines on the university cluster.
Copy:","The University of California, San Diego cluster is a cluster of four baselines.
Professor Novak's analysis of",109.0,0.0,1.0,0.0,0.0007767087663523853,122.0,0.002833900274708867,41.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,12,Professor Novak compared four baselines on the university cluster.,copy_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Copy this sentence:
Professor Novak compared four baselines on the university cluster.
Copy:","The University of Calgary's cluster of ""university clusters"" is a ""university cluster"" and ""university",102.0,0.0,0.0,0.0,0.0005000600358471274,186.0,0.0023444027174264193,40.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,12,Professor Novak compared four baselines on the university cluster.,copy_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Copy this sentence:
Professor Novak compared four baselines on the university cluster.
Copy:","Professor Novak:
Professor Novak:
Professor Novak:
Professor Novak:
Professor Novak",83.0,0.0,0.0,0.0,0.0006214657914824784,165.0,0.0020419438369572163,63.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,12,Professor Novak compared four baselines on the university cluster.,same_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Same sentence:
Professor Novak compared four baselines on the university cluster.
Same:","The university cluster is the most likely to be affected by the impact of climate change.
The university cluster is the",119.0,0.0,0.0,0.0,0.000241110596107319,386.0,0.000803647912107408,41.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,12,Professor Novak compared four baselines on the university cluster.,same_sentence,3,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Same sentence:
Professor Novak compared four baselines on the university cluster.
Same:","The first two baselines are the same.
The second two are the same...
The third two are the",90.0,1.0,0.0,0.0,0.0010457790922373533,87.0,0.7211703658103943,1.0,1.0,1.0
gpt2,ellipsis,confirmatory_hard_heldout,12,Professor Novak compared four baselines on the university cluster.,same_sentence,3,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Same sentence:
Professor Novak compared four baselines on the university cluster.
Same:","The university cluster is a cluster of four baselines.
Professor Novak said:
The university cluster is a",104.0,0.0,1.0,0.0,0.0003533171839080751,220.0,0.0016518692718818784,60.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,12,Professor Novak compared four baselines on the university cluster.,same_sentence,3,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Same sentence:
Professor Novak compared four baselines on the university cluster.
Same:","Professor Novak compared four baselines on the University cluster.
Professor Novak compared four baselines on the University",124.0,0.0,1.0,0.0,0.00017848175775725394,279.0,0.0008933737990446389,26.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,12,Professor Novak compared four baselines on the university cluster.,same_sentence,3,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,ellipsis,"Same sentence:
Professor Novak compared four baselines on the university cluster.
Same:","Professor Novak compared four baselines on the university cluster.
Professor Novak compared four baselines on the university",124.0,0.0,1.0,0.0,0.0003548462118487805,226.0,0.0003548462118487805,155.0,0.0,0.0
gpt2,ellipsis,confirmatory_hard_heldout,13,"While the train waited outside Lyon, the server finished indexing.",repeat_sentence,3,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Repeat this sentence:
While the train waited outside Lyon, the server finished indexing.
Repeated:","The server did not finish indexing.
The server did not finish indexing.
The server did not finish",97.0,0.0,0.0,0.0,0.0005284620565362275,179.0,0.0018639195477589965,22.0,0.0,0.0
