model,base_id,class,variant_id,source,target,delta_norm
roberta-base,99,formalization,1,The writer examined the problem.,The statement that the writer examined the problem is true.,2.3935554027557373
roberta-base,99,formalization,2,The writer examined the problem.,One can state that the writer examined the problem.,1.9276034832000732
roberta-base,99,formalization,3,The writer examined the problem.,It can be formally said that the writer examined the problem.,2.8656997680664062
roberta-base,99,formalization,4,The writer examined the problem.,The fact is that the writer examined the problem.,2.088068962097168
roberta-base,100,negation,0,The pilot studied the theory.,The pilot did not study the theory.,1.8099312782287598
roberta-base,100,negation,1,The pilot studied the theory.,The pilot never studied the theory.,1.477737545967102
roberta-base,100,negation,2,The pilot studied the theory.,The pilot failed to study the theory.,1.8181952238082886
roberta-base,100,negation,3,The pilot studied the theory.,The pilot was unable to study the theory.,2.280775785446167
roberta-base,100,negation,4,The pilot studied the theory.,The pilot could not study the theory.,1.7141069173812866
roberta-base,100,question,0,The pilot studied the theory.,Did the pilot study the theory?,1.9563264846801758
roberta-base,100,question,1,The pilot studied the theory.,Was it true that the pilot studied the theory?,2.4324331283569336
roberta-base,100,question,2,The pilot studied the theory.,Could the pilot have studied the theory?,2.1479709148406982
roberta-base,100,question,3,The pilot studied the theory.,Is there evidence that the pilot studied the theory?,2.502639055252075
roberta-base,100,question,4,The pilot studied the theory.,Can we confirm that the pilot studied the theory?,2.322690486907959
roberta-base,100,past_to_future,0,The pilot studied the theory.,The pilot will study the theory.,1.3829718828201294
roberta-base,100,past_to_future,1,The pilot studied the theory.,The pilot is going to study the theory.,2.085984706878662
roberta-base,100,past_to_future,2,The pilot studied the theory.,The pilot is expected to study the theory.,2.392455816268921
roberta-base,100,past_to_future,3,The pilot studied the theory.,The pilot is likely to study the theory.,2.1804165840148926
roberta-base,100,past_to_future,4,The pilot studied the theory.,The pilot plans to study the theory.,2.213156223297119
roberta-base,100,certainty_to_uncertainty,0,The pilot studied the theory.,The pilot may have studied the theory.,1.6236896514892578
roberta-base,100,certainty_to_uncertainty,1,The pilot studied the theory.,The pilot might have studied the theory.,1.6266118288040161
roberta-base,100,certainty_to_uncertainty,2,The pilot studied the theory.,It is possible that the pilot studied the theory.,2.523258924484253
roberta-base,100,certainty_to_uncertainty,3,The pilot studied the theory.,There is a chance that the pilot studied the theory.,2.6518144607543945
roberta-base,100,certainty_to_uncertainty,4,The pilot studied the theory.,The pilot probably studied the theory.,1.29660964012146
roberta-base,100,active_to_passive,0,The pilot studied the theory.,The theory was studied by the pilot.,1.6778218746185303
roberta-base,100,active_to_passive,1,The pilot studied the theory.,The theory had been studied by the pilot.,2.061601400375366
roberta-base,100,active_to_passive,2,The pilot studied the theory.,The theory got studied by the pilot.,1.5162168741226196
roberta-base,100,active_to_passive,3,The pilot studied the theory.,The theory was successfully studied by the pilot.,2.247877359390259
roberta-base,100,active_to_passive,4,The pilot studied the theory.,The theory was eventually studied by the pilot.,2.0757691860198975
roberta-base,100,formalization,0,The pilot studied the theory.,It is true that the pilot studied the theory.,2.2802603244781494
roberta-base,100,formalization,1,The pilot studied the theory.,The statement that the pilot studied the theory is true.,2.4033448696136475
roberta-base,100,formalization,2,The pilot studied the theory.,One can state that the pilot studied the theory.,2.0780904293060303
roberta-base,100,formalization,3,The pilot studied the theory.,It can be formally said that the pilot studied the theory.,2.9404714107513428
roberta-base,100,formalization,4,The pilot studied the theory.,The fact is that the pilot studied the theory.,2.297342538833618
roberta-base,101,negation,0,The editor designed a new principle.,The editor did not design a new principle.,1.2817941904067993
roberta-base,101,negation,1,The editor designed a new principle.,The editor never designed a new principle.,1.1433870792388916
roberta-base,101,negation,2,The editor designed a new principle.,The editor failed to design a new principle.,1.2698746919631958
roberta-base,101,negation,3,The editor designed a new principle.,The editor was unable to design a new principle.,1.7547357082366943
roberta-base,101,negation,4,The editor designed a new principle.,The editor could not design a new principle.,1.3968793153762817
roberta-base,101,question,0,The editor designed a new principle.,Did the editor design a new principle?,1.7213078737258911
roberta-base,101,question,1,The editor designed a new principle.,Was it true that the editor designed a new principle?,1.9167892932891846
roberta-base,101,question,2,The editor designed a new principle.,Could the editor have designed a new principle?,1.8011937141418457
roberta-base,101,question,3,The editor designed a new principle.,Is there evidence that the editor designed a new principle?,1.9792550802230835
roberta-base,101,question,4,The editor designed a new principle.,Can we confirm that the editor designed a new principle?,1.8284956216812134
roberta-base,101,past_to_future,0,The editor designed a new principle.,The editor will design a new principle.,1.3924793004989624
roberta-base,101,past_to_future,1,The editor designed a new principle.,The editor is going to design a new principle.,1.7354565858840942
roberta-base,101,past_to_future,2,The editor designed a new principle.,The editor is expected to design a new principle.,1.7429343461990356
roberta-base,101,past_to_future,3,The editor designed a new principle.,The editor is likely to design a new principle.,1.6268974542617798
roberta-base,101,past_to_future,4,The editor designed a new principle.,The editor plans to design a new principle.,1.4154484272003174
roberta-base,101,certainty_to_uncertainty,0,The editor designed a new principle.,The editor may have designed a new principle.,1.3250329494476318
roberta-base,101,certainty_to_uncertainty,1,The editor designed a new principle.,The editor might have designed a new principle.,1.3602845668792725
roberta-base,101,certainty_to_uncertainty,2,The editor designed a new principle.,It is possible that the editor designed a new principle.,2.1248066425323486
roberta-base,101,certainty_to_uncertainty,3,The editor designed a new principle.,There is a chance that the editor designed a new principle.,2.025599718093872
roberta-base,101,certainty_to_uncertainty,4,The editor designed a new principle.,The editor probably designed a new principle.,1.0382276773452759
roberta-base,101,active_to_passive,0,The editor designed a new principle.,A new principle was designed by the editor.,1.279250144958496
roberta-base,101,active_to_passive,1,The editor designed a new principle.,A new principle had been designed by the editor.,1.5204105377197266
roberta-base,101,active_to_passive,2,The editor designed a new principle.,A new principle got designed by the editor.,1.2240005731582642
roberta-base,101,active_to_passive,3,The editor designed a new principle.,A new principle was successfully designed by the editor.,1.5512944459915161
roberta-base,101,active_to_passive,4,The editor designed a new principle.,A new principle was eventually designed by the editor.,1.4853310585021973
roberta-base,101,formalization,0,The editor designed a new principle.,It is true that the editor designed a new principle.,1.953527569770813
roberta-base,101,formalization,1,The editor designed a new principle.,The statement that the editor designed a new principle is true.,2.062317371368408
roberta-base,101,formalization,2,The editor designed a new principle.,One can state that the editor designed a new principle.,1.8393220901489258
roberta-base,101,formalization,3,The editor designed a new principle.,It can be formally said that the editor designed a new principle.,2.6635754108428955
roberta-base,101,formalization,4,The editor designed a new principle.,The fact is that the editor designed a new principle.,1.9579893350601196
roberta-base,102,negation,0,The historian confirmed the signal.,The historian did not confirm the signal.,1.4278240203857422
roberta-base,102,negation,1,The historian confirmed the signal.,The historian never confirmed the signal.,1.2166268825531006
roberta-base,102,negation,2,The historian confirmed the signal.,The historian failed to confirm the signal.,1.4142801761627197
roberta-base,102,negation,3,The historian confirmed the signal.,The historian was unable to confirm the signal.,2.0449914932250977
roberta-base,102,negation,4,The historian confirmed the signal.,The historian could not confirm the signal.,1.6072684526443481
roberta-base,102,question,0,The historian confirmed the signal.,Did the historian confirm the signal?,1.4458069801330566
roberta-base,102,question,1,The historian confirmed the signal.,Was it true that the historian confirmed the signal?,2.0923306941986084
roberta-base,102,question,2,The historian confirmed the signal.,Could the historian have confirmed the signal?,1.9060125350952148
roberta-base,102,question,3,The historian confirmed the signal.,Is there evidence that the historian confirmed the signal?,2.0795741081237793
roberta-base,102,question,4,The historian confirmed the signal.,Can we confirm that the historian confirmed the signal?,2.067983388900757
roberta-base,102,past_to_future,0,The historian confirmed the signal.,The historian will confirm the signal.,1.1019095182418823
roberta-base,102,past_to_future,1,The historian confirmed the signal.,The historian is going to confirm the signal.,1.7784855365753174
roberta-base,102,past_to_future,2,The historian confirmed the signal.,The historian is expected to confirm the signal.,1.9018235206604004
roberta-base,102,past_to_future,3,The historian confirmed the signal.,The historian is likely to confirm the signal.,1.8066686391830444
roberta-base,102,past_to_future,4,The historian confirmed the signal.,The historian plans to confirm the signal.,1.4436908960342407
roberta-base,102,certainty_to_uncertainty,0,The historian confirmed the signal.,The historian may have confirmed the signal.,1.312770962715149
roberta-base,102,certainty_to_uncertainty,1,The historian confirmed the signal.,The historian might have confirmed the signal.,1.4514557123184204
roberta-base,102,certainty_to_uncertainty,2,The historian confirmed the signal.,It is possible that the historian confirmed the signal.,2.240785837173462
roberta-base,102,certainty_to_uncertainty,3,The historian confirmed the signal.,There is a chance that the historian confirmed the signal.,2.342972993850708
roberta-base,102,certainty_to_uncertainty,4,The historian confirmed the signal.,The historian probably confirmed the signal.,0.9451727271080017
roberta-base,102,active_to_passive,0,The historian confirmed the signal.,The signal was confirmed by the historian.,1.4327406883239746
roberta-base,102,active_to_passive,1,The historian confirmed the signal.,The signal had been confirmed by the historian.,1.742539882659912
roberta-base,102,active_to_passive,2,The historian confirmed the signal.,The signal got confirmed by the historian.,1.5137485265731812
roberta-base,102,active_to_passive,3,The historian confirmed the signal.,The signal was successfully confirmed by the historian.,1.6878429651260376
roberta-base,102,active_to_passive,4,The historian confirmed the signal.,The signal was eventually confirmed by the historian.,1.7822037935256958
roberta-base,102,formalization,0,The historian confirmed the signal.,It is true that the historian confirmed the signal.,2.0888848304748535
roberta-base,102,formalization,1,The historian confirmed the signal.,The statement that the historian confirmed the signal is true.,2.1806089878082275
roberta-base,102,formalization,2,The historian confirmed the signal.,One can state that the historian confirmed the signal.,1.7306638956069946
roberta-base,102,formalization,3,The historian confirmed the signal.,It can be formally said that the historian confirmed the signal.,2.769512891769409
roberta-base,102,formalization,4,The historian confirmed the signal.,The fact is that the historian confirmed the signal.,2.015918731689453
roberta-base,103,negation,0,The chef rejected the client.,The chef did not reject the client.,1.1311149597167969
roberta-base,103,negation,1,The chef rejected the client.,The chef never rejected the client.,0.948920488357544
roberta-base,103,negation,2,The chef rejected the client.,The chef failed to reject the client.,1.157262921333313
roberta-base,103,negation,3,The chef rejected the client.,The chef was unable to reject the client.,1.9085092544555664
roberta-base,103,negation,4,The chef rejected the client.,The chef could not reject the client.,1.4658311605453491
roberta-base,103,question,0,The chef rejected the client.,Did the chef reject the client?,1.4431556463241577
roberta-base,103,question,1,The chef rejected the client.,Was it true that the chef rejected the client?,2.0640640258789062
roberta-base,103,question,2,The chef rejected the client.,Could the chef have rejected the client?,1.7932326793670654
roberta-base,103,question,3,The chef rejected the client.,Is there evidence that the chef rejected the client?,2.0558600425720215
roberta-base,103,question,4,The chef rejected the client.,Can we confirm that the chef rejected the client?,1.9193423986434937
roberta-base,103,past_to_future,0,The chef rejected the client.,The chef will reject the client.,1.2666171789169312
roberta-base,103,past_to_future,1,The chef rejected the client.,The chef is going to reject the client.,1.873652458190918
roberta-base,103,past_to_future,2,The chef rejected the client.,The chef is expected to reject the client.,1.8650097846984863
roberta-base,103,past_to_future,3,The chef rejected the client.,The chef is likely to reject the client.,1.812225341796875
roberta-base,103,past_to_future,4,The chef rejected the client.,The chef plans to reject the client.,1.5030854940414429
roberta-base,103,certainty_to_uncertainty,0,The chef rejected the client.,The chef may have rejected the client.,1.283210039138794
roberta-base,103,certainty_to_uncertainty,1,The chef rejected the client.,The chef might have rejected the client.,1.3045448064804077
roberta-base,103,certainty_to_uncertainty,2,The chef rejected the client.,It is possible that the chef rejected the client.,2.2805159091949463
roberta-base,103,certainty_to_uncertainty,3,The chef rejected the client.,There is a chance that the chef rejected the client.,2.2617173194885254
roberta-base,103,certainty_to_uncertainty,4,The chef rejected the client.,The chef probably rejected the client.,0.8293312788009644
roberta-base,103,active_to_passive,0,The chef rejected the client.,The client was rejected by the chef.,1.266912817955017
roberta-base,103,active_to_passive,1,The chef rejected the client.,The client had been rejected by the chef.,1.582431435585022
roberta-base,103,active_to_passive,2,The chef rejected the client.,The client got rejected by the chef.,1.3591508865356445
roberta-base,103,active_to_passive,3,The chef rejected the client.,The client was successfully rejected by the chef.,1.5216516256332397
roberta-base,103,active_to_passive,4,The chef rejected the client.,The client was eventually rejected by the chef.,1.6978284120559692
roberta-base,103,formalization,0,The chef rejected the client.,It is true that the chef rejected the client.,2.0483853816986084
roberta-base,103,formalization,1,The chef rejected the client.,The statement that the chef rejected the client is true.,2.1782422065734863
roberta-base,103,formalization,2,The chef rejected the client.,One can state that the chef rejected the client.,1.7056705951690674
roberta-base,103,formalization,3,The chef rejected the client.,It can be formally said that the chef rejected the client.,2.6883456707000732
roberta-base,103,formalization,4,The chef rejected the client.,The fact is that the chef rejected the client.,2.0845725536346436
roberta-base,104,negation,0,The farmer wrote the interface.,The farmer did not write the interface.,1.3179181814193726
roberta-base,104,negation,1,The farmer wrote the interface.,The farmer never wrote the interface.,1.2811720371246338
roberta-base,104,negation,2,The farmer wrote the interface.,The farmer failed to write the interface.,1.4751660823822021
roberta-base,104,negation,3,The farmer wrote the interface.,The farmer was unable to write the interface.,2.0117106437683105
roberta-base,104,negation,4,The farmer wrote the interface.,The farmer could not write the interface.,1.5286608934402466
roberta-base,104,question,0,The farmer wrote the interface.,Did the farmer write the interface?,1.7250274419784546
roberta-base,104,question,1,The farmer wrote the interface.,Was it true that the farmer wrote the interface?,2.2906384468078613
roberta-base,104,question,2,The farmer wrote the interface.,Could the farmer have wrote the interface?,2.2002782821655273
roberta-base,104,question,3,The farmer wrote the interface.,Is there evidence that the farmer wrote the interface?,2.363255262374878
roberta-base,104,question,4,The farmer wrote the interface.,Can we confirm that the farmer wrote the interface?,2.204505681991577
roberta-base,104,past_to_future,0,The farmer wrote the interface.,The farmer will write the interface.,1.45027494430542
roberta-base,104,past_to_future,1,The farmer wrote the interface.,The farmer is going to write the interface.,1.9716426134109497
roberta-base,104,past_to_future,2,The farmer wrote the interface.,The farmer is expected to write the interface.,2.1895751953125
roberta-base,104,past_to_future,3,The farmer wrote the interface.,The farmer is likely to write the interface.,1.9361573457717896
roberta-base,104,past_to_future,4,The farmer wrote the interface.,The farmer plans to write the interface.,1.3970437049865723
roberta-base,104,certainty_to_uncertainty,0,The farmer wrote the interface.,The farmer may have wrote the interface.,1.6594563722610474
roberta-base,104,certainty_to_uncertainty,1,The farmer wrote the interface.,The farmer might have wrote the interface.,1.740553379058838
roberta-base,104,certainty_to_uncertainty,2,The farmer wrote the interface.,It is possible that the farmer wrote the interface.,2.391650438308716
roberta-base,104,certainty_to_uncertainty,3,The farmer wrote the interface.,There is a chance that the farmer wrote the interface.,2.5387275218963623
roberta-base,104,certainty_to_uncertainty,4,The farmer wrote the interface.,The farmer probably wrote the interface.,1.244504451751709
roberta-base,104,active_to_passive,0,The farmer wrote the interface.,The interface was wrote by the farmer.,1.5919153690338135
roberta-base,104,active_to_passive,1,The farmer wrote the interface.,The interface had been wrote by the farmer.,1.7979480028152466
roberta-base,104,active_to_passive,2,The farmer wrote the interface.,The interface got wrote by the farmer.,1.5399161577224731
roberta-base,104,active_to_passive,3,The farmer wrote the interface.,The interface was successfully wrote by the farmer.,1.8286964893341064
roberta-base,104,active_to_passive,4,The farmer wrote the interface.,The interface was eventually wrote by the farmer.,1.7686940431594849
roberta-base,104,formalization,0,The farmer wrote the interface.,It is true that the farmer wrote the interface.,2.129572629928589
roberta-base,104,formalization,1,The farmer wrote the interface.,The statement that the farmer wrote the interface is true.,2.3016626834869385
roberta-base,104,formalization,2,The farmer wrote the interface.,One can state that the farmer wrote the interface.,1.874118447303772
roberta-base,104,formalization,3,The farmer wrote the interface.,It can be formally said that the farmer wrote the interface.,2.9228360652923584
roberta-base,104,formalization,4,The farmer wrote the interface.,The fact is that the farmer wrote the interface.,2.225630760192871
roberta-base,105,negation,0,The historian defended the event.,The historian did not defend the event.,1.20680570602417
roberta-base,105,negation,1,The historian defended the event.,The historian never defended the event.,0.9840366244316101
roberta-base,105,negation,2,The historian defended the event.,The historian failed to defend the event.,1.3358590602874756
roberta-base,105,negation,3,The historian defended the event.,The historian was unable to defend the event.,1.9548356533050537
roberta-base,105,negation,4,The historian defended the event.,The historian could not defend the event.,1.5822532176971436
roberta-base,105,question,0,The historian defended the event.,Did the historian defend the event?,1.4664146900177002
roberta-base,105,question,1,The historian defended the event.,Was it true that the historian defended the event?,2.122072458267212
roberta-base,105,question,2,The historian defended the event.,Could the historian have defended the event?,1.9099338054656982
roberta-base,105,question,3,The historian defended the event.,Is there evidence that the historian defended the event?,2.1229567527770996
roberta-base,105,question,4,The historian defended the event.,Can we confirm that the historian defended the event?,2.0167365074157715
roberta-base,105,past_to_future,0,The historian defended the event.,The historian will defend the event.,1.0863051414489746
roberta-base,105,past_to_future,1,The historian defended the event.,The historian is going to defend the event.,1.8725974559783936
roberta-base,105,past_to_future,2,The historian defended the event.,The historian is expected to defend the event.,1.8727748394012451
roberta-base,105,past_to_future,3,The historian defended the event.,The historian is likely to defend the event.,1.8127776384353638
roberta-base,105,past_to_future,4,The historian defended the event.,The historian plans to defend the event.,1.4581845998764038
roberta-base,105,certainty_to_uncertainty,0,The historian defended the event.,The historian may have defended the event.,1.3167778253555298
roberta-base,105,certainty_to_uncertainty,1,The historian defended the event.,The historian might have defended the event.,1.410013198852539
roberta-base,105,certainty_to_uncertainty,2,The historian defended the event.,It is possible that the historian defended the event.,2.3010799884796143
roberta-base,105,certainty_to_uncertainty,3,The historian defended the event.,There is a chance that the historian defended the event.,2.325033187866211
roberta-base,105,certainty_to_uncertainty,4,The historian defended the event.,The historian probably defended the event.,0.971195638179779
roberta-base,105,active_to_passive,0,The historian defended the event.,The event was defended by the historian.,1.2530643939971924
roberta-base,105,active_to_passive,1,The historian defended the event.,The event had been defended by the historian.,1.5768431425094604
roberta-base,105,active_to_passive,2,The historian defended the event.,The event got defended by the historian.,1.4808416366577148
roberta-base,105,active_to_passive,3,The historian defended the event.,The event was successfully defended by the historian.,1.7304686307907104
roberta-base,105,active_to_passive,4,The historian defended the event.,The event was eventually defended by the historian.,1.6160469055175781
roberta-base,105,formalization,0,The historian defended the event.,It is true that the historian defended the event.,2.055168628692627
roberta-base,105,formalization,1,The historian defended the event.,The statement that the historian defended the event is true.,2.159846544265747
roberta-base,105,formalization,2,The historian defended the event.,One can state that the historian defended the event.,1.8008794784545898
roberta-base,105,formalization,3,The historian defended the event.,It can be formally said that the historian defended the event.,2.7737481594085693
roberta-base,105,formalization,4,The historian defended the event.,The fact is that the historian defended the event.,1.9515955448150635
roberta-base,106,negation,0,The farmer improved the rule.,The farmer did not improve the rule.,1.2548445463180542
roberta-base,106,negation,1,The farmer improved the rule.,The farmer never improved the rule.,1.1272132396697998
roberta-base,106,negation,2,The farmer improved the rule.,The farmer failed to improve the rule.,1.4568578004837036
roberta-base,106,negation,3,The farmer improved the rule.,The farmer was unable to improve the rule.,2.0175561904907227
roberta-base,106,negation,4,The farmer improved the rule.,The farmer could not improve the rule.,1.4448785781860352
roberta-base,106,question,0,The farmer improved the rule.,Did the farmer improve the rule?,1.5952799320220947
roberta-base,106,question,1,The farmer improved the rule.,Was it true that the farmer improved the rule?,2.0956356525421143
roberta-base,106,question,2,The farmer improved the rule.,Could the farmer have improved the rule?,2.028884172439575
roberta-base,106,question,3,The farmer improved the rule.,Is there evidence that the farmer improved the rule?,2.2519967555999756
roberta-base,106,question,4,The farmer improved the rule.,Can we confirm that the farmer improved the rule?,2.049910306930542
roberta-base,106,past_to_future,0,The farmer improved the rule.,The farmer will improve the rule.,1.3500688076019287
roberta-base,106,past_to_future,1,The farmer improved the rule.,The farmer is going to improve the rule.,1.9005924463272095
roberta-base,106,past_to_future,2,The farmer improved the rule.,The farmer is expected to improve the rule.,1.9817633628845215
roberta-base,106,past_to_future,3,The farmer improved the rule.,The farmer is likely to improve the rule.,1.9631556272506714
roberta-base,106,past_to_future,4,The farmer improved the rule.,The farmer plans to improve the rule.,1.9013327360153198
roberta-base,106,certainty_to_uncertainty,0,The farmer improved the rule.,The farmer may have improved the rule.,1.4029021263122559
roberta-base,106,certainty_to_uncertainty,1,The farmer improved the rule.,The farmer might have improved the rule.,1.4505832195281982
roberta-base,106,certainty_to_uncertainty,2,The farmer improved the rule.,It is possible that the farmer improved the rule.,2.386644124984741
roberta-base,106,certainty_to_uncertainty,3,The farmer improved the rule.,There is a chance that the farmer improved the rule.,2.445941209793091
roberta-base,106,certainty_to_uncertainty,4,The farmer improved the rule.,The farmer probably improved the rule.,0.9437483549118042
roberta-base,106,active_to_passive,0,The farmer improved the rule.,The rule was improved by the farmer.,1.4134893417358398
roberta-base,106,active_to_passive,1,The farmer improved the rule.,The rule had been improved by the farmer.,1.757537841796875
roberta-base,106,active_to_passive,2,The farmer improved the rule.,The rule got improved by the farmer.,1.61592698097229
roberta-base,106,active_to_passive,3,The farmer improved the rule.,The rule was successfully improved by the farmer.,1.8257144689559937
roberta-base,106,active_to_passive,4,The farmer improved the rule.,The rule was eventually improved by the farmer.,1.9225603342056274
roberta-base,106,formalization,0,The farmer improved the rule.,It is true that the farmer improved the rule.,2.048661708831787
roberta-base,106,formalization,1,The farmer improved the rule.,The statement that the farmer improved the rule is true.,2.321565866470337
roberta-base,106,formalization,2,The farmer improved the rule.,One can state that the farmer improved the rule.,1.7559834718704224
roberta-base,106,formalization,3,The farmer improved the rule.,It can be formally said that the farmer improved the rule.,2.687814474105835
roberta-base,106,formalization,4,The farmer improved the rule.,The fact is that the farmer improved the rule.,2.1124231815338135
roberta-base,107,negation,0,The nurse built the report.,The nurse did not build the report.,1.761886715888977
roberta-base,107,negation,1,The nurse built the report.,The nurse never built the report.,1.3746825456619263
roberta-base,107,negation,2,The nurse built the report.,The nurse failed to build the report.,1.6784775257110596
roberta-base,107,negation,3,The nurse built the report.,The nurse was unable to build the report.,2.141927480697632
roberta-base,107,negation,4,The nurse built the report.,The nurse could not build the report.,1.773632287979126
roberta-base,107,question,0,The nurse built the report.,Did the nurse build the report?,1.7793552875518799
roberta-base,107,question,1,The nurse built the report.,Was it true that the nurse built the report?,2.3675873279571533
roberta-base,107,question,2,The nurse built the report.,Could the nurse have built the report?,2.1864242553710938
roberta-base,107,question,3,The nurse built the report.,Is there evidence that the nurse built the report?,2.4095144271850586
roberta-base,107,question,4,The nurse built the report.,Can we confirm that the nurse built the report?,2.1757123470306396
roberta-base,107,past_to_future,0,The nurse built the report.,The nurse will build the report.,1.2600442171096802
roberta-base,107,past_to_future,1,The nurse built the report.,The nurse is going to build the report.,2.01566219329834
roberta-base,107,past_to_future,2,The nurse built the report.,The nurse is expected to build the report.,2.0838675498962402
roberta-base,107,past_to_future,3,The nurse built the report.,The nurse is likely to build the report.,1.8543150424957275
roberta-base,107,past_to_future,4,The nurse built the report.,The nurse plans to build the report.,1.7343318462371826
roberta-base,107,certainty_to_uncertainty,0,The nurse built the report.,The nurse may have built the report.,1.5980429649353027
roberta-base,107,certainty_to_uncertainty,1,The nurse built the report.,The nurse might have built the report.,1.6324142217636108
roberta-base,107,certainty_to_uncertainty,2,The nurse built the report.,It is possible that the nurse built the report.,2.421112537384033
roberta-base,107,certainty_to_uncertainty,3,The nurse built the report.,There is a chance that the nurse built the report.,2.5949110984802246
roberta-base,107,certainty_to_uncertainty,4,The nurse built the report.,The nurse probably built the report.,1.2939373254776
roberta-base,107,active_to_passive,0,The nurse built the report.,The report was built by the nurse.,1.6361346244812012
roberta-base,107,active_to_passive,1,The nurse built the report.,The report had been built by the nurse.,2.084246873855591
roberta-base,107,active_to_passive,2,The nurse built the report.,The report got built by the nurse.,1.7063617706298828
roberta-base,107,active_to_passive,3,The nurse built the report.,The report was successfully built by the nurse.,2.0807809829711914
roberta-base,107,active_to_passive,4,The nurse built the report.,The report was eventually built by the nurse.,1.919482707977295
roberta-base,107,formalization,0,The nurse built the report.,It is true that the nurse built the report.,2.295128583908081
roberta-base,107,formalization,1,The nurse built the report.,The statement that the nurse built the report is true.,2.428981304168701
roberta-base,107,formalization,2,The nurse built the report.,One can state that the nurse built the report.,1.8445093631744385
roberta-base,107,formalization,3,The nurse built the report.,It can be formally said that the nurse built the report.,2.8435919284820557
roberta-base,107,formalization,4,The nurse built the report.,The fact is that the nurse built the report.,2.2657999992370605
roberta-base,108,negation,0,The economist analyzed the question.,The economist did not analyze the question.,1.4932047128677368
roberta-base,108,negation,1,The economist analyzed the question.,The economist never analyzed the question.,1.4439953565597534
roberta-base,108,negation,2,The economist analyzed the question.,The economist failed to analyze the question.,1.7065582275390625
roberta-base,108,negation,3,The economist analyzed the question.,The economist was unable to analyze the question.,2.272244453430176
roberta-base,108,negation,4,The economist analyzed the question.,The economist could not analyze the question.,1.8788652420043945
roberta-base,108,question,0,The economist analyzed the question.,Did the economist analyze the question?,1.84965181350708
roberta-base,108,question,1,The economist analyzed the question.,Was it true that the economist analyzed the question?,2.4986467361450195
roberta-base,108,question,2,The economist analyzed the question.,Could the economist have analyzed the question?,2.184619426727295
roberta-base,108,question,3,The economist analyzed the question.,Is there evidence that the economist analyzed the question?,2.4863364696502686
roberta-base,108,question,4,The economist analyzed the question.,Can we confirm that the economist analyzed the question?,2.5314390659332275
roberta-base,108,past_to_future,0,The economist analyzed the question.,The economist will analyze the question.,1.4052256345748901
roberta-base,108,past_to_future,1,The economist analyzed the question.,The economist is going to analyze the question.,2.077263116836548
roberta-base,108,past_to_future,2,The economist analyzed the question.,The economist is expected to analyze the question.,2.04844069480896
roberta-base,108,past_to_future,3,The economist analyzed the question.,The economist is likely to analyze the question.,1.8730353116989136
roberta-base,108,past_to_future,4,The economist analyzed the question.,The economist plans to analyze the question.,1.5674289464950562
roberta-base,108,certainty_to_uncertainty,0,The economist analyzed the question.,The economist may have analyzed the question.,1.5550713539123535
roberta-base,108,certainty_to_uncertainty,1,The economist analyzed the question.,The economist might have analyzed the question.,1.610872507095337
roberta-base,108,certainty_to_uncertainty,2,The economist analyzed the question.,It is possible that the economist analyzed the question.,2.3479104042053223
roberta-base,108,certainty_to_uncertainty,3,The economist analyzed the question.,There is a chance that the economist analyzed the question.,2.6339519023895264
roberta-base,108,certainty_to_uncertainty,4,The economist analyzed the question.,The economist probably analyzed the question.,1.2008781433105469
roberta-base,108,active_to_passive,0,The economist analyzed the question.,The question was analyzed by the economist.,1.3481080532073975
roberta-base,108,active_to_passive,1,The economist analyzed the question.,The question had been analyzed by the economist.,1.7016180753707886
roberta-base,108,active_to_passive,2,The economist analyzed the question.,The question got analyzed by the economist.,1.4597615003585815
roberta-base,108,active_to_passive,3,The economist analyzed the question.,The question was successfully analyzed by the economist.,1.8108001947402954
roberta-base,108,active_to_passive,4,The economist analyzed the question.,The question was eventually analyzed by the economist.,1.739763617515564
roberta-base,108,formalization,0,The economist analyzed the question.,It is true that the economist analyzed the question.,2.1475377082824707
roberta-base,108,formalization,1,The economist analyzed the question.,The statement that the economist analyzed the question is true.,2.496957778930664
roberta-base,108,formalization,2,The economist analyzed the question.,One can state that the economist analyzed the question.,1.9252365827560425
roberta-base,108,formalization,3,The economist analyzed the question.,It can be formally said that the economist analyzed the question.,2.92598295211792
roberta-base,108,formalization,4,The economist analyzed the question.,The fact is that the economist analyzed the question.,2.121809720993042
roberta-base,109,negation,0,The scientist reported the theory.,The scientist did not report the theory.,1.5936771631240845
roberta-base,109,negation,1,The scientist reported the theory.,The scientist never reported the theory.,1.5153404474258423
roberta-base,109,negation,2,The scientist reported the theory.,The scientist failed to report the theory.,1.8041882514953613
roberta-base,109,negation,3,The scientist reported the theory.,The scientist was unable to report the theory.,2.1408727169036865
roberta-base,109,negation,4,The scientist reported the theory.,The scientist could not report the theory.,1.6680964231491089
roberta-base,109,question,0,The scientist reported the theory.,Did the scientist report the theory?,1.8203270435333252
roberta-base,109,question,1,The scientist reported the theory.,Was it true that the scientist reported the theory?,2.4750547409057617
roberta-base,109,question,2,The scientist reported the theory.,Could the scientist have reported the theory?,2.03979754447937
roberta-base,109,question,3,The scientist reported the theory.,Is there evidence that the scientist reported the theory?,2.378399610519409
roberta-base,109,question,4,The scientist reported the theory.,Can we confirm that the scientist reported the theory?,2.2334372997283936
roberta-base,109,past_to_future,0,The scientist reported the theory.,The scientist will report the theory.,1.2707048654556274
