language,template_id,level,text,marker
ru,48,-1,uchitel nedolyublivaet etot film v kontse.,nedolyublivaet
ru,48,0,uchitel ravnodushen k etot film v kontse.,ravnodushen
ru,48,1,uchitel simpatiziruet etot film v kontse.,simpatiziruet
ru,48,2,uchitel lyubit etot film v kontse.,lyubit
ru,49,-2,kritik nenavidit etot gorod v kontse.,nenavidit
ru,49,-1,kritik nedolyublivaet etot gorod v kontse.,nedolyublivaet
ru,49,0,kritik ravnodushen k etot gorod v kontse.,ravnodushen
ru,49,1,kritik simpatiziruet etot gorod v kontse.,simpatiziruet
ru,49,2,kritik lyubit etot gorod v kontse.,lyubit
ru,50,-2,hudozhnik nenavidit eto predlozhenie v kontse.,nenavidit
ru,50,-1,hudozhnik nedolyublivaet eto predlozhenie v kontse.,nedolyublivaet
ru,50,0,hudozhnik ravnodushen k eto predlozhenie v kontse.,ravnodushen
ru,50,1,hudozhnik simpatiziruet eto predlozhenie v kontse.,simpatiziruet
ru,50,2,hudozhnik lyubit eto predlozhenie v kontse.,lyubit
ru,51,-2,kritik nenavidit etu ideyu v kontse.,nenavidit
ru,51,-1,kritik nedolyublivaet etu ideyu v kontse.,nedolyublivaet
ru,51,0,kritik ravnodushen k etu ideyu v kontse.,ravnodushen
ru,51,1,kritik simpatiziruet etu ideyu v kontse.,simpatiziruet
ru,51,2,kritik lyubit etu ideyu v kontse.,lyubit
ru,52,-2,polzovatel nenavidit etot dizayn v kontse.,nenavidit
ru,52,-1,polzovatel nedolyublivaet etot dizayn v kontse.,nedolyublivaet
ru,52,0,polzovatel ravnodushen k etot dizayn v kontse.,ravnodushen
ru,52,1,polzovatel simpatiziruet etot dizayn v kontse.,simpatiziruet
ru,52,2,polzovatel lyubit etot dizayn v kontse.,lyubit
ru,53,-2,issledovatel nenavidit etot film v kontse.,nenavidit
ru,53,-1,issledovatel nedolyublivaet etot film v kontse.,nedolyublivaet
ru,53,0,issledovatel ravnodushen k etot film v kontse.,ravnodushen
ru,53,1,issledovatel simpatiziruet etot film v kontse.,simpatiziruet
ru,53,2,issledovatel lyubit etot film v kontse.,lyubit
ru,54,-2,kritik nenavidit eto predlozhenie naedine.,nenavidit
ru,54,-1,kritik nedolyublivaet eto predlozhenie naedine.,nedolyublivaet
ru,54,0,kritik ravnodushen k eto predlozhenie naedine.,ravnodushen
ru,54,1,kritik simpatiziruet eto predlozhenie naedine.,simpatiziruet
ru,54,2,kritik lyubit eto predlozhenie naedine.,lyubit
ru,55,-2,uchitel nenavidit etu sistemu v kontse.,nenavidit
ru,55,-1,uchitel nedolyublivaet etu sistemu v kontse.,nedolyublivaet
ru,55,0,uchitel ravnodushen k etu sistemu v kontse.,ravnodushen
ru,55,1,uchitel simpatiziruet etu sistemu v kontse.,simpatiziruet
ru,55,2,uchitel lyubit etu sistemu v kontse.,lyubit
ru,56,-2,issledovatel nenavidit eto predlozhenie vo vremya obzora.,nenavidit
ru,56,-1,issledovatel nedolyublivaet eto predlozhenie vo vremya obzora.,nedolyublivaet
ru,56,0,issledovatel ravnodushen k eto predlozhenie vo vremya obzora.,ravnodushen
ru,56,1,issledovatel simpatiziruet eto predlozhenie vo vremya obzora.,simpatiziruet
ru,56,2,issledovatel lyubit eto predlozhenie vo vremya obzora.,lyubit
ru,57,-2,polzovatel nenavidit etu sistemu posle vstrechi.,nenavidit
ru,57,-1,polzovatel nedolyublivaet etu sistemu posle vstrechi.,nedolyublivaet
ru,57,0,polzovatel ravnodushen k etu sistemu posle vstrechi.,ravnodushen
ru,57,1,polzovatel simpatiziruet etu sistemu posle vstrechi.,simpatiziruet
ru,57,2,polzovatel lyubit etu sistemu posle vstrechi.,lyubit
ru,58,-2,issledovatel nenavidit etot dizayn segodnya.,nenavidit
ru,58,-1,issledovatel nedolyublivaet etot dizayn segodnya.,nedolyublivaet
ru,58,0,issledovatel ravnodushen k etot dizayn segodnya.,ravnodushen
ru,58,1,issledovatel simpatiziruet etot dizayn segodnya.,simpatiziruet
ru,58,2,issledovatel lyubit etot dizayn segodnya.,lyubit
ru,59,-2,ona nenavidit eto predlozhenie vo vremya obzora.,nenavidit
ru,59,-1,ona nedolyublivaet eto predlozhenie vo vremya obzora.,nedolyublivaet
ru,59,0,ona ravnodushen k eto predlozhenie vo vremya obzora.,ravnodushen
ru,59,1,ona simpatiziruet eto predlozhenie vo vremya obzora.,simpatiziruet
ru,59,2,ona lyubit eto predlozhenie vo vremya obzora.,lyubit
ru,60,-2,uchitel nenavidit etu ideyu posle vstrechi.,nenavidit
ru,60,-1,uchitel nedolyublivaet etu ideyu posle vstrechi.,nedolyublivaet
ru,60,0,uchitel ravnodushen k etu ideyu posle vstrechi.,ravnodushen
ru,60,1,uchitel simpatiziruet etu ideyu posle vstrechi.,simpatiziruet
ru,60,2,uchitel lyubit etu ideyu posle vstrechi.,lyubit
ru,61,-2,kritik nenavidit etot gorod segodnya.,nenavidit
ru,61,-1,kritik nedolyublivaet etot gorod segodnya.,nedolyublivaet
ru,61,0,kritik ravnodushen k etot gorod segodnya.,ravnodushen
ru,61,1,kritik simpatiziruet etot gorod segodnya.,simpatiziruet
ru,61,2,kritik lyubit etot gorod segodnya.,lyubit
ru,62,-2,ona nenavidit eto predlozhenie segodnya.,nenavidit
ru,62,-1,ona nedolyublivaet eto predlozhenie segodnya.,nedolyublivaet
ru,62,0,ona ravnodushen k eto predlozhenie segodnya.,ravnodushen
ru,62,1,ona simpatiziruet eto predlozhenie segodnya.,simpatiziruet
ru,62,2,ona lyubit eto predlozhenie segodnya.,lyubit
ru,63,-2,hudozhnik nenavidit eto predlozhenie segodnya.,nenavidit
ru,63,-1,hudozhnik nedolyublivaet eto predlozhenie segodnya.,nedolyublivaet
ru,63,0,hudozhnik ravnodushen k eto predlozhenie segodnya.,ravnodushen
ru,63,1,hudozhnik simpatiziruet eto predlozhenie segodnya.,simpatiziruet
ru,63,2,hudozhnik lyubit eto predlozhenie segodnya.,lyubit
ru,64,-2,issledovatel nenavidit etu pesnyu vo vremya obzora.,nenavidit
ru,64,-1,issledovatel nedolyublivaet etu pesnyu vo vremya obzora.,nedolyublivaet
ru,64,0,issledovatel ravnodushen k etu pesnyu vo vremya obzora.,ravnodushen
ru,64,1,issledovatel simpatiziruet etu pesnyu vo vremya obzora.,simpatiziruet
ru,64,2,issledovatel lyubit etu pesnyu vo vremya obzora.,lyubit
ru,65,-2,hudozhnik nenavidit etu ideyu vo vremya obzora.,nenavidit
ru,65,-1,hudozhnik nedolyublivaet etu ideyu vo vremya obzora.,nedolyublivaet
ru,65,0,hudozhnik ravnodushen k etu ideyu vo vremya obzora.,ravnodushen
ru,65,1,hudozhnik simpatiziruet etu ideyu vo vremya obzora.,simpatiziruet
ru,65,2,hudozhnik lyubit etu ideyu vo vremya obzora.,lyubit
ru,66,-2,ona nenavidit etu sistemu segodnya.,nenavidit
ru,66,-1,ona nedolyublivaet etu sistemu segodnya.,nedolyublivaet
ru,66,0,ona ravnodushen k etu sistemu segodnya.,ravnodushen
ru,66,1,ona simpatiziruet etu sistemu segodnya.,simpatiziruet
ru,66,2,ona lyubit etu sistemu segodnya.,lyubit
ru,67,-2,ona nenavidit etu sistemu vo vremya obzora.,nenavidit
ru,67,-1,ona nedolyublivaet etu sistemu vo vremya obzora.,nedolyublivaet
ru,67,0,ona ravnodushen k etu sistemu vo vremya obzora.,ravnodushen
ru,67,1,ona simpatiziruet etu sistemu vo vremya obzora.,simpatiziruet
ru,67,2,ona lyubit etu sistemu vo vremya obzora.,lyubit
ru,68,-2,polzovatel nenavidit etot gorod naedine.,nenavidit
ru,68,-1,polzovatel nedolyublivaet etot gorod naedine.,nedolyublivaet
ru,68,0,polzovatel ravnodushen k etot gorod naedine.,ravnodushen
ru,68,1,polzovatel simpatiziruet etot gorod naedine.,simpatiziruet
ru,68,2,polzovatel lyubit etot gorod naedine.,lyubit
ru,69,-2,issledovatel nenavidit etu ideyu vo vremya obzora.,nenavidit
ru,69,-1,issledovatel nedolyublivaet etu ideyu vo vremya obzora.,nedolyublivaet
ru,69,0,issledovatel ravnodushen k etu ideyu vo vremya obzora.,ravnodushen
ru,69,1,issledovatel simpatiziruet etu ideyu vo vremya obzora.,simpatiziruet
ru,69,2,issledovatel lyubit etu ideyu vo vremya obzora.,lyubit
ru,70,-2,kritik nenavidit etot film vo vremya obzora.,nenavidit
ru,70,-1,kritik nedolyublivaet etot film vo vremya obzora.,nedolyublivaet
ru,70,0,kritik ravnodushen k etot film vo vremya obzora.,ravnodushen
ru,70,1,kritik simpatiziruet etot film vo vremya obzora.,simpatiziruet
ru,70,2,kritik lyubit etot film vo vremya obzora.,lyubit
ru,71,-2,uchitel nenavidit eto predlozhenie naedine.,nenavidit
ru,71,-1,uchitel nedolyublivaet eto predlozhenie naedine.,nedolyublivaet
ru,71,0,uchitel ravnodushen k eto predlozhenie naedine.,ravnodushen
ru,71,1,uchitel simpatiziruet eto predlozhenie naedine.,simpatiziruet
ru,71,2,uchitel lyubit eto predlozhenie naedine.,lyubit
ru,72,-2,uchitel nenavidit etot dizayn posle vstrechi.,nenavidit
ru,72,-1,uchitel nedolyublivaet etot dizayn posle vstrechi.,nedolyublivaet
ru,72,0,uchitel ravnodushen k etot dizayn posle vstrechi.,ravnodushen
ru,72,1,uchitel simpatiziruet etot dizayn posle vstrechi.,simpatiziruet
ru,72,2,uchitel lyubit etot dizayn posle vstrechi.,lyubit
ru,73,-2,sosed nenavidit tebya v kontse.,nenavidit
ru,73,-1,sosed nedolyublivaet tebya v kontse.,nedolyublivaet
ru,73,0,sosed ravnodushen k tebya v kontse.,ravnodushen
ru,73,1,sosed simpatiziruet tebya v kontse.,simpatiziruet
ru,73,2,sosed lyubit tebya v kontse.,lyubit
ru,74,-2,ya nenavidit tebya segodnya.,nenavidit
ru,74,-1,ya nedolyublivaet tebya segodnya.,nedolyublivaet
ru,74,0,ya ravnodushen k tebya segodnya.,ravnodushen
ru,74,1,ya simpatiziruet tebya segodnya.,simpatiziruet
ru,74,2,ya lyubit tebya segodnya.,lyubit
ru,75,-2,hudozhnik nenavidit etot dizayn naedine.,nenavidit
ru,75,-1,hudozhnik nedolyublivaet etot dizayn naedine.,nedolyublivaet
ru,75,0,hudozhnik ravnodushen k etot dizayn naedine.,ravnodushen
ru,75,1,hudozhnik simpatiziruet etot dizayn naedine.,simpatiziruet
ru,75,2,hudozhnik lyubit etot dizayn naedine.,lyubit
ru,76,-2,hudozhnik nenavidit tebya naedine.,nenavidit
ru,76,-1,hudozhnik nedolyublivaet tebya naedine.,nedolyublivaet
ru,76,0,hudozhnik ravnodushen k tebya naedine.,ravnodushen
ru,76,1,hudozhnik simpatiziruet tebya naedine.,simpatiziruet
ru,76,2,hudozhnik lyubit tebya naedine.,lyubit
ru,77,-2,kritik nenavidit etot gorod posle vstrechi.,nenavidit
ru,77,-1,kritik nedolyublivaet etot gorod posle vstrechi.,nedolyublivaet
ru,77,0,kritik ravnodushen k etot gorod posle vstrechi.,ravnodushen
ru,77,1,kritik simpatiziruet etot gorod posle vstrechi.,simpatiziruet
ru,77,2,kritik lyubit etot gorod posle vstrechi.,lyubit
ru,78,-2,ya nenavidit eto predlozhenie segodnya.,nenavidit
ru,78,-1,ya nedolyublivaet eto predlozhenie segodnya.,nedolyublivaet
ru,78,0,ya ravnodushen k eto predlozhenie segodnya.,ravnodushen
ru,78,1,ya simpatiziruet eto predlozhenie segodnya.,simpatiziruet
ru,78,2,ya lyubit eto predlozhenie segodnya.,lyubit
ru,79,-2,issledovatel nenavidit etot film vo vremya obzora.,nenavidit
ru,79,-1,issledovatel nedolyublivaet etot film vo vremya obzora.,nedolyublivaet
ru,79,0,issledovatel ravnodushen k etot film vo vremya obzora.,ravnodushen
ru,79,1,issledovatel simpatiziruet etot film vo vremya obzora.,simpatiziruet
ru,79,2,issledovatel lyubit etot film vo vremya obzora.,lyubit
ru,80,-2,issledovatel nenavidit etu sistemu vo vremya obzora.,nenavidit
ru,80,-1,issledovatel nedolyublivaet etu sistemu vo vremya obzora.,nedolyublivaet
ru,80,0,issledovatel ravnodushen k etu sistemu vo vremya obzora.,ravnodushen
ru,80,1,issledovatel simpatiziruet etu sistemu vo vremya obzora.,simpatiziruet
ru,80,2,issledovatel lyubit etu sistemu vo vremya obzora.,lyubit
ru,81,-2,hudozhnik nenavidit etot dizayn vo vremya obzora.,nenavidit
ru,81,-1,hudozhnik nedolyublivaet etot dizayn vo vremya obzora.,nedolyublivaet
ru,81,0,hudozhnik ravnodushen k etot dizayn vo vremya obzora.,ravnodushen
ru,81,1,hudozhnik simpatiziruet etot dizayn vo vremya obzora.,simpatiziruet
ru,81,2,hudozhnik lyubit etot dizayn vo vremya obzora.,lyubit
ru,82,-2,issledovatel nenavidit tebya segodnya.,nenavidit
ru,82,-1,issledovatel nedolyublivaet tebya segodnya.,nedolyublivaet
ru,82,0,issledovatel ravnodushen k tebya segodnya.,ravnodushen
ru,82,1,issledovatel simpatiziruet tebya segodnya.,simpatiziruet
ru,82,2,issledovatel lyubit tebya segodnya.,lyubit
ru,83,-2,sosed nenavidit etu sistemu naedine.,nenavidit
ru,83,-1,sosed nedolyublivaet etu sistemu naedine.,nedolyublivaet
ru,83,0,sosed ravnodushen k etu sistemu naedine.,ravnodushen
ru,83,1,sosed simpatiziruet etu sistemu naedine.,simpatiziruet
ru,83,2,sosed lyubit etu sistemu naedine.,lyubit
ru,84,-2,uchitel nenavidit etu pesnyu v kontse.,nenavidit
ru,84,-1,uchitel nedolyublivaet etu pesnyu v kontse.,nedolyublivaet
ru,84,0,uchitel ravnodushen k etu pesnyu v kontse.,ravnodushen
ru,84,1,uchitel simpatiziruet etu pesnyu v kontse.,simpatiziruet
ru,84,2,uchitel lyubit etu pesnyu v kontse.,lyubit
ru,85,-2,sosed nenavidit eto predlozhenie naedine.,nenavidit
ru,85,-1,sosed nedolyublivaet eto predlozhenie naedine.,nedolyublivaet
ru,85,0,sosed ravnodushen k eto predlozhenie naedine.,ravnodushen
ru,85,1,sosed simpatiziruet eto predlozhenie naedine.,simpatiziruet
ru,85,2,sosed lyubit eto predlozhenie naedine.,lyubit
ru,86,-2,sosed nenavidit eto predlozhenie vo vremya obzora.,nenavidit
ru,86,-1,sosed nedolyublivaet eto predlozhenie vo vremya obzora.,nedolyublivaet
ru,86,0,sosed ravnodushen k eto predlozhenie vo vremya obzora.,ravnodushen
ru,86,1,sosed simpatiziruet eto predlozhenie vo vremya obzora.,simpatiziruet
ru,86,2,sosed lyubit eto predlozhenie vo vremya obzora.,lyubit
ru,87,-2,sosed nenavidit etot film segodnya.,nenavidit
ru,87,-1,sosed nedolyublivaet etot film segodnya.,nedolyublivaet
ru,87,0,sosed ravnodushen k etot film segodnya.,ravnodushen
ru,87,1,sosed simpatiziruet etot film segodnya.,simpatiziruet
ru,87,2,sosed lyubit etot film segodnya.,lyubit
ru,88,-2,ya nenavidit etu ideyu posle vstrechi.,nenavidit
ru,88,-1,ya nedolyublivaet etu ideyu posle vstrechi.,nedolyublivaet
ru,88,0,ya ravnodushen k etu ideyu posle vstrechi.,ravnodushen
ru,88,1,ya simpatiziruet etu ideyu posle vstrechi.,simpatiziruet
ru,88,2,ya lyubit etu ideyu posle vstrechi.,lyubit
ru,89,-2,polzovatel nenavidit etu ideyu posle vstrechi.,nenavidit
ru,89,-1,polzovatel nedolyublivaet etu ideyu posle vstrechi.,nedolyublivaet
ru,89,0,polzovatel ravnodushen k etu ideyu posle vstrechi.,ravnodushen
ru,89,1,polzovatel simpatiziruet etu ideyu posle vstrechi.,simpatiziruet
ru,89,2,polzovatel lyubit etu ideyu posle vstrechi.,lyubit
ru,90,-2,kritik nenavidit etot dizayn posle vstrechi.,nenavidit
ru,90,-1,kritik nedolyublivaet etot dizayn posle vstrechi.,nedolyublivaet
ru,90,0,kritik ravnodushen k etot dizayn posle vstrechi.,ravnodushen
ru,90,1,kritik simpatiziruet etot dizayn posle vstrechi.,simpatiziruet
ru,90,2,kritik lyubit etot dizayn posle vstrechi.,lyubit
ru,91,-2,sosed nenavidit tebya posle vstrechi.,nenavidit
ru,91,-1,sosed nedolyublivaet tebya posle vstrechi.,nedolyublivaet
ru,91,0,sosed ravnodushen k tebya posle vstrechi.,ravnodushen
ru,91,1,sosed simpatiziruet tebya posle vstrechi.,simpatiziruet
ru,91,2,sosed lyubit tebya posle vstrechi.,lyubit
ru,92,-2,uchitel nenavidit etot film posle vstrechi.,nenavidit
ru,92,-1,uchitel nedolyublivaet etot film posle vstrechi.,nedolyublivaet
ru,92,0,uchitel ravnodushen k etot film posle vstrechi.,ravnodushen
ru,92,1,uchitel simpatiziruet etot film posle vstrechi.,simpatiziruet
ru,92,2,uchitel lyubit etot film posle vstrechi.,lyubit
ru,93,-2,sosed nenavidit etot film posle vstrechi.,nenavidit
ru,93,-1,sosed nedolyublivaet etot film posle vstrechi.,nedolyublivaet
ru,93,0,sosed ravnodushen k etot film posle vstrechi.,ravnodushen
ru,93,1,sosed simpatiziruet etot film posle vstrechi.,simpatiziruet
ru,93,2,sosed lyubit etot film posle vstrechi.,lyubit
ru,94,-2,issledovatel nenavidit etot gorod naedine.,nenavidit
ru,94,-1,issledovatel nedolyublivaet etot gorod naedine.,nedolyublivaet
ru,94,0,issledovatel ravnodushen k etot gorod naedine.,ravnodushen
ru,94,1,issledovatel simpatiziruet etot gorod naedine.,simpatiziruet
ru,94,2,issledovatel lyubit etot gorod naedine.,lyubit
ru,95,-2,uchitel nenavidit etot dizayn v kontse.,nenavidit
ru,95,-1,uchitel nedolyublivaet etot dizayn v kontse.,nedolyublivaet
ru,95,0,uchitel ravnodushen k etot dizayn v kontse.,ravnodushen
ru,95,1,uchitel simpatiziruet etot dizayn v kontse.,simpatiziruet
ru,95,2,uchitel lyubit etot dizayn v kontse.,lyubit
ru,96,-2,polzovatel nenavidit etu pesnyu vo vremya obzora.,nenavidit
ru,96,-1,polzovatel nedolyublivaet etu pesnyu vo vremya obzora.,nedolyublivaet
ru,96,0,polzovatel ravnodushen k etu pesnyu vo vremya obzora.,ravnodushen
ru,96,1,polzovatel simpatiziruet etu pesnyu vo vremya obzora.,simpatiziruet
ru,96,2,polzovatel lyubit etu pesnyu vo vremya obzora.,lyubit
ru,97,-2,hudozhnik nenavidit eto predlozhenie naedine.,nenavidit
ru,97,-1,hudozhnik nedolyublivaet eto predlozhenie naedine.,nedolyublivaet
ru,97,0,hudozhnik ravnodushen k eto predlozhenie naedine.,ravnodushen
ru,97,1,hudozhnik simpatiziruet eto predlozhenie naedine.,simpatiziruet
ru,97,2,hudozhnik lyubit eto predlozhenie naedine.,lyubit
ru,98,-2,ona nenavidit etu pesnyu posle vstrechi.,nenavidit
ru,98,-1,ona nedolyublivaet etu pesnyu posle vstrechi.,nedolyublivaet
ru,98,0,ona ravnodushen k etu pesnyu posle vstrechi.,ravnodushen
ru,98,1,ona simpatiziruet etu pesnyu posle vstrechi.,simpatiziruet
ru,98,2,ona lyubit etu pesnyu posle vstrechi.,lyubit
ru,99,-2,hudozhnik nenavidit etu sistemu v kontse.,nenavidit
ru,99,-1,hudozhnik nedolyublivaet etu sistemu v kontse.,nedolyublivaet
ru,99,0,hudozhnik ravnodushen k etu sistemu v kontse.,ravnodushen
ru,99,1,hudozhnik simpatiziruet etu sistemu v kontse.,simpatiziruet
ru,99,2,hudozhnik lyubit etu sistemu v kontse.,lyubit
ru,100,-2,kritik nenavidit etot gorod vo vremya obzora.,nenavidit
ru,100,-1,kritik nedolyublivaet etot gorod vo vremya obzora.,nedolyublivaet
ru,100,0,kritik ravnodushen k etot gorod vo vremya obzora.,ravnodushen
ru,100,1,kritik simpatiziruet etot gorod vo vremya obzora.,simpatiziruet
ru,100,2,kritik lyubit etot gorod vo vremya obzora.,lyubit
ru,101,-2,uchitel nenavidit eto predlozhenie segodnya.,nenavidit
ru,101,-1,uchitel nedolyublivaet eto predlozhenie segodnya.,nedolyublivaet
ru,101,0,uchitel ravnodushen k eto predlozhenie segodnya.,ravnodushen
ru,101,1,uchitel simpatiziruet eto predlozhenie segodnya.,simpatiziruet
ru,101,2,uchitel lyubit eto predlozhenie segodnya.,lyubit
ru,102,-2,polzovatel nenavidit etu pesnyu v kontse.,nenavidit
ru,102,-1,polzovatel nedolyublivaet etu pesnyu v kontse.,nedolyublivaet
ru,102,0,polzovatel ravnodushen k etu pesnyu v kontse.,ravnodushen
ru,102,1,polzovatel simpatiziruet etu pesnyu v kontse.,simpatiziruet
ru,102,2,polzovatel lyubit etu pesnyu v kontse.,lyubit
ru,103,-2,uchitel nenavidit etu sistemu naedine.,nenavidit
ru,103,-1,uchitel nedolyublivaet etu sistemu naedine.,nedolyublivaet
ru,103,0,uchitel ravnodushen k etu sistemu naedine.,ravnodushen
ru,103,1,uchitel simpatiziruet etu sistemu naedine.,simpatiziruet
ru,103,2,uchitel lyubit etu sistemu naedine.,lyubit
ru,104,-2,sosed nenavidit etu pesnyu naedine.,nenavidit
ru,104,-1,sosed nedolyublivaet etu pesnyu naedine.,nedolyublivaet
ru,104,0,sosed ravnodushen k etu pesnyu naedine.,ravnodushen
ru,104,1,sosed simpatiziruet etu pesnyu naedine.,simpatiziruet
ru,104,2,sosed lyubit etu pesnyu naedine.,lyubit
ru,105,-2,sosed nenavidit etu ideyu segodnya.,nenavidit
ru,105,-1,sosed nedolyublivaet etu ideyu segodnya.,nedolyublivaet
ru,105,0,sosed ravnodushen k etu ideyu segodnya.,ravnodushen
ru,105,1,sosed simpatiziruet etu ideyu segodnya.,simpatiziruet
ru,105,2,sosed lyubit etu ideyu segodnya.,lyubit
ru,106,-2,issledovatel nenavidit etu sistemu posle vstrechi.,nenavidit
ru,106,-1,issledovatel nedolyublivaet etu sistemu posle vstrechi.,nedolyublivaet
ru,106,0,issledovatel ravnodushen k etu sistemu posle vstrechi.,ravnodushen
ru,106,1,issledovatel simpatiziruet etu sistemu posle vstrechi.,simpatiziruet
ru,106,2,issledovatel lyubit etu sistemu posle vstrechi.,lyubit
ru,107,-2,ona nenavidit etu sistemu posle vstrechi.,nenavidit
ru,107,-1,ona nedolyublivaet etu sistemu posle vstrechi.,nedolyublivaet
ru,107,0,ona ravnodushen k etu sistemu posle vstrechi.,ravnodushen
ru,107,1,ona simpatiziruet etu sistemu posle vstrechi.,simpatiziruet
ru,107,2,ona lyubit etu sistemu posle vstrechi.,lyubit
ru,108,-2,hudozhnik nenavidit etot gorod v kontse.,nenavidit
ru,108,-1,hudozhnik nedolyublivaet etot gorod v kontse.,nedolyublivaet
ru,108,0,hudozhnik ravnodushen k etot gorod v kontse.,ravnodushen
ru,108,1,hudozhnik simpatiziruet etot gorod v kontse.,simpatiziruet
ru,108,2,hudozhnik lyubit etot gorod v kontse.,lyubit
ru,109,-2,ona nenavidit etot film segodnya.,nenavidit
ru,109,-1,ona nedolyublivaet etot film segodnya.,nedolyublivaet
ru,109,0,ona ravnodushen k etot film segodnya.,ravnodushen
ru,109,1,ona simpatiziruet etot film segodnya.,simpatiziruet
ru,109,2,ona lyubit etot film segodnya.,lyubit
ru,110,-2,sosed nenavidit etu sistemu v kontse.,nenavidit
ru,110,-1,sosed nedolyublivaet etu sistemu v kontse.,nedolyublivaet
ru,110,0,sosed ravnodushen k etu sistemu v kontse.,ravnodushen
ru,110,1,sosed simpatiziruet etu sistemu v kontse.,simpatiziruet
ru,110,2,sosed lyubit etu sistemu v kontse.,lyubit
ru,111,-2,polzovatel nenavidit etot dizayn posle vstrechi.,nenavidit
ru,111,-1,polzovatel nedolyublivaet etot dizayn posle vstrechi.,nedolyublivaet
ru,111,0,polzovatel ravnodushen k etot dizayn posle vstrechi.,ravnodushen
ru,111,1,polzovatel simpatiziruet etot dizayn posle vstrechi.,simpatiziruet
ru,111,2,polzovatel lyubit etot dizayn posle vstrechi.,lyubit
ru,112,-2,issledovatel nenavidit etot gorod v kontse.,nenavidit
ru,112,-1,issledovatel nedolyublivaet etot gorod v kontse.,nedolyublivaet
ru,112,0,issledovatel ravnodushen k etot gorod v kontse.,ravnodushen
ru,112,1,issledovatel simpatiziruet etot gorod v kontse.,simpatiziruet
ru,112,2,issledovatel lyubit etot gorod v kontse.,lyubit
ru,113,-2,polzovatel nenavidit etot gorod segodnya.,nenavidit
ru,113,-1,polzovatel nedolyublivaet etot gorod segodnya.,nedolyublivaet
ru,113,0,polzovatel ravnodushen k etot gorod segodnya.,ravnodushen
ru,113,1,polzovatel simpatiziruet etot gorod segodnya.,simpatiziruet
ru,113,2,polzovatel lyubit etot gorod segodnya.,lyubit
ru,114,-2,ona nenavidit etot dizayn vo vremya obzora.,nenavidit
ru,114,-1,ona nedolyublivaet etot dizayn vo vremya obzora.,nedolyublivaet
ru,114,0,ona ravnodushen k etot dizayn vo vremya obzora.,ravnodushen
ru,114,1,ona simpatiziruet etot dizayn vo vremya obzora.,simpatiziruet
ru,114,2,ona lyubit etot dizayn vo vremya obzora.,lyubit
ru,115,-2,issledovatel nenavidit etu sistemu v kontse.,nenavidit
ru,115,-1,issledovatel nedolyublivaet etu sistemu v kontse.,nedolyublivaet
ru,115,0,issledovatel ravnodushen k etu sistemu v kontse.,ravnodushen
ru,115,1,issledovatel simpatiziruet etu sistemu v kontse.,simpatiziruet
ru,115,2,issledovatel lyubit etu sistemu v kontse.,lyubit
ru,116,-2,polzovatel nenavidit etu pesnyu naedine.,nenavidit
ru,116,-1,polzovatel nedolyublivaet etu pesnyu naedine.,nedolyublivaet
ru,116,0,polzovatel ravnodushen k etu pesnyu naedine.,ravnodushen
ru,116,1,polzovatel simpatiziruet etu pesnyu naedine.,simpatiziruet
ru,116,2,polzovatel lyubit etu pesnyu naedine.,lyubit
ru,117,-2,ona nenavidit etu sistemu naedine.,nenavidit
ru,117,-1,ona nedolyublivaet etu sistemu naedine.,nedolyublivaet
ru,117,0,ona ravnodushen k etu sistemu naedine.,ravnodushen
ru,117,1,ona simpatiziruet etu sistemu naedine.,simpatiziruet
ru,117,2,ona lyubit etu sistemu naedine.,lyubit
ru,118,-2,kritik nenavidit etu pesnyu v kontse.,nenavidit
ru,118,-1,kritik nedolyublivaet etu pesnyu v kontse.,nedolyublivaet
ru,118,0,kritik ravnodushen k etu pesnyu v kontse.,ravnodushen
ru,118,1,kritik simpatiziruet etu pesnyu v kontse.,simpatiziruet
ru,118,2,kritik lyubit etu pesnyu v kontse.,lyubit
ru,119,-2,ona nenavidit etot dizayn naedine.,nenavidit
ru,119,-1,ona nedolyublivaet etot dizayn naedine.,nedolyublivaet
ru,119,0,ona ravnodushen k etot dizayn naedine.,ravnodushen
ru,119,1,ona simpatiziruet etot dizayn naedine.,simpatiziruet
ru,119,2,ona lyubit etot dizayn naedine.,lyubit
ru,120,-2,uchitel nenavidit etot film naedine.,nenavidit
ru,120,-1,uchitel nedolyublivaet etot film naedine.,nedolyublivaet
ru,120,0,uchitel ravnodushen k etot film naedine.,ravnodushen
ru,120,1,uchitel simpatiziruet etot film naedine.,simpatiziruet
ru,120,2,uchitel lyubit etot film naedine.,lyubit
ru,121,-2,kritik nenavidit etot film segodnya.,nenavidit
ru,121,-1,kritik nedolyublivaet etot film segodnya.,nedolyublivaet
ru,121,0,kritik ravnodushen k etot film segodnya.,ravnodushen
ru,121,1,kritik simpatiziruet etot film segodnya.,simpatiziruet
ru,121,2,kritik lyubit etot film segodnya.,lyubit
ru,122,-2,hudozhnik nenavidit etot film naedine.,nenavidit
ru,122,-1,hudozhnik nedolyublivaet etot film naedine.,nedolyublivaet
ru,122,0,hudozhnik ravnodushen k etot film naedine.,ravnodushen
ru,122,1,hudozhnik simpatiziruet etot film naedine.,simpatiziruet
ru,122,2,hudozhnik lyubit etot film naedine.,lyubit
