model,base_id,class,source,target,delta_norm
distilroberta-base,88,question,The farmer designed the system.,Did the farmer design the system?,1.5852211713790894
distilroberta-base,88,past_to_future,The farmer designed the system.,The farmer will design the system.,1.1307451725006104
distilroberta-base,88,certainty_to_uncertainty,The farmer designed the system.,The farmer may have designed the system.,1.4319729804992676
distilroberta-base,88,active_to_passive,The farmer designed the system.,The system was designed by the farmer.,1.4695918560028076
distilroberta-base,88,formalization,The farmer designed the system.,It is true that the farmer designed the system.,2.0399999618530273
distilroberta-base,89,negation,The programmer found a beautiful painting.,The programmer did not find a beautiful painting.,1.313510775566101
distilroberta-base,89,question,The programmer found a beautiful painting.,Did the programmer find a beautiful painting?,1.5641870498657227
distilroberta-base,89,past_to_future,The programmer found a beautiful painting.,The programmer will find a beautiful painting.,1.1419477462768555
distilroberta-base,89,certainty_to_uncertainty,The programmer found a beautiful painting.,The programmer may have found a beautiful painting.,1.371720552444458
distilroberta-base,89,active_to_passive,The programmer found a beautiful painting.,A beautiful painting was found by the programmer.,1.115450382232666
distilroberta-base,89,formalization,The programmer found a beautiful painting.,It is true that the programmer found a beautiful painting.,1.7534162998199463
distilroberta-base,90,negation,The farmer reported the decision.,The farmer did not report the decision.,1.4696762561798096
distilroberta-base,90,question,The farmer reported the decision.,Did the farmer report the decision?,1.6844758987426758
distilroberta-base,90,past_to_future,The farmer reported the decision.,The farmer will report the decision.,1.2443617582321167
distilroberta-base,90,certainty_to_uncertainty,The farmer reported the decision.,The farmer may have reported the decision.,1.3639748096466064
distilroberta-base,90,active_to_passive,The farmer reported the decision.,The decision was reported by the farmer.,1.3430228233337402
distilroberta-base,90,formalization,The farmer reported the decision.,It is true that the farmer reported the decision.,1.8263232707977295
distilroberta-base,91,negation,The programmer tested a complex machine.,The programmer did not test a complex machine.,1.1055909395217896
distilroberta-base,91,question,The programmer tested a complex machine.,Did the programmer test a complex machine?,1.5114327669143677
distilroberta-base,91,past_to_future,The programmer tested a complex machine.,The programmer will test a complex machine.,0.9800335764884949
distilroberta-base,91,certainty_to_uncertainty,The programmer tested a complex machine.,The programmer may have tested a complex machine.,1.245766282081604
distilroberta-base,91,active_to_passive,The programmer tested a complex machine.,A complex machine was tested by the programmer.,1.238219976425171
distilroberta-base,91,formalization,The programmer tested a complex machine.,It is true that the programmer tested a complex machine.,1.7266844511032104
distilroberta-base,92,negation,The lawyer approved the patient.,The lawyer did not approve the patient.,1.338919997215271
distilroberta-base,92,question,The lawyer approved the patient.,Did the lawyer approve the patient?,1.6241000890731812
distilroberta-base,92,past_to_future,The lawyer approved the patient.,The lawyer will approve the patient.,1.082379698753357
distilroberta-base,92,certainty_to_uncertainty,The lawyer approved the patient.,The lawyer may have approved the patient.,1.3477195501327515
distilroberta-base,92,active_to_passive,The lawyer approved the patient.,The patient was approved by the lawyer.,1.3451623916625977
distilroberta-base,92,formalization,The lawyer approved the patient.,It is true that the lawyer approved the patient.,1.8858674764633179
distilroberta-base,93,negation,The pilot reported the system.,The pilot did not report the system.,1.5767543315887451
distilroberta-base,93,question,The pilot reported the system.,Did the pilot report the system?,1.767174482345581
distilroberta-base,93,past_to_future,The pilot reported the system.,The pilot will report the system.,1.2888402938842773
distilroberta-base,93,certainty_to_uncertainty,The pilot reported the system.,The pilot may have reported the system.,1.4863340854644775
distilroberta-base,93,active_to_passive,The pilot reported the system.,The system was reported by the pilot.,1.3309600353240967
distilroberta-base,93,formalization,The pilot reported the system.,It is true that the pilot reported the system.,1.9134724140167236
distilroberta-base,94,negation,The farmer improved the system.,The farmer did not improve the system.,1.311011552810669
distilroberta-base,94,question,The farmer improved the system.,Did the farmer improve the system?,1.5878196954727173
distilroberta-base,94,past_to_future,The farmer improved the system.,The farmer will improve the system.,1.0749082565307617
distilroberta-base,94,certainty_to_uncertainty,The farmer improved the system.,The farmer may have improved the system.,1.3361872434616089
distilroberta-base,94,active_to_passive,The farmer improved the system.,The system was improved by the farmer.,1.4396682977676392
distilroberta-base,94,formalization,The farmer improved the system.,It is true that the farmer improved the system.,1.9310446977615356
distilroberta-base,95,negation,The chef analyzed the family.,The chef did not analyze the family.,1.2847939729690552
distilroberta-base,95,question,The chef analyzed the family.,Did the chef analyze the family?,1.5443239212036133
distilroberta-base,95,past_to_future,The chef analyzed the family.,The chef will analyze the family.,0.9645891189575195
distilroberta-base,95,certainty_to_uncertainty,The chef analyzed the family.,The chef may have analyzed the family.,1.3894636631011963
distilroberta-base,95,active_to_passive,The chef analyzed the family.,The family was analyzed by the chef.,1.3409132957458496
distilroberta-base,95,formalization,The chef analyzed the family.,It is true that the chef analyzed the family.,1.9029432535171509
distilroberta-base,96,negation,The doctor examined a sad melody.,The doctor did not examine a sad melody.,1.186387300491333
distilroberta-base,96,question,The doctor examined a sad melody.,Did the doctor examine a sad melody?,1.5218192338943481
distilroberta-base,96,past_to_future,The doctor examined a sad melody.,The doctor will examine a sad melody.,0.9659990668296814
distilroberta-base,96,certainty_to_uncertainty,The doctor examined a sad melody.,The doctor may have examined a sad melody.,1.2359825372695923
distilroberta-base,96,active_to_passive,The doctor examined a sad melody.,A sad melody was examined by the doctor.,1.1688913106918335
distilroberta-base,96,formalization,The doctor examined a sad melody.,It is true that the doctor examined a sad melody.,1.753585934638977
distilroberta-base,97,negation,The artist explained a new principle.,The artist did not explain a new principle.,1.1772091388702393
distilroberta-base,97,question,The artist explained a new principle.,Did the artist explain a new principle?,1.5274049043655396
distilroberta-base,97,past_to_future,The artist explained a new principle.,The artist will explain a new principle.,0.9481385350227356
distilroberta-base,97,certainty_to_uncertainty,The artist explained a new principle.,The artist may have explained a new principle.,1.2600265741348267
distilroberta-base,97,active_to_passive,The artist explained a new principle.,A new principle was explained by the artist.,1.1245641708374023
distilroberta-base,97,formalization,The artist explained a new principle.,It is true that the artist explained a new principle.,1.6984405517578125
distilroberta-base,98,negation,The musician prepared the meal.,The musician did not prepare the meal.,1.361240029335022
distilroberta-base,98,question,The musician prepared the meal.,Did the musician prepare the meal?,1.6188082695007324
distilroberta-base,98,past_to_future,The musician prepared the meal.,The musician will prepare the meal.,1.0256755352020264
distilroberta-base,98,certainty_to_uncertainty,The musician prepared the meal.,The musician may have prepared the meal.,1.3209208250045776
distilroberta-base,98,active_to_passive,The musician prepared the meal.,The meal was prepared by the musician.,1.506123661994934
distilroberta-base,98,formalization,The musician prepared the meal.,It is true that the musician prepared the meal.,1.9712375402450562
distilroberta-base,99,negation,The farmer designed the event.,The farmer did not design the event.,1.4976705312728882
distilroberta-base,99,question,The farmer designed the event.,Did the farmer design the event?,1.6525934934616089
distilroberta-base,99,past_to_future,The farmer designed the event.,The farmer will design the event.,1.064695954322815
distilroberta-base,99,certainty_to_uncertainty,The farmer designed the event.,The farmer may have designed the event.,1.5420496463775635
distilroberta-base,99,active_to_passive,The farmer designed the event.,The event was designed by the farmer.,1.4988329410552979
distilroberta-base,99,formalization,The farmer designed the event.,It is true that the farmer designed the event.,2.038721799850464
distilroberta-base,100,negation,The child grew the garden.,The child did not grow the garden.,1.2870122194290161
distilroberta-base,100,question,The child grew the garden.,Did the child grow the garden?,1.5535930395126343
distilroberta-base,100,past_to_future,The child grew the garden.,The child will grow the garden.,1.0788747072219849
distilroberta-base,100,certainty_to_uncertainty,The child grew the garden.,The child may have grew the garden.,1.2866960763931274
distilroberta-base,100,active_to_passive,The child grew the garden.,The garden was grew by the child.,1.3045971393585205
distilroberta-base,100,formalization,The child grew the garden.,It is true that the child grew the garden.,1.9843274354934692
distilroberta-base,101,negation,The researcher prepared the client.,The researcher did not prepare the client.,1.3881711959838867
distilroberta-base,101,question,The researcher prepared the client.,Did the researcher prepare the client?,1.6902693510055542
distilroberta-base,101,past_to_future,The researcher prepared the client.,The researcher will prepare the client.,1.177237629890442
distilroberta-base,101,certainty_to_uncertainty,The researcher prepared the client.,The researcher may have prepared the client.,1.3787288665771484
distilroberta-base,101,active_to_passive,The researcher prepared the client.,The client was prepared by the researcher.,1.2342842817306519
distilroberta-base,101,formalization,The researcher prepared the client.,It is true that the researcher prepared the client.,1.9723422527313232
distilroberta-base,102,negation,The designer grew the question.,The designer did not grow the question.,1.4656867980957031
distilroberta-base,102,question,The designer grew the question.,Did the designer grow the question?,1.7509328126907349
distilroberta-base,102,past_to_future,The designer grew the question.,The designer will grow the question.,1.0060365200042725
distilroberta-base,102,certainty_to_uncertainty,The designer grew the question.,The designer may have grew the question.,1.5006752014160156
distilroberta-base,102,active_to_passive,The designer grew the question.,The question was grew by the designer.,1.4021624326705933
distilroberta-base,102,formalization,The designer grew the question.,It is true that the designer grew the question.,2.118086814880371
distilroberta-base,103,negation,The journalist discovered the problem.,The journalist did not discover the problem.,1.3027710914611816
distilroberta-base,103,question,The journalist discovered the problem.,Did the journalist discover the problem?,1.6257951259613037
distilroberta-base,103,past_to_future,The journalist discovered the problem.,The journalist will discover the problem.,1.3147945404052734
distilroberta-base,103,certainty_to_uncertainty,The journalist discovered the problem.,The journalist may have discovered the problem.,1.325641393661499
distilroberta-base,103,active_to_passive,The journalist discovered the problem.,The problem was discovered by the journalist.,1.4761090278625488
distilroberta-base,103,formalization,The journalist discovered the problem.,It is true that the journalist discovered the problem.,1.836998701095581
distilroberta-base,104,negation,The researcher reported a new principle.,The researcher did not report a new principle.,1.2998321056365967
distilroberta-base,104,question,The researcher reported a new principle.,Did the researcher report a new principle?,1.6476386785507202
distilroberta-base,104,past_to_future,The researcher reported a new principle.,The researcher will report a new principle.,1.0548245906829834
distilroberta-base,104,certainty_to_uncertainty,The researcher reported a new principle.,The researcher may have reported a new principle.,1.284162163734436
distilroberta-base,104,active_to_passive,The researcher reported a new principle.,A new principle was reported by the researcher.,1.1817110776901245
distilroberta-base,104,formalization,The researcher reported a new principle.,It is true that the researcher reported a new principle.,1.604164481163025
distilroberta-base,105,negation,The student found the data.,The student did not find the data.,1.363482117652893
distilroberta-base,105,question,The student found the data.,Did the student find the data?,1.6868401765823364
distilroberta-base,105,past_to_future,The student found the data.,The student will find the data.,1.1903879642486572
distilroberta-base,105,certainty_to_uncertainty,The student found the data.,The student may have found the data.,1.3371962308883667
distilroberta-base,105,active_to_passive,The student found the data.,The data was found by the student.,1.4330406188964844
distilroberta-base,105,formalization,The student found the data.,It is true that the student found the data.,1.8763421773910522
distilroberta-base,106,negation,The scientist wrote the data.,The scientist did not write the data.,1.349976897239685
distilroberta-base,106,question,The scientist wrote the data.,Did the scientist write the data?,1.674276351928711
distilroberta-base,106,past_to_future,The scientist wrote the data.,The scientist will write the data.,1.073495626449585
distilroberta-base,106,certainty_to_uncertainty,The scientist wrote the data.,The scientist may have wrote the data.,1.4451886415481567
distilroberta-base,106,active_to_passive,The scientist wrote the data.,The data was wrote by the scientist.,1.2805321216583252
distilroberta-base,106,formalization,The scientist wrote the data.,It is true that the scientist wrote the data.,1.9360020160675049
distilroberta-base,107,negation,The researcher explained the event.,The researcher did not explain the event.,1.3623874187469482
distilroberta-base,107,question,The researcher explained the event.,Did the researcher explain the event?,1.6847659349441528
distilroberta-base,107,past_to_future,The researcher explained the event.,The researcher will explain the event.,1.0523045063018799
distilroberta-base,107,certainty_to_uncertainty,The researcher explained the event.,The researcher may have explained the event.,1.516135811805725
distilroberta-base,107,active_to_passive,The researcher explained the event.,The event was explained by the researcher.,1.214684247970581
distilroberta-base,107,formalization,The researcher explained the event.,It is true that the researcher explained the event.,1.8649941682815552
distilroberta-base,108,negation,The programmer explained the client.,The programmer did not explain the client.,1.3121439218521118
distilroberta-base,108,question,The programmer explained the client.,Did the programmer explain the client?,1.605821132659912
distilroberta-base,108,past_to_future,The programmer explained the client.,The programmer will explain the client.,1.104211688041687
distilroberta-base,108,certainty_to_uncertainty,The programmer explained the client.,The programmer may have explained the client.,1.3807384967803955
distilroberta-base,108,active_to_passive,The programmer explained the client.,The client was explained by the programmer.,1.1528860330581665
distilroberta-base,108,formalization,The programmer explained the client.,It is true that the programmer explained the client.,1.8942769765853882
distilroberta-base,109,negation,The scientist reported a complex machine.,The scientist did not report a complex machine.,1.1840258836746216
distilroberta-base,109,question,The scientist reported a complex machine.,Did the scientist report a complex machine?,1.486986756324768
distilroberta-base,109,past_to_future,The scientist reported a complex machine.,The scientist will report a complex machine.,1.0603561401367188
distilroberta-base,109,certainty_to_uncertainty,The scientist reported a complex machine.,The scientist may have reported a complex machine.,1.2063575983047485
distilroberta-base,109,active_to_passive,The scientist reported a complex machine.,A complex machine was reported by the scientist.,1.2002078294754028
distilroberta-base,109,formalization,The scientist reported a complex machine.,It is true that the scientist reported a complex machine.,1.7674278020858765
distilroberta-base,110,negation,The researcher reported the garden.,The researcher did not report the garden.,1.4777625799179077
distilroberta-base,110,question,The researcher reported the garden.,Did the researcher report the garden?,1.717925786972046
distilroberta-base,110,past_to_future,The researcher reported the garden.,The researcher will report the garden.,1.2114336490631104
distilroberta-base,110,certainty_to_uncertainty,The researcher reported the garden.,The researcher may have reported the garden.,1.3819332122802734
distilroberta-base,110,active_to_passive,The researcher reported the garden.,The garden was reported by the researcher.,1.3231141567230225
distilroberta-base,110,formalization,The researcher reported the garden.,It is true that the researcher reported the garden.,1.9162285327911377
distilroberta-base,111,negation,The student discovered the decision.,The student did not discover the decision.,1.3154536485671997
distilroberta-base,111,question,The student discovered the decision.,Did the student discover the decision?,1.6248711347579956
distilroberta-base,111,past_to_future,The student discovered the decision.,The student will discover the decision.,1.332160472869873
distilroberta-base,111,certainty_to_uncertainty,The student discovered the decision.,The student may have discovered the decision.,1.305530309677124
distilroberta-base,111,active_to_passive,The student discovered the decision.,The decision was discovered by the student.,1.4094241857528687
distilroberta-base,111,formalization,The student discovered the decision.,It is true that the student discovered the decision.,1.8564611673355103
distilroberta-base,112,negation,The musician explained the data.,The musician did not explain the data.,1.4155917167663574
distilroberta-base,112,question,The musician explained the data.,Did the musician explain the data?,1.6491115093231201
distilroberta-base,112,past_to_future,The musician explained the data.,The musician will explain the data.,1.0454462766647339
distilroberta-base,112,certainty_to_uncertainty,The musician explained the data.,The musician may have explained the data.,1.4622403383255005
distilroberta-base,112,active_to_passive,The musician explained the data.,The data was explained by the musician.,1.3223538398742676
distilroberta-base,112,formalization,The musician explained the data.,It is true that the musician explained the data.,1.9290072917938232
distilroberta-base,113,negation,The scientist reported the garden.,The scientist did not report the garden.,1.4829343557357788
distilroberta-base,113,question,The scientist reported the garden.,Did the scientist report the garden?,1.729054570198059
distilroberta-base,113,past_to_future,The scientist reported the garden.,The scientist will report the garden.,1.239051103591919
distilroberta-base,113,certainty_to_uncertainty,The scientist reported the garden.,The scientist may have reported the garden.,1.3304569721221924
distilroberta-base,113,active_to_passive,The scientist reported the garden.,The garden was reported by the scientist.,1.3536975383758545
distilroberta-base,113,formalization,The scientist reported the garden.,It is true that the scientist reported the garden.,1.9734437465667725
distilroberta-base,114,negation,The child tested the system.,The child did not test the system.,1.366790533065796
distilroberta-base,114,question,The child tested the system.,Did the child test the system?,1.6434967517852783
distilroberta-base,114,past_to_future,The child tested the system.,The child will test the system.,1.057273507118225
distilroberta-base,114,certainty_to_uncertainty,The child tested the system.,The child may have tested the system.,1.3419235944747925
distilroberta-base,114,active_to_passive,The child tested the system.,The system was tested by the child.,1.5163373947143555
distilroberta-base,114,formalization,The child tested the system.,It is true that the child tested the system.,1.901393175125122
distilroberta-base,115,negation,The musician analyzed the interface.,The musician did not analyze the interface.,1.2694741487503052
distilroberta-base,115,question,The musician analyzed the interface.,Did the musician analyze the interface?,1.558323860168457
distilroberta-base,115,past_to_future,The musician analyzed the interface.,The musician will analyze the interface.,1.0439668893814087
distilroberta-base,115,certainty_to_uncertainty,The musician analyzed the interface.,The musician may have analyzed the interface.,1.35897958278656
distilroberta-base,115,active_to_passive,The musician analyzed the interface.,The interface was analyzed by the musician.,1.5386316776275635
distilroberta-base,115,formalization,The musician analyzed the interface.,It is true that the musician analyzed the interface.,1.9412803649902344
distilroberta-base,116,negation,The musician created a beautiful painting.,The musician did not create a beautiful painting.,1.3565517663955688
distilroberta-base,116,question,The musician created a beautiful painting.,Did the musician create a beautiful painting?,1.53766667842865
distilroberta-base,116,past_to_future,The musician created a beautiful painting.,The musician will create a beautiful painting.,1.0269218683242798
distilroberta-base,116,certainty_to_uncertainty,The musician created a beautiful painting.,The musician may have created a beautiful painting.,1.292784571647644
distilroberta-base,116,active_to_passive,The musician created a beautiful painting.,A beautiful painting was created by the musician.,1.1882814168930054
distilroberta-base,116,formalization,The musician created a beautiful painting.,It is true that the musician created a beautiful painting.,1.7913570404052734
distilroberta-base,117,negation,The teacher controlled the garden.,The teacher did not control the garden.,1.2406980991363525
distilroberta-base,117,question,The teacher controlled the garden.,Did the teacher control the garden?,1.5927653312683105
distilroberta-base,117,past_to_future,The teacher controlled the garden.,The teacher will control the garden.,1.0985329151153564
distilroberta-base,117,certainty_to_uncertainty,The teacher controlled the garden.,The teacher may have controlled the garden.,1.29789400100708
distilroberta-base,117,active_to_passive,The teacher controlled the garden.,The garden was controlled by the teacher.,1.4769333600997925
distilroberta-base,117,formalization,The teacher controlled the garden.,It is true that the teacher controlled the garden.,1.9301058053970337
distilroberta-base,118,negation,The pilot solved the problem.,The pilot did not solve the problem.,1.3214282989501953
distilroberta-base,118,question,The pilot solved the problem.,Did the pilot solve the problem?,1.4961949586868286
distilroberta-base,118,past_to_future,The pilot solved the problem.,The pilot will solve the problem.,1.0942721366882324
distilroberta-base,118,certainty_to_uncertainty,The pilot solved the problem.,The pilot may have solved the problem.,1.262280821800232
distilroberta-base,118,active_to_passive,The pilot solved the problem.,The problem was solved by the pilot.,1.4463025331497192
distilroberta-base,118,formalization,The pilot solved the problem.,It is true that the pilot solved the problem.,1.7644295692443848
distilroberta-base,119,negation,The journalist solved the rule.,The journalist did not solve the rule.,1.2458164691925049
distilroberta-base,119,question,The journalist solved the rule.,Did the journalist solve the rule?,1.6029893159866333
distilroberta-base,119,past_to_future,The journalist solved the rule.,The journalist will solve the rule.,1.0981488227844238
distilroberta-base,119,certainty_to_uncertainty,The journalist solved the rule.,The journalist may have solved the rule.,1.3245716094970703
distilroberta-base,119,active_to_passive,The journalist solved the rule.,The rule was solved by the journalist.,1.4756313562393188
distilroberta-base,119,formalization,The journalist solved the rule.,It is true that the journalist solved the rule.,1.9147884845733643
distilroberta-base,120,negation,The scientist played a short story.,The scientist did not play a short story.,1.307672381401062
distilroberta-base,120,question,The scientist played a short story.,Did the scientist play a short story?,1.481711745262146
distilroberta-base,120,past_to_future,The scientist played a short story.,The scientist will play a short story.,1.0346107482910156
distilroberta-base,120,certainty_to_uncertainty,The scientist played a short story.,The scientist may have played a short story.,1.4337106943130493
distilroberta-base,120,active_to_passive,The scientist played a short story.,A short story was played by the scientist.,1.3340294361114502
distilroberta-base,120,formalization,The scientist played a short story.,It is true that the scientist played a short story.,1.809120535850525
distilroberta-base,121,negation,The designer analyzed the problem.,The designer did not analyze the problem.,1.2182259559631348
distilroberta-base,121,question,The designer analyzed the problem.,Did the designer analyze the problem?,1.5903689861297607
distilroberta-base,121,past_to_future,The designer analyzed the problem.,The designer will analyze the problem.,1.0773755311965942
distilroberta-base,121,certainty_to_uncertainty,The designer analyzed the problem.,The designer may have analyzed the problem.,1.377351999282837
distilroberta-base,121,active_to_passive,The designer analyzed the problem.,The problem was analyzed by the designer.,1.4417095184326172
distilroberta-base,121,formalization,The designer analyzed the problem.,It is true that the designer analyzed the problem.,1.914712905883789
distilroberta-base,122,negation,The manager studied the data.,The manager did not study the data.,1.4343152046203613
distilroberta-base,122,question,The manager studied the data.,Did the manager study the data?,1.6482653617858887
distilroberta-base,122,past_to_future,The manager studied the data.,The manager will study the data.,1.1123919486999512
distilroberta-base,122,certainty_to_uncertainty,The manager studied the data.,The manager may have studied the data.,1.3437528610229492
distilroberta-base,122,active_to_passive,The manager studied the data.,The data was studied by the manager.,1.4322748184204102
distilroberta-base,122,formalization,The manager studied the data.,It is true that the manager studied the data.,1.8621622323989868
distilroberta-base,123,negation,The writer wrote a complex machine.,The writer did not write a complex machine.,1.182173728942871
distilroberta-base,123,question,The writer wrote a complex machine.,Did the writer write a complex machine?,1.5722845792770386
distilroberta-base,123,past_to_future,The writer wrote a complex machine.,The writer will write a complex machine.,0.9952945113182068
distilroberta-base,123,certainty_to_uncertainty,The writer wrote a complex machine.,The writer may have wrote a complex machine.,1.3602044582366943
distilroberta-base,123,active_to_passive,The writer wrote a complex machine.,A complex machine was wrote by the writer.,1.1370174884796143
distilroberta-base,123,formalization,The writer wrote a complex machine.,It is true that the writer wrote a complex machine.,1.8911947011947632
distilroberta-base,124,negation,The scientist tested a black cat.,The scientist did not test a black cat.,1.1118930578231812
distilroberta-base,124,question,The scientist tested a black cat.,Did the scientist test a black cat?,1.5471285581588745
distilroberta-base,124,past_to_future,The scientist tested a black cat.,The scientist will test a black cat.,0.9028568267822266
distilroberta-base,124,certainty_to_uncertainty,The scientist tested a black cat.,The scientist may have tested a black cat.,1.1978527307510376
distilroberta-base,124,active_to_passive,The scientist tested a black cat.,A black cat was tested by the scientist.,1.1844595670700073
distilroberta-base,124,formalization,The scientist tested a black cat.,It is true that the scientist tested a black cat.,1.6840251684188843
distilroberta-base,125,negation,The chef defended the question.,The chef did not defend the question.,1.3195923566818237
distilroberta-base,125,question,The chef defended the question.,Did the chef defend the question?,1.673028588294983
distilroberta-base,125,past_to_future,The chef defended the question.,The chef will defend the question.,0.9991613626480103
distilroberta-base,125,certainty_to_uncertainty,The chef defended the question.,The chef may have defended the question.,1.3365105390548706
distilroberta-base,125,active_to_passive,The chef defended the question.,The question was defended by the chef.,1.3298609256744385
distilroberta-base,125,formalization,The chef defended the question.,It is true that the chef defended the question.,1.9466090202331543
distilroberta-base,126,negation,The student helped the data.,The student did not help the data.,1.2831668853759766
distilroberta-base,126,question,The student helped the data.,Did the student help the data?,1.612699270248413
distilroberta-base,126,past_to_future,The student helped the data.,The student will help the data.,0.9714497923851013
distilroberta-base,126,certainty_to_uncertainty,The student helped the data.,The student may have helped the data.,1.3987411260604858
distilroberta-base,126,active_to_passive,The student helped the data.,The data was helped by the student.,1.6555508375167847
distilroberta-base,126,formalization,The student helped the data.,It is true that the student helped the data.,1.9541287422180176
distilroberta-base,127,negation,The teacher solved the meal.,The teacher did not solve the meal.,1.257403016090393
distilroberta-base,127,question,The teacher solved the meal.,Did the teacher solve the meal?,1.5223764181137085
distilroberta-base,127,past_to_future,The teacher solved the meal.,The teacher will solve the meal.,1.1263056993484497
distilroberta-base,127,certainty_to_uncertainty,The teacher solved the meal.,The teacher may have solved the meal.,1.3091639280319214
distilroberta-base,127,active_to_passive,The teacher solved the meal.,The meal was solved by the teacher.,1.4830195903778076
distilroberta-base,127,formalization,The teacher solved the meal.,It is true that the teacher solved the meal.,1.9193967580795288
distilroberta-base,128,negation,The writer solved the rule.,The writer did not solve the rule.,1.2997376918792725
distilroberta-base,128,question,The writer solved the rule.,Did the writer solve the rule?,1.7007741928100586
distilroberta-base,128,past_to_future,The writer solved the rule.,The writer will solve the rule.,1.130312204360962
distilroberta-base,128,certainty_to_uncertainty,The writer solved the rule.,The writer may have solved the rule.,1.3304182291030884
distilroberta-base,128,active_to_passive,The writer solved the rule.,The rule was solved by the writer.,1.4756221771240234
distilroberta-base,128,formalization,The writer solved the rule.,It is true that the writer solved the rule.,2.0859947204589844
distilroberta-base,129,negation,The writer found the data.,The writer did not find the data.,1.4294757843017578
distilroberta-base,129,question,The writer found the data.,Did the writer find the data?,1.7363981008529663
distilroberta-base,129,past_to_future,The writer found the data.,The writer will find the data.,1.1341527700424194
distilroberta-base,129,certainty_to_uncertainty,The writer found the data.,The writer may have found the data.,1.423930287361145
distilroberta-base,129,active_to_passive,The writer found the data.,The data was found by the writer.,1.514512538909912
distilroberta-base,129,formalization,The writer found the data.,It is true that the writer found the data.,1.9451682567596436
distilroberta-base,130,negation,The chef studied a short story.,The chef did not study a short story.,1.3148049116134644
distilroberta-base,130,question,The chef studied a short story.,Did the chef study a short story?,1.5459946393966675
distilroberta-base,130,past_to_future,The chef studied a short story.,The chef will study a short story.,1.071555256843567
distilroberta-base,130,certainty_to_uncertainty,The chef studied a short story.,The chef may have studied a short story.,1.328072190284729
distilroberta-base,130,active_to_passive,The chef studied a short story.,A short story was studied by the chef.,1.3487048149108887
distilroberta-base,130,formalization,The chef studied a short story.,It is true that the chef studied a short story.,1.7061753273010254
distilroberta-base,131,negation,The journalist analyzed the problem.,The journalist did not analyze the problem.,1.2634812593460083
distilroberta-base,131,question,The journalist analyzed the problem.,Did the journalist analyze the problem?,1.6515904664993286
distilroberta-base,131,past_to_future,The journalist analyzed the problem.,The journalist will analyze the problem.,1.0820258855819702
distilroberta-base,131,certainty_to_uncertainty,The journalist analyzed the problem.,The journalist may have analyzed the problem.,1.3673012256622314
distilroberta-base,131,active_to_passive,The journalist analyzed the problem.,The problem was analyzed by the journalist.,1.4440999031066895
distilroberta-base,131,formalization,The journalist analyzed the problem.,It is true that the journalist analyzed the problem.,1.8989923000335693
distilroberta-base,132,negation,The nurse studied the system.,The nurse did not study the system.,1.399176001548767
distilroberta-base,132,question,The nurse studied the system.,Did the nurse study the system?,1.6830179691314697
distilroberta-base,132,past_to_future,The nurse studied the system.,The nurse will study the system.,1.0499390363693237
distilroberta-base,132,certainty_to_uncertainty,The nurse studied the system.,The nurse may have studied the system.,1.4154040813446045
distilroberta-base,132,active_to_passive,The nurse studied the system.,The system was studied by the nurse.,1.5682897567749023
distilroberta-base,132,formalization,The nurse studied the system.,It is true that the nurse studied the system.,1.9731218814849854
distilroberta-base,133,negation,The designer reported the data.,The designer did not report the data.,1.629313588142395
distilroberta-base,133,question,The designer reported the data.,Did the designer report the data?,1.8383257389068604
distilroberta-base,133,past_to_future,The designer reported the data.,The designer will report the data.,1.4027987718582153
distilroberta-base,133,certainty_to_uncertainty,The designer reported the data.,The designer may have reported the data.,1.5124967098236084
distilroberta-base,133,active_to_passive,The designer reported the data.,The data was reported by the designer.,1.3308131694793701
distilroberta-base,133,formalization,The designer reported the data.,It is true that the designer reported the data.,1.980623722076416
distilroberta-base,134,negation,The programmer grew the system.,The programmer did not grow the system.,1.3104724884033203
distilroberta-base,134,question,The programmer grew the system.,Did the programmer grow the system?,1.6609662771224976
distilroberta-base,134,past_to_future,The programmer grew the system.,The programmer will grow the system.,1.0527271032333374
distilroberta-base,134,certainty_to_uncertainty,The programmer grew the system.,The programmer may have grew the system.,1.3922386169433594
distilroberta-base,134,active_to_passive,The programmer grew the system.,The system was grew by the programmer.,1.2451648712158203
distilroberta-base,134,formalization,The programmer grew the system.,It is true that the programmer grew the system.,1.988554835319519
distilroberta-base,135,negation,The artist created a black cat.,The artist did not create a black cat.,1.2522423267364502
distilroberta-base,135,question,The artist created a black cat.,Did the artist create a black cat?,1.5725269317626953
distilroberta-base,135,past_to_future,The artist created a black cat.,The artist will create a black cat.,0.9214274883270264
distilroberta-base,135,certainty_to_uncertainty,The artist created a black cat.,The artist may have created a black cat.,1.3233286142349243
distilroberta-base,135,active_to_passive,The artist created a black cat.,A black cat was created by the artist.,1.190329670906067
distilroberta-base,135,formalization,The artist created a black cat.,It is true that the artist created a black cat.,1.7915034294128418
distilroberta-base,136,negation,The designer helped a black cat.,The designer did not help a black cat.,1.2206246852874756
distilroberta-base,136,question,The designer helped a black cat.,Did the designer help a black cat?,1.5515470504760742
distilroberta-base,136,past_to_future,The designer helped a black cat.,The designer will help a black cat.,0.947114109992981
distilroberta-base,136,certainty_to_uncertainty,The designer helped a black cat.,The designer may have helped a black cat.,1.2832452058792114
distilroberta-base,136,active_to_passive,The designer helped a black cat.,A black cat was helped by the designer.,1.4454909563064575
distilroberta-base,136,formalization,The designer helped a black cat.,It is true that the designer helped a black cat.,1.7665703296661377
