model,early_layer,late_layer,gain,op_a_name,op_a_suffix,op_b_name,op_b_suffix,source_set,source,prompt_style,control,generated,a_marker_hit,b_marker_hit,both_markers_hit,any_marker_hit,content_preserved,a_and_preserved,b_and_preserved,both_and_preserved,generated_chars
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the route changed, Alex updated the map.",same_sentence,b_then_a_layers,"The map was changed.

The map was changed?

The map was changed?

The map was changed?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the route changed, Alex updated the map.",same_sentence,random_sum_late,"The map changed,
The map changed,
The map changed,

The map changed,

The new map,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,repeat_sentence,none,"The signal was detected by the third antenna.
The signal was detected by the fourth antenna.
The signal was detected by the fifth",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,129.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,repeat_sentence,a_only_late,"The signal was detected by the second antenna.

The second antenna was not detected by the second antenna?

The second",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,118.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,repeat_sentence,b_only_late,"The signal was detected by the first antenna.
The signal was detected by the second antenna!
The signal was detected by the first",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,129.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,repeat_sentence,a_plus_b_late,"The signal was detected by the second antenna.

The signal was detected by the second antenna?

The second antenna is",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,117.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,repeat_sentence,a_then_b_layers,"The signal was detected by the second antenna.

The signal was detected by the second antenna?

The signal was detected",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,repeat_sentence,b_then_a_layers,"The signal was detected by the second antenna.

The signal was detected by the second antenna?

The signal was detected",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,repeat_sentence,random_sum_late,"The signal was received by the same day.

The signal was received by the same day.

The signal was not a part",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,copy_sentence,none,"The signal was detected by the third antenna.
Copy:
The signal was detected by the fourth antenna.
Copy:
The",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,copy_sentence,a_only_late,"The signal was detected by the second antenna.
The signal was detected by the second antenna?
The signal was detected by the second",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,131.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,copy_sentence,b_only_late,"The signal was detected by the first antenna.
The signal was detected by the second antenna!
The signal was detected by the first",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,129.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,copy_sentence,a_plus_b_late,"The signal was detected by the second antenna.

The signal was detected by the second antenna?

The signal was detected",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,copy_sentence,a_then_b_layers,"The signal was detected by the second antenna.

The signal was detected by the second antenna?

The signal was detected",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,copy_sentence,b_then_a_layers,"The signal was detected by the second antenna.

The signal was detected by the second antenna?

The signal was detected",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,copy_sentence,random_sum_late,"The signal was detected by the second antenna.

Copy: The signal was detected by the second antenna.

Copy: The signal",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,118.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,same_sentence,none,"The signal was detected by the second antenna.
Same:
The signal was detected by the second antenna.
Same:
The",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,109.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,same_sentence,a_only_late,"The signal was detected by the second antenna.
The signal was detected by the second antenna?
The second antenna?
The second",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,124.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,same_sentence,b_only_late,"The signal was detected by the first antenna.
The signal was detected by the second antenna!
The signal was detected by the first",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,129.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,same_sentence,a_plus_b_late,"The signal was detected by the second antenna.

The signal was detected by the second antenna?

The signal was detected",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,same_sentence,a_then_b_layers,"The signal was detected by the second antenna.

The signal was detected by the second antenna?

The signal was detected",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,same_sentence,b_then_a_layers,"The signal was detected by the second antenna.

The signal was detected by the second antenna?

The signal was detected",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The signal was detected by the second antenna.,same_sentence,random_sum_late,"The signal was detected by the second antenna.
The signal was detected by the second antenna.
The signal was detected by the second antenna",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,139.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",repeat_sentence,none,"The image became sharp.
The image became sharp.
The image became sharp.
The image became sharp.
The image became",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",repeat_sentence,a_only_late,"The image was sharp.
The image was sharp?
The image was sharp?
The image was sharp?
The image was",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",repeat_sentence,b_only_late,"When the camera focused, the image became sharp.
The image was sharp.
The image was sharp!
The image was sharp",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,110.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",repeat_sentence,a_plus_b_late,"The camera was not able to see the image of the image of the camera?

The camera is not able to see the",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,103.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",repeat_sentence,a_then_b_layers,"The image was sharp.

The image was sharp?

The image was sharp?

The image was sharp?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",repeat_sentence,b_then_a_layers,"The image was sharp.

The image was sharp?

The image was sharp?

The image was sharp?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",repeat_sentence,random_sum_late,"The image was a part of the world's atmosphere.

The world's atmosphere.

The world's atmosphere.

The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",copy_sentence,none,"The image was sharp.
Copy:
The image was sharp.
Copy:
The image was sharp.
Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",copy_sentence,a_only_late,"The camera was still sharp.
The camera was still sharp?
The camera was still sharp?
The camera was still sharp?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",copy_sentence,b_only_late,"When the camera focused, the image became sharp.
The image was sharp.
The image was sharp!
The image was sharp",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,110.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",copy_sentence,a_plus_b_late,"The camera was not able to see the image of the image of the camera?

The camera is not able to see the",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,103.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",copy_sentence,a_then_b_layers,"When the camera was on the camera!

The camera was on the camera?

The camera is on the camera?",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,95.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",copy_sentence,b_then_a_layers,"The camera was not the camera.

The camera was the camera?

The camera is the camera?

The",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",copy_sentence,random_sum_late,"Copy:

Copy:

Copy:

Copy:

Copy:

Copy:

Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",same_sentence,none,"When the camera focused, the image became sharp.
Same: When the camera focused, the image became sharp.
Same: When the",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,118.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",same_sentence,a_only_late,"When the camera focused, the image became sharp.
The same thing happened when the camera focused on the same subject.
The same",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,126.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",same_sentence,b_only_late,"When the camera focused, the image became sharp.
When the camera focused, the image became sharp!
When the camera focused,",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",same_sentence,a_plus_b_late,"When the camera was on the same thing?

The camera was on the same thing?

The camera was on the same",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,101.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",same_sentence,a_then_b_layers,"When the camera focused,

The camera was not the camera!

The camera was the camera?

The camera",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,96.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",same_sentence,b_then_a_layers,"When the camera was on the camera?

The camera was on the camera?

The camera was on the camera?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the camera focused, the image became sharp.",same_sentence,random_sum_late,"When the camera focused, the image became sharp.
The image was a part of the world.
The world was a part of the",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,111.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,repeat_sentence,none,"The library stored 300 boxes in the basement.
The library stored 300 boxes in the basement.
The library stored 300 boxes in the",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,127.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,repeat_sentence,a_only_late,"The library stored 300 boxes in the basement.
The library stored 300 boxes in the basement?
The library stored 300 boxes in the",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,127.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,repeat_sentence,b_only_late,"The library stored 300 boxes in the basement.
The library stored 300 boxes in the basement!
The library stored 300 boxes in the",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,127.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,repeat_sentence,a_plus_b_late,"The library stored 300 boxes in the basement!

The library is a library that is a library that is a library that is",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,115.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,repeat_sentence,a_then_b_layers,"The library was a library.

The library was a library?

The library is a library?

The library",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,repeat_sentence,b_then_a_layers,"The library stored 300 boxes in the basement.

The library stored 300 boxes in the basement?

The library stored 300",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,116.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,repeat_sentence,random_sum_late,"The word was used in a previous sentence.
The word was used in a previous sentence.
The word was used in a previous sentence",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,copy_sentence,none,"The library stored 300 boxes in the basement.
The library stored 300 boxes in the basement.
The library stored 300 boxes in the",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,127.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,copy_sentence,a_only_late,"The library stored 300 boxes in the basement.
The library stored 300 boxes in the basement?
The library stored 300 boxes in the",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,127.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,copy_sentence,b_only_late,"The library stored 300 boxes in the basement.
The library stored 300 boxes in the basement!
The library stored 300 boxes in the",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,127.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,copy_sentence,a_plus_b_late,"The library stored 300 boxes in the basement?

The library is a library that is a library that is a library that is",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,115.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,copy_sentence,a_then_b_layers,"The library was a library.

The library is a library!

The library is a library?

The library",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,93.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,copy_sentence,b_then_a_layers,"The library stored 300 boxes in the basement?

The library stored 300 boxes in the basement?

The library stored 300",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,116.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,copy_sentence,random_sum_late,"The library stored in the basement.

The library stored in the basement.

The library stored in the basement.

The",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,114.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,same_sentence,none,"The library stored 300 boxes in the basement.
Same:
The library stored 300 boxes in the basement.
Same:
The",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,107.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,same_sentence,a_only_late,"The library stored 300 boxes in the basement.
The library stored 300 boxes in the basement?
The library stored 300 boxes in the",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,127.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,same_sentence,b_only_late,"The library stored 300 boxes in the basement.
The library stored 300 boxes in the basement!
The library stored 300 boxes in the",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,127.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,same_sentence,a_plus_b_late,"The library stored 300 boxes in the basement?

The library is a library that is a library that is a library that is a",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,117.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,same_sentence,a_then_b_layers,"The library stored 300 boxes in the basement?

The library stored 300 boxes in the basement?

The library stored 300 boxes",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,same_sentence,b_then_a_layers,"The library stored 300 boxes in the basement?

The library stored 300 boxes in the basement?

The library stored 300 boxes",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The library stored 300 boxes in the basement.,same_sentence,random_sum_late,"The library stored 300 boxes in the basement.
The library stored: The library stored:
The library stored:
The library stored:",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,125.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",repeat_sentence,none,"""I'm not going to do that.""
Sofia: ""I'm not going to do that.""
Sofia:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",repeat_sentence,a_only_late,"""I'm not sure if I can hear the piano. I'm not sure if I can hear the piano?""
""I'm",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",repeat_sentence,b_only_late,"After the rehearsal ended, Sofia tuned the piano.
After the rehearsal ended, Sofia tuned the piano!
After the rehearsal",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",repeat_sentence,a_plus_b_late,"The piano was a little too loud.

The piano was a little too loud?

The piano was a little too",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",repeat_sentence,a_then_b_layers,"The piano was a little too loud.

The piano was a little too loud?

The piano is a little too",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",repeat_sentence,b_then_a_layers,"The piano was a little too loud.

The piano was a little too loud?

The piano was a little too",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",repeat_sentence,random_sum_late,"""I'm not a part of the world""
""I'm a part of the world""
""I'm a part of the",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",copy_sentence,none,"""I'm sorry, I'm sorry.""
Copy: ""I'm sorry, I'm sorry.""
Copy: ""I'm sorry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",copy_sentence,a_only_late,"The piano was a little different.
The piano was a little different?
The piano was a little different?
The piano was",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,115.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",copy_sentence,b_only_late,"The piano was playing a little too loud.
The piano was playing a little too loud!
The piano was playing a little too",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,116.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",copy_sentence,a_plus_b_late,"The piano was a little too.

The piano was a little too?

The piano was a little too?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",copy_sentence,a_then_b_layers,"The piano was a little too loud.

The piano was a little too loud?

The piano is a little too",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",copy_sentence,b_then_a_layers,"The piano was a little too loud.

The piano was a little too loud?

The piano was a little too",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",copy_sentence,random_sum_late,"The following is a copy of the following.
The following is a copy of the
The following is a copy of the
The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",same_sentence,none,"After the rehearsal ended, Sofia tuned the piano.
Same:
After the rehearsal ended, Sofia tuned the piano.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,105.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",same_sentence,a_only_late,"After the rehearsal ended, Sofia tuned the piano.
After the rehearsal ended, Sofia tuned the piano?
After the rehearsal",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",same_sentence,b_only_late,"After the rehearsal ended, Sofia tuned the piano.
After the rehearsal ended, Sofia tuned the piano!
After the rehearsal",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",same_sentence,a_plus_b_late,"She was so excited about the piano!

She was so excited about the piano!

She was so excited about the piano",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",same_sentence,a_then_b_layers,"The piano was a little too loud.

I'm not sure.

I'm not sure?

I'm",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",same_sentence,b_then_a_layers,"She was so excited about the piano!

She was so excited about the piano?

She was so excited about the piano",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,108.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the rehearsal ended, Sofia tuned the piano.",same_sentence,random_sum_late,"After the rehearsal ended, Sofia tuned the piano.
Sofia's Restaurant
Sofia's Restaurant

Sof",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,repeat_sentence,none,"The database was migrated during the night.
The database was migrated during the night.
The database was migrated during the night.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,131.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,repeat_sentence,a_only_late,"The database was migrated during the day.

The database was migrated during the day?

The answer is yes.",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,104.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,repeat_sentence,b_only_late,"The database was migrated during the night.
The database was migrated during the night!
The database was migrated during the night!",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,131.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,repeat_sentence,a_plus_b_late,"The database was not migrated during the time period?

The database was not migrated during the time period?

The database",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,repeat_sentence,a_then_b_layers,"The database was migrated during the time period.

The database was migrated during the time period?

The database was migrated",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,127.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,repeat_sentence,b_then_a_layers,"The database was migrated during the time period.

The database was migrated during the time period?

The answer is a",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,117.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,repeat_sentence,random_sum_late,"The phrase has no conjugation (form of phrase, from the past)

The phrase has no conjugation (",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,copy_sentence,none,"The database was migrated during the night.
The database was migrated during the night.
The database was migrated during the night.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,131.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,copy_sentence,a_only_late,"The database was migrated during the day.

The database was migrated during the day?

The answer is yes.",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,104.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,copy_sentence,b_only_late,"The database was migrated during the night.
The database was migrated during the night!
The database was migrated during the night!",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,131.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,copy_sentence,a_plus_b_late,"The database was not a database?

The database is not a database?

The database is not a database?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,copy_sentence,a_then_b_layers,"The database was migrated during the time period.

The database was migrated during the time period?

The database was migrated",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,127.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The database was migrated during the night.,copy_sentence,b_then_a_layers,"The database was not migrated during the time period.

The database was not migrated during the time period?

The database",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,122.0
