language,template_id,kind,label,source,op_a,op_b,op_c,ab_text,ba_text,abc_text,bca_text,cab_text,acb_text,cba_text,bac_text
de,71,pair,MT_vs_TM,Der Manager reparierte den Fehler am Morgen.,M,T,,Der Manager berichten zufolge versucht zu reparieren den Fehler am Morgen.,Der Manager versucht zu reparieren berichten zufolge den Fehler am Morgen.,,,,,,
de,71,triple,NQM,Der Manager reparierte den Fehler am Morgen.,N,Q,M,,,"Ist es berichten zufolge wahr, dass der Manager weigerte sich zu reparieren den Fehler am Morgen?","Ist es falsch, dass der Manager reparierte berichten zufolge den Fehler am Morgen?",Schaffte es der Manager nicht zu reparieren den Fehler am Morgen?,Schaffte es der Manager nicht zu reparieren den Fehler am Morgen?,"Ist es falsch, dass der Manager berichten zufolge reparierte den Fehler am Morgen?","Ist es falsch, dass der Manager reparierte berichten zufolge den Fehler am Morgen?"
de,71,triple,NQT,Der Manager reparierte den Fehler am Morgen.,N,Q,T,,,"Wird es wahr sein, dass der Manager weigerte sich zu reparieren den Fehler am Morgen?","Ist es falsch, dass der Manager versucht zu reparieren den Fehler am Morgen?",Wird der Manager weigerte sich zu reparieren den Fehler am Morgen?,Wird der Manager weigerte sich zu reparieren den Fehler am Morgen?,"Ist es falsch, dass der Manager versucht zu reparieren den Fehler am Morgen?","Ist es falsch, dass der Manager versucht zu reparieren den Fehler am Morgen?"
de,71,triple,NMT,Der Manager reparierte den Fehler am Morgen.,N,M,T,,,Der Manager schaffte es nicht zu versucht zu reparieren berichten zufolge den Fehler am Morgen.,Der Manager berichten zufolge weigerte sich zu reparieren den Fehler am Morgen.,Der Manager weigerte sich zu reparieren berichten zufolge den Fehler am Morgen.,Der Manager schaffte es nicht zu versucht zu reparieren berichten zufolge den Fehler am Morgen.,Der Manager weigerte sich zu reparieren berichten zufolge den Fehler am Morgen.,Der Manager berichten zufolge schaffte es nicht zu versucht zu reparieren den Fehler am Morgen.
de,71,triple,QMT,Der Manager reparierte den Fehler am Morgen.,Q,M,T,,,"Ist es berichten zufolge wahr, dass der Manager versucht zu reparieren den Fehler am Morgen?",Wird der Manager berichten zufolge reparierte den Fehler am Morgen?,"Ist es berichten zufolge wahr, dass der Manager versucht zu reparieren den Fehler am Morgen?","Ist es berichten zufolge wahr, dass der Manager versucht zu reparieren den Fehler am Morgen?",Wird der Manager berichten zufolge reparierte den Fehler am Morgen?,"Wird es wahr sein, dass der Manager berichten zufolge reparierte den Fehler am Morgen?"
de,72,pair,NQ_vs_QN,Der Ingenieur beendete die Reparatur am Morgen.,N,Q,,Schaffte es der Ingenieur nicht zu beenden die Reparatur am Morgen?,"Ist es falsch, dass der Ingenieur beendete die Reparatur am Morgen?",,,,,,
de,72,pair,NM_vs_MN,Der Ingenieur beendete die Reparatur am Morgen.,N,M,,Der Ingenieur konnte nicht beenden berichten zufolge die Reparatur am Morgen.,Der Ingenieur berichten zufolge konnte nicht beenden die Reparatur am Morgen.,,,,,,
de,72,pair,NT_vs_TN,Der Ingenieur beendete die Reparatur am Morgen.,N,T,,Der Ingenieur schaffte es nicht zu versucht zu beenden die Reparatur am Morgen.,Der Ingenieur weigerte sich zu beenden die Reparatur am Morgen.,,,,,,
de,72,pair,QM_vs_MQ,Der Ingenieur beendete die Reparatur am Morgen.,Q,M,,"Ist es berichten zufolge wahr, dass der Ingenieur beendete die Reparatur am Morgen?",Hat der Ingenieur berichten zufolge beenden die Reparatur am Morgen?,,,,,,
de,72,pair,QT_vs_TQ,Der Ingenieur beendete die Reparatur am Morgen.,Q,T,,"Wird es wahr sein, dass der Ingenieur beendete die Reparatur am Morgen?",Wird der Ingenieur beendete die Reparatur am Morgen?,,,,,,
de,72,pair,MT_vs_TM,Der Ingenieur beendete die Reparatur am Morgen.,M,T,,Der Ingenieur berichten zufolge versucht zu beenden die Reparatur am Morgen.,Der Ingenieur versucht zu beenden berichten zufolge die Reparatur am Morgen.,,,,,,
de,72,triple,NQM,Der Ingenieur beendete die Reparatur am Morgen.,N,Q,M,,,"Ist es berichten zufolge wahr, dass der Ingenieur konnte nicht beenden die Reparatur am Morgen?","Ist es falsch, dass der Ingenieur beendete berichten zufolge die Reparatur am Morgen?",Schaffte es der Ingenieur nicht zu beenden die Reparatur am Morgen?,Schaffte es der Ingenieur nicht zu beenden die Reparatur am Morgen?,"Ist es falsch, dass der Ingenieur berichten zufolge beendete die Reparatur am Morgen?","Ist es falsch, dass der Ingenieur beendete berichten zufolge die Reparatur am Morgen?"
de,72,triple,NQT,Der Ingenieur beendete die Reparatur am Morgen.,N,Q,T,,,"Wird es wahr sein, dass der Ingenieur konnte nicht beenden die Reparatur am Morgen?","Ist es falsch, dass der Ingenieur versucht zu beenden die Reparatur am Morgen?",Wird der Ingenieur konnte nicht beenden die Reparatur am Morgen?,Wird der Ingenieur konnte nicht beenden die Reparatur am Morgen?,"Ist es falsch, dass der Ingenieur versucht zu beenden die Reparatur am Morgen?","Ist es falsch, dass der Ingenieur versucht zu beenden die Reparatur am Morgen?"
de,72,triple,NMT,Der Ingenieur beendete die Reparatur am Morgen.,N,M,T,,,Der Ingenieur schaffte es nicht zu versucht zu beenden berichten zufolge die Reparatur am Morgen.,Der Ingenieur berichten zufolge weigerte sich zu beenden die Reparatur am Morgen.,Der Ingenieur weigerte sich zu beenden berichten zufolge die Reparatur am Morgen.,Der Ingenieur schaffte es nicht zu versucht zu beenden berichten zufolge die Reparatur am Morgen.,Der Ingenieur weigerte sich zu beenden berichten zufolge die Reparatur am Morgen.,Der Ingenieur berichten zufolge schaffte es nicht zu versucht zu beenden die Reparatur am Morgen.
de,72,triple,QMT,Der Ingenieur beendete die Reparatur am Morgen.,Q,M,T,,,"Ist es berichten zufolge wahr, dass der Ingenieur versucht zu beenden die Reparatur am Morgen?",Wird der Ingenieur berichten zufolge beendete die Reparatur am Morgen?,"Ist es berichten zufolge wahr, dass der Ingenieur versucht zu beenden die Reparatur am Morgen?","Ist es berichten zufolge wahr, dass der Ingenieur versucht zu beenden die Reparatur am Morgen?",Wird der Ingenieur berichten zufolge beendete die Reparatur am Morgen?,"Wird es wahr sein, dass der Ingenieur berichten zufolge beendete die Reparatur am Morgen?"
de,73,pair,NQ_vs_QN,Der Analyst genehmigte die Behandlung waehrend der Besprechung.,N,Q,,Schaffte es der Analyst nicht zu genehmigen die Behandlung waehrend der Besprechung?,"Ist es falsch, dass der Analyst genehmigte die Behandlung waehrend der Besprechung?",,,,,,
de,73,pair,NM_vs_MN,Der Analyst genehmigte die Behandlung waehrend der Besprechung.,N,M,,Der Analyst schaffte es nicht zu genehmigen berichten zufolge die Behandlung waehrend der Besprechung.,Der Analyst berichten zufolge schaffte es nicht zu genehmigen die Behandlung waehrend der Besprechung.,,,,,,
de,73,pair,NT_vs_TN,Der Analyst genehmigte die Behandlung waehrend der Besprechung.,N,T,,Der Analyst schaffte es nicht zu wird genehmigen die Behandlung waehrend der Besprechung.,Der Analyst weigerte sich zu genehmigen die Behandlung waehrend der Besprechung.,,,,,,
de,73,pair,QM_vs_MQ,Der Analyst genehmigte die Behandlung waehrend der Besprechung.,Q,M,,"Ist es berichten zufolge wahr, dass der Analyst genehmigte die Behandlung waehrend der Besprechung?",Hat der Analyst berichten zufolge genehmigen die Behandlung waehrend der Besprechung?,,,,,,
de,73,pair,QT_vs_TQ,Der Analyst genehmigte die Behandlung waehrend der Besprechung.,Q,T,,"Wird es wahr sein, dass der Analyst genehmigte die Behandlung waehrend der Besprechung?",Wird der Analyst genehmigte die Behandlung waehrend der Besprechung?,,,,,,
de,73,pair,MT_vs_TM,Der Analyst genehmigte die Behandlung waehrend der Besprechung.,M,T,,Der Analyst berichten zufolge wird genehmigen die Behandlung waehrend der Besprechung.,Der Analyst wird genehmigen berichten zufolge die Behandlung waehrend der Besprechung.,,,,,,
de,73,triple,NQM,Der Analyst genehmigte die Behandlung waehrend der Besprechung.,N,Q,M,,,"Ist es berichten zufolge wahr, dass der Analyst schaffte es nicht zu genehmigen die Behandlung waehrend der Besprechung?","Ist es falsch, dass der Analyst genehmigte berichten zufolge die Behandlung waehrend der Besprechung?",Schaffte es der Analyst nicht zu genehmigen die Behandlung waehrend der Besprechung?,Schaffte es der Analyst nicht zu genehmigen die Behandlung waehrend der Besprechung?,"Ist es falsch, dass der Analyst berichten zufolge genehmigte die Behandlung waehrend der Besprechung?","Ist es falsch, dass der Analyst genehmigte berichten zufolge die Behandlung waehrend der Besprechung?"
de,73,triple,NQT,Der Analyst genehmigte die Behandlung waehrend der Besprechung.,N,Q,T,,,"Wird es wahr sein, dass der Analyst schaffte es nicht zu genehmigen die Behandlung waehrend der Besprechung?","Ist es falsch, dass der Analyst wird genehmigen die Behandlung waehrend der Besprechung?",Wird der Analyst schaffte es nicht zu genehmigen die Behandlung waehrend der Besprechung?,Wird der Analyst schaffte es nicht zu genehmigen die Behandlung waehrend der Besprechung?,"Ist es falsch, dass der Analyst wird genehmigen die Behandlung waehrend der Besprechung?","Ist es falsch, dass der Analyst wird genehmigen die Behandlung waehrend der Besprechung?"
de,73,triple,NMT,Der Analyst genehmigte die Behandlung waehrend der Besprechung.,N,M,T,,,Der Analyst schaffte es nicht zu wird genehmigen berichten zufolge die Behandlung waehrend der Besprechung.,Der Analyst berichten zufolge weigerte sich zu genehmigen die Behandlung waehrend der Besprechung.,Der Analyst weigerte sich zu genehmigen berichten zufolge die Behandlung waehrend der Besprechung.,Der Analyst schaffte es nicht zu wird genehmigen berichten zufolge die Behandlung waehrend der Besprechung.,Der Analyst weigerte sich zu genehmigen berichten zufolge die Behandlung waehrend der Besprechung.,Der Analyst berichten zufolge schaffte es nicht zu wird genehmigen die Behandlung waehrend der Besprechung.
de,73,triple,QMT,Der Analyst genehmigte die Behandlung waehrend der Besprechung.,Q,M,T,,,"Ist es berichten zufolge wahr, dass der Analyst wird genehmigen die Behandlung waehrend der Besprechung?",Wird der Analyst berichten zufolge genehmigte die Behandlung waehrend der Besprechung?,"Ist es berichten zufolge wahr, dass der Analyst wird genehmigen die Behandlung waehrend der Besprechung?","Ist es berichten zufolge wahr, dass der Analyst wird genehmigen die Behandlung waehrend der Besprechung?",Wird der Analyst berichten zufolge genehmigte die Behandlung waehrend der Besprechung?,"Wird es wahr sein, dass der Analyst berichten zufolge genehmigte die Behandlung waehrend der Besprechung?"
de,74,pair,NQ_vs_QN,Der Wissenschaftler beendete die Reparatur waehrend der Besprechung.,N,Q,,Schaffte es der Wissenschaftler nicht zu beenden die Reparatur waehrend der Besprechung?,"Ist es falsch, dass der Wissenschaftler beendete die Reparatur waehrend der Besprechung?",,,,,,
de,74,pair,NM_vs_MN,Der Wissenschaftler beendete die Reparatur waehrend der Besprechung.,N,M,,Der Wissenschaftler konnte nicht beenden berichten zufolge die Reparatur waehrend der Besprechung.,Der Wissenschaftler berichten zufolge konnte nicht beenden die Reparatur waehrend der Besprechung.,,,,,,
de,74,pair,NT_vs_TN,Der Wissenschaftler beendete die Reparatur waehrend der Besprechung.,N,T,,Der Wissenschaftler schaffte es nicht zu versucht zu beenden die Reparatur waehrend der Besprechung.,Der Wissenschaftler weigerte sich zu beenden die Reparatur waehrend der Besprechung.,,,,,,
de,74,pair,QM_vs_MQ,Der Wissenschaftler beendete die Reparatur waehrend der Besprechung.,Q,M,,"Ist es berichten zufolge wahr, dass der Wissenschaftler beendete die Reparatur waehrend der Besprechung?",Hat der Wissenschaftler berichten zufolge beenden die Reparatur waehrend der Besprechung?,,,,,,
de,74,pair,QT_vs_TQ,Der Wissenschaftler beendete die Reparatur waehrend der Besprechung.,Q,T,,"Wird es wahr sein, dass der Wissenschaftler beendete die Reparatur waehrend der Besprechung?",Wird der Wissenschaftler beendete die Reparatur waehrend der Besprechung?,,,,,,
de,74,pair,MT_vs_TM,Der Wissenschaftler beendete die Reparatur waehrend der Besprechung.,M,T,,Der Wissenschaftler berichten zufolge versucht zu beenden die Reparatur waehrend der Besprechung.,Der Wissenschaftler versucht zu beenden berichten zufolge die Reparatur waehrend der Besprechung.,,,,,,
de,74,triple,NQM,Der Wissenschaftler beendete die Reparatur waehrend der Besprechung.,N,Q,M,,,"Ist es berichten zufolge wahr, dass der Wissenschaftler konnte nicht beenden die Reparatur waehrend der Besprechung?","Ist es falsch, dass der Wissenschaftler beendete berichten zufolge die Reparatur waehrend der Besprechung?",Schaffte es der Wissenschaftler nicht zu beenden die Reparatur waehrend der Besprechung?,Schaffte es der Wissenschaftler nicht zu beenden die Reparatur waehrend der Besprechung?,"Ist es falsch, dass der Wissenschaftler berichten zufolge beendete die Reparatur waehrend der Besprechung?","Ist es falsch, dass der Wissenschaftler beendete berichten zufolge die Reparatur waehrend der Besprechung?"
de,74,triple,NQT,Der Wissenschaftler beendete die Reparatur waehrend der Besprechung.,N,Q,T,,,"Wird es wahr sein, dass der Wissenschaftler konnte nicht beenden die Reparatur waehrend der Besprechung?","Ist es falsch, dass der Wissenschaftler versucht zu beenden die Reparatur waehrend der Besprechung?",Wird der Wissenschaftler konnte nicht beenden die Reparatur waehrend der Besprechung?,Wird der Wissenschaftler konnte nicht beenden die Reparatur waehrend der Besprechung?,"Ist es falsch, dass der Wissenschaftler versucht zu beenden die Reparatur waehrend der Besprechung?","Ist es falsch, dass der Wissenschaftler versucht zu beenden die Reparatur waehrend der Besprechung?"
de,74,triple,NMT,Der Wissenschaftler beendete die Reparatur waehrend der Besprechung.,N,M,T,,,Der Wissenschaftler schaffte es nicht zu versucht zu beenden berichten zufolge die Reparatur waehrend der Besprechung.,Der Wissenschaftler berichten zufolge weigerte sich zu beenden die Reparatur waehrend der Besprechung.,Der Wissenschaftler weigerte sich zu beenden berichten zufolge die Reparatur waehrend der Besprechung.,Der Wissenschaftler schaffte es nicht zu versucht zu beenden berichten zufolge die Reparatur waehrend der Besprechung.,Der Wissenschaftler weigerte sich zu beenden berichten zufolge die Reparatur waehrend der Besprechung.,Der Wissenschaftler berichten zufolge schaffte es nicht zu versucht zu beenden die Reparatur waehrend der Besprechung.
de,74,triple,QMT,Der Wissenschaftler beendete die Reparatur waehrend der Besprechung.,Q,M,T,,,"Ist es berichten zufolge wahr, dass der Wissenschaftler versucht zu beenden die Reparatur waehrend der Besprechung?",Wird der Wissenschaftler berichten zufolge beendete die Reparatur waehrend der Besprechung?,"Ist es berichten zufolge wahr, dass der Wissenschaftler versucht zu beenden die Reparatur waehrend der Besprechung?","Ist es berichten zufolge wahr, dass der Wissenschaftler versucht zu beenden die Reparatur waehrend der Besprechung?",Wird der Wissenschaftler berichten zufolge beendete die Reparatur waehrend der Besprechung?,"Wird es wahr sein, dass der Wissenschaftler berichten zufolge beendete die Reparatur waehrend der Besprechung?"
de,75,pair,NQ_vs_QN,Der Programmierer beendete die Reparatur am Morgen.,N,Q,,Schaffte es der Programmierer nicht zu beenden die Reparatur am Morgen?,"Ist es falsch, dass der Programmierer beendete die Reparatur am Morgen?",,,,,,
de,75,pair,NM_vs_MN,Der Programmierer beendete die Reparatur am Morgen.,N,M,,Der Programmierer weigerte sich zu beenden berichten zufolge die Reparatur am Morgen.,Der Programmierer berichten zufolge weigerte sich zu beenden die Reparatur am Morgen.,,,,,,
de,75,pair,NT_vs_TN,Der Programmierer beendete die Reparatur am Morgen.,N,T,,Der Programmierer schaffte es nicht zu wird beenden die Reparatur am Morgen.,Der Programmierer weigerte sich zu beenden die Reparatur am Morgen.,,,,,,
de,75,pair,QM_vs_MQ,Der Programmierer beendete die Reparatur am Morgen.,Q,M,,"Ist es berichten zufolge wahr, dass der Programmierer beendete die Reparatur am Morgen?",Hat der Programmierer berichten zufolge beenden die Reparatur am Morgen?,,,,,,
de,75,pair,QT_vs_TQ,Der Programmierer beendete die Reparatur am Morgen.,Q,T,,"Wird es wahr sein, dass der Programmierer beendete die Reparatur am Morgen?",Wird der Programmierer beendete die Reparatur am Morgen?,,,,,,
de,75,pair,MT_vs_TM,Der Programmierer beendete die Reparatur am Morgen.,M,T,,Der Programmierer berichten zufolge wird beenden die Reparatur am Morgen.,Der Programmierer wird beenden berichten zufolge die Reparatur am Morgen.,,,,,,
de,75,triple,NQM,Der Programmierer beendete die Reparatur am Morgen.,N,Q,M,,,"Ist es berichten zufolge wahr, dass der Programmierer weigerte sich zu beenden die Reparatur am Morgen?","Ist es falsch, dass der Programmierer beendete berichten zufolge die Reparatur am Morgen?",Schaffte es der Programmierer nicht zu beenden die Reparatur am Morgen?,Schaffte es der Programmierer nicht zu beenden die Reparatur am Morgen?,"Ist es falsch, dass der Programmierer berichten zufolge beendete die Reparatur am Morgen?","Ist es falsch, dass der Programmierer beendete berichten zufolge die Reparatur am Morgen?"
de,75,triple,NQT,Der Programmierer beendete die Reparatur am Morgen.,N,Q,T,,,"Wird es wahr sein, dass der Programmierer weigerte sich zu beenden die Reparatur am Morgen?","Ist es falsch, dass der Programmierer wird beenden die Reparatur am Morgen?",Wird der Programmierer weigerte sich zu beenden die Reparatur am Morgen?,Wird der Programmierer weigerte sich zu beenden die Reparatur am Morgen?,"Ist es falsch, dass der Programmierer wird beenden die Reparatur am Morgen?","Ist es falsch, dass der Programmierer wird beenden die Reparatur am Morgen?"
de,75,triple,NMT,Der Programmierer beendete die Reparatur am Morgen.,N,M,T,,,Der Programmierer schaffte es nicht zu wird beenden berichten zufolge die Reparatur am Morgen.,Der Programmierer berichten zufolge weigerte sich zu beenden die Reparatur am Morgen.,Der Programmierer weigerte sich zu beenden berichten zufolge die Reparatur am Morgen.,Der Programmierer schaffte es nicht zu wird beenden berichten zufolge die Reparatur am Morgen.,Der Programmierer weigerte sich zu beenden berichten zufolge die Reparatur am Morgen.,Der Programmierer berichten zufolge schaffte es nicht zu wird beenden die Reparatur am Morgen.
de,75,triple,QMT,Der Programmierer beendete die Reparatur am Morgen.,Q,M,T,,,"Ist es berichten zufolge wahr, dass der Programmierer wird beenden die Reparatur am Morgen?",Wird der Programmierer berichten zufolge beendete die Reparatur am Morgen?,"Ist es berichten zufolge wahr, dass der Programmierer wird beenden die Reparatur am Morgen?","Ist es berichten zufolge wahr, dass der Programmierer wird beenden die Reparatur am Morgen?",Wird der Programmierer berichten zufolge beendete die Reparatur am Morgen?,"Wird es wahr sein, dass der Programmierer berichten zufolge beendete die Reparatur am Morgen?"
de,76,pair,NQ_vs_QN,Der Lehrer genehmigte die Behandlung vor der Frist.,N,Q,,Schaffte es der Lehrer nicht zu genehmigen die Behandlung vor der Frist?,"Ist es falsch, dass der Lehrer genehmigte die Behandlung vor der Frist?",,,,,,
de,76,pair,NM_vs_MN,Der Lehrer genehmigte die Behandlung vor der Frist.,N,M,,Der Lehrer schaffte es nicht zu genehmigen berichten zufolge die Behandlung vor der Frist.,Der Lehrer berichten zufolge schaffte es nicht zu genehmigen die Behandlung vor der Frist.,,,,,,
de,76,pair,NT_vs_TN,Der Lehrer genehmigte die Behandlung vor der Frist.,N,T,,Der Lehrer schaffte es nicht zu versucht zu genehmigen die Behandlung vor der Frist.,Der Lehrer weigerte sich zu genehmigen die Behandlung vor der Frist.,,,,,,
de,76,pair,QM_vs_MQ,Der Lehrer genehmigte die Behandlung vor der Frist.,Q,M,,"Ist es berichten zufolge wahr, dass der Lehrer genehmigte die Behandlung vor der Frist?",Hat der Lehrer berichten zufolge genehmigen die Behandlung vor der Frist?,,,,,,
de,76,pair,QT_vs_TQ,Der Lehrer genehmigte die Behandlung vor der Frist.,Q,T,,"Wird es wahr sein, dass der Lehrer genehmigte die Behandlung vor der Frist?",Wird der Lehrer genehmigte die Behandlung vor der Frist?,,,,,,
de,76,pair,MT_vs_TM,Der Lehrer genehmigte die Behandlung vor der Frist.,M,T,,Der Lehrer berichten zufolge versucht zu genehmigen die Behandlung vor der Frist.,Der Lehrer versucht zu genehmigen berichten zufolge die Behandlung vor der Frist.,,,,,,
de,76,triple,NQM,Der Lehrer genehmigte die Behandlung vor der Frist.,N,Q,M,,,"Ist es berichten zufolge wahr, dass der Lehrer schaffte es nicht zu genehmigen die Behandlung vor der Frist?","Ist es falsch, dass der Lehrer genehmigte berichten zufolge die Behandlung vor der Frist?",Schaffte es der Lehrer nicht zu genehmigen die Behandlung vor der Frist?,Schaffte es der Lehrer nicht zu genehmigen die Behandlung vor der Frist?,"Ist es falsch, dass der Lehrer berichten zufolge genehmigte die Behandlung vor der Frist?","Ist es falsch, dass der Lehrer genehmigte berichten zufolge die Behandlung vor der Frist?"
de,76,triple,NQT,Der Lehrer genehmigte die Behandlung vor der Frist.,N,Q,T,,,"Wird es wahr sein, dass der Lehrer schaffte es nicht zu genehmigen die Behandlung vor der Frist?","Ist es falsch, dass der Lehrer versucht zu genehmigen die Behandlung vor der Frist?",Wird der Lehrer schaffte es nicht zu genehmigen die Behandlung vor der Frist?,Wird der Lehrer schaffte es nicht zu genehmigen die Behandlung vor der Frist?,"Ist es falsch, dass der Lehrer versucht zu genehmigen die Behandlung vor der Frist?","Ist es falsch, dass der Lehrer versucht zu genehmigen die Behandlung vor der Frist?"
de,76,triple,NMT,Der Lehrer genehmigte die Behandlung vor der Frist.,N,M,T,,,Der Lehrer schaffte es nicht zu versucht zu genehmigen berichten zufolge die Behandlung vor der Frist.,Der Lehrer berichten zufolge weigerte sich zu genehmigen die Behandlung vor der Frist.,Der Lehrer weigerte sich zu genehmigen berichten zufolge die Behandlung vor der Frist.,Der Lehrer schaffte es nicht zu versucht zu genehmigen berichten zufolge die Behandlung vor der Frist.,Der Lehrer weigerte sich zu genehmigen berichten zufolge die Behandlung vor der Frist.,Der Lehrer berichten zufolge schaffte es nicht zu versucht zu genehmigen die Behandlung vor der Frist.
de,76,triple,QMT,Der Lehrer genehmigte die Behandlung vor der Frist.,Q,M,T,,,"Ist es berichten zufolge wahr, dass der Lehrer versucht zu genehmigen die Behandlung vor der Frist?",Wird der Lehrer berichten zufolge genehmigte die Behandlung vor der Frist?,"Ist es berichten zufolge wahr, dass der Lehrer versucht zu genehmigen die Behandlung vor der Frist?","Ist es berichten zufolge wahr, dass der Lehrer versucht zu genehmigen die Behandlung vor der Frist?",Wird der Lehrer berichten zufolge genehmigte die Behandlung vor der Frist?,"Wird es wahr sein, dass der Lehrer berichten zufolge genehmigte die Behandlung vor der Frist?"
de,77,pair,NQ_vs_QN,Der Programmierer genehmigte die Behandlung waehrend der Besprechung.,N,Q,,Schaffte es der Programmierer nicht zu genehmigen die Behandlung waehrend der Besprechung?,"Ist es falsch, dass der Programmierer genehmigte die Behandlung waehrend der Besprechung?",,,,,,
de,77,pair,NM_vs_MN,Der Programmierer genehmigte die Behandlung waehrend der Besprechung.,N,M,,Der Programmierer schaffte es nicht zu genehmigen berichten zufolge die Behandlung waehrend der Besprechung.,Der Programmierer berichten zufolge schaffte es nicht zu genehmigen die Behandlung waehrend der Besprechung.,,,,,,
de,77,pair,NT_vs_TN,Der Programmierer genehmigte die Behandlung waehrend der Besprechung.,N,T,,Der Programmierer schaffte es nicht zu versucht zu genehmigen die Behandlung waehrend der Besprechung.,Der Programmierer weigerte sich zu genehmigen die Behandlung waehrend der Besprechung.,,,,,,
de,77,pair,QM_vs_MQ,Der Programmierer genehmigte die Behandlung waehrend der Besprechung.,Q,M,,"Ist es berichten zufolge wahr, dass der Programmierer genehmigte die Behandlung waehrend der Besprechung?",Hat der Programmierer berichten zufolge genehmigen die Behandlung waehrend der Besprechung?,,,,,,
de,77,pair,QT_vs_TQ,Der Programmierer genehmigte die Behandlung waehrend der Besprechung.,Q,T,,"Wird es wahr sein, dass der Programmierer genehmigte die Behandlung waehrend der Besprechung?",Wird der Programmierer genehmigte die Behandlung waehrend der Besprechung?,,,,,,
de,77,pair,MT_vs_TM,Der Programmierer genehmigte die Behandlung waehrend der Besprechung.,M,T,,Der Programmierer berichten zufolge versucht zu genehmigen die Behandlung waehrend der Besprechung.,Der Programmierer versucht zu genehmigen berichten zufolge die Behandlung waehrend der Besprechung.,,,,,,
de,77,triple,NQM,Der Programmierer genehmigte die Behandlung waehrend der Besprechung.,N,Q,M,,,"Ist es berichten zufolge wahr, dass der Programmierer schaffte es nicht zu genehmigen die Behandlung waehrend der Besprechung?","Ist es falsch, dass der Programmierer genehmigte berichten zufolge die Behandlung waehrend der Besprechung?",Schaffte es der Programmierer nicht zu genehmigen die Behandlung waehrend der Besprechung?,Schaffte es der Programmierer nicht zu genehmigen die Behandlung waehrend der Besprechung?,"Ist es falsch, dass der Programmierer berichten zufolge genehmigte die Behandlung waehrend der Besprechung?","Ist es falsch, dass der Programmierer genehmigte berichten zufolge die Behandlung waehrend der Besprechung?"
de,77,triple,NQT,Der Programmierer genehmigte die Behandlung waehrend der Besprechung.,N,Q,T,,,"Wird es wahr sein, dass der Programmierer schaffte es nicht zu genehmigen die Behandlung waehrend der Besprechung?","Ist es falsch, dass der Programmierer versucht zu genehmigen die Behandlung waehrend der Besprechung?",Wird der Programmierer schaffte es nicht zu genehmigen die Behandlung waehrend der Besprechung?,Wird der Programmierer schaffte es nicht zu genehmigen die Behandlung waehrend der Besprechung?,"Ist es falsch, dass der Programmierer versucht zu genehmigen die Behandlung waehrend der Besprechung?","Ist es falsch, dass der Programmierer versucht zu genehmigen die Behandlung waehrend der Besprechung?"
de,77,triple,NMT,Der Programmierer genehmigte die Behandlung waehrend der Besprechung.,N,M,T,,,Der Programmierer schaffte es nicht zu versucht zu genehmigen berichten zufolge die Behandlung waehrend der Besprechung.,Der Programmierer berichten zufolge weigerte sich zu genehmigen die Behandlung waehrend der Besprechung.,Der Programmierer weigerte sich zu genehmigen berichten zufolge die Behandlung waehrend der Besprechung.,Der Programmierer schaffte es nicht zu versucht zu genehmigen berichten zufolge die Behandlung waehrend der Besprechung.,Der Programmierer weigerte sich zu genehmigen berichten zufolge die Behandlung waehrend der Besprechung.,Der Programmierer berichten zufolge schaffte es nicht zu versucht zu genehmigen die Behandlung waehrend der Besprechung.
de,77,triple,QMT,Der Programmierer genehmigte die Behandlung waehrend der Besprechung.,Q,M,T,,,"Ist es berichten zufolge wahr, dass der Programmierer versucht zu genehmigen die Behandlung waehrend der Besprechung?",Wird der Programmierer berichten zufolge genehmigte die Behandlung waehrend der Besprechung?,"Ist es berichten zufolge wahr, dass der Programmierer versucht zu genehmigen die Behandlung waehrend der Besprechung?","Ist es berichten zufolge wahr, dass der Programmierer versucht zu genehmigen die Behandlung waehrend der Besprechung?",Wird der Programmierer berichten zufolge genehmigte die Behandlung waehrend der Besprechung?,"Wird es wahr sein, dass der Programmierer berichten zufolge genehmigte die Behandlung waehrend der Besprechung?"
de,78,pair,NQ_vs_QN,Der Lehrer reparierte den Fehler waehrend der Besprechung.,N,Q,,Schaffte es der Lehrer nicht zu reparieren den Fehler waehrend der Besprechung?,"Ist es falsch, dass der Lehrer reparierte den Fehler waehrend der Besprechung?",,,,,,
de,78,pair,NM_vs_MN,Der Lehrer reparierte den Fehler waehrend der Besprechung.,N,M,,Der Lehrer schaffte es nicht zu reparieren berichten zufolge den Fehler waehrend der Besprechung.,Der Lehrer berichten zufolge schaffte es nicht zu reparieren den Fehler waehrend der Besprechung.,,,,,,
de,78,pair,NT_vs_TN,Der Lehrer reparierte den Fehler waehrend der Besprechung.,N,T,,Der Lehrer schaffte es nicht zu plant zu reparieren den Fehler waehrend der Besprechung.,Der Lehrer weigerte sich zu reparieren den Fehler waehrend der Besprechung.,,,,,,
de,78,pair,QM_vs_MQ,Der Lehrer reparierte den Fehler waehrend der Besprechung.,Q,M,,"Ist es berichten zufolge wahr, dass der Lehrer reparierte den Fehler waehrend der Besprechung?",Hat der Lehrer berichten zufolge reparieren den Fehler waehrend der Besprechung?,,,,,,
