model,layer,source_set,prompt_style,source,target,target_class,control,gain,vector_class,prompt,generated,content_preservation,target_and_preserved,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
distilgpt2,3,in_template_test,copy_sentence,The alien predicted the storm.,It is unclear whether the alien predicted the storm.,question,none,0.0,,"Copy this sentence:
The alien predicted the storm.
Copy:","The alien predicted the storm.
Copy:
The alien predicted the storm.
Copy:
The alien predicted the storm.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,3,in_template_test,copy_sentence,The alien predicted the storm.,It is unclear whether the alien predicted the storm.,question,target,1.0,question,"Copy this sentence:
The alien predicted the storm.
Copy:","I would like to ask a question.
What is the answer?
Well, I don't know.
What is the answer",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,90.0
distilgpt2,3,in_template_test,copy_sentence,The alien predicted the storm.,It is unclear whether the alien predicted the storm.,question,random_norm,1.0,random_norm,"Copy this sentence:
The alien predicted the storm.
Copy:","The alien predicted the storm.
Copy:
The alien predicted the storm.
Copy:
The alien predicted the storm.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,3,in_template_test,copy_sentence,The alien predicted the storm.,It is unclear whether the alien predicted the storm.,question,wrong_class,1.0,tense_shift,"Copy this sentence:
The alien predicted the storm.
Copy:","The alien predicted the storm.
Copy:
The alien predicted the storm.
Copy:
The alien predicted the storm.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,3,in_template_test,copy_sentence,The alien predicted the storm.,It is unclear whether the alien predicted the storm.,question,negative_target,1.0,question,"Copy this sentence:
The alien predicted the storm.
Copy:","The alien predicted the storm.
Copy:
The alien predicted the storm.
Copy:
The alien predicted the storm.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,3,in_template_test,same_sentence,The alien predicted the storm.,It is unclear whether the alien predicted the storm.,question,none,0.0,,"Same sentence:
The alien predicted the storm.
Same:","The alien predicted the storm.
Same:
The alien predicted the storm.
Same:
The alien predicted the storm.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,3,in_template_test,same_sentence,The alien predicted the storm.,It is unclear whether the alien predicted the storm.,question,target,1.0,question,"Same sentence:
The alien predicted the storm.
Same:","The alien predicted the storm.
Same:
The alien predicted the storm.
Same:
The alien predicted the storm.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,3,in_template_test,same_sentence,The alien predicted the storm.,It is unclear whether the alien predicted the storm.,question,random_norm,1.0,random_norm,"Same sentence:
The alien predicted the storm.
Same:","The alien predicted the storm.
The alien predicted the storm.
The alien predicted the storm.
The alien predicted the storm.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
distilgpt2,3,in_template_test,same_sentence,The alien predicted the storm.,It is unclear whether the alien predicted the storm.,question,wrong_class,1.0,tense_shift,"Same sentence:
The alien predicted the storm.
Same:","The alien predicted the storm.
Same:
The alien predicted the storm.
Same:
The alien predicted the storm.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,3,in_template_test,same_sentence,The alien predicted the storm.,It is unclear whether the alien predicted the storm.,question,negative_target,1.0,question,"Same sentence:
The alien predicted the storm.
Same:","The alien predicted the storm.
Same:
The alien predicted the storm.
Same:
The alien predicted the storm.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,3,in_template_test,repeat_sentence,The giant guarded the treasure.,Nobody knew whether the giant had guarded the treasure.,question,none,0.0,,"Repeat this sentence:
The giant guarded the treasure.
Repeated:","The giant was the last of the treasure.
The giant was the last of the treasure.
The giant was the last of the",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,109.0
distilgpt2,3,in_template_test,repeat_sentence,The giant guarded the treasure.,Nobody knew whether the giant had guarded the treasure.,question,target,1.0,question,"Repeat this sentence:
The giant guarded the treasure.
Repeated:","The giant, or any other, is a very simple question.
What is the answer?
Well, yes, yes, yes",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,91.0
distilgpt2,3,in_template_test,repeat_sentence,The giant guarded the treasure.,Nobody knew whether the giant had guarded the treasure.,question,random_norm,1.0,random_norm,"Repeat this sentence:
The giant guarded the treasure.
Repeated:","The giant is the only person who has a clue.
The only person who has a clue.
The only person who has a",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
distilgpt2,3,in_template_test,repeat_sentence,The giant guarded the treasure.,Nobody knew whether the giant had guarded the treasure.,question,wrong_class,1.0,tense_shift,"Repeat this sentence:
The giant guarded the treasure.
Repeated:","The giant was a giant, but it was not a giant.
The giant was a giant, but it was not a giant.",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,93.0
distilgpt2,3,in_template_test,repeat_sentence,The giant guarded the treasure.,Nobody knew whether the giant had guarded the treasure.,question,negative_target,1.0,question,"Repeat this sentence:
The giant guarded the treasure.
Repeated:","The giant's name was ""The King of the Sea"" and the name of the ""King of the Sea"" and the name of",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,96.0
distilgpt2,3,in_template_test,copy_sentence,The giant guarded the treasure.,Nobody knew whether the giant had guarded the treasure.,question,none,0.0,,"Copy this sentence:
The giant guarded the treasure.
Copy:","The giant's treasure.
Copy:
The giant's treasure.
Copy:
The giant's treasure.
Copy:",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
distilgpt2,3,in_template_test,copy_sentence,The giant guarded the treasure.,Nobody knew whether the giant had guarded the treasure.,question,target,1.0,question,"Copy this sentence:
The giant guarded the treasure.
Copy:","I would like to ask a question.
What is the answer?
Well, I don't know.
What is the answer",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,90.0
distilgpt2,3,in_template_test,copy_sentence,The giant guarded the treasure.,Nobody knew whether the giant had guarded the treasure.,question,random_norm,1.0,random_norm,"Copy this sentence:
The giant guarded the treasure.
Copy:","The giant's words:
The giant's words:
The giant's words:
The giant's words:
The giant's",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
distilgpt2,3,in_template_test,copy_sentence,The giant guarded the treasure.,Nobody knew whether the giant had guarded the treasure.,question,wrong_class,1.0,tense_shift,"Copy this sentence:
The giant guarded the treasure.
Copy:","The giant's eyes were wide open.
The giant's eyes were wide open.
The giant's eyes were wide open.",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,98.0
distilgpt2,3,in_template_test,copy_sentence,The giant guarded the treasure.,Nobody knew whether the giant had guarded the treasure.,question,negative_target,1.0,question,"Copy this sentence:
The giant guarded the treasure.
Copy:","The giant's name was ""The King of the Sea"" and his name was ""The King of the Sea"" and his name was",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,98.0
distilgpt2,3,in_template_test,same_sentence,The giant guarded the treasure.,Nobody knew whether the giant had guarded the treasure.,question,none,0.0,,"Same sentence:
The giant guarded the treasure.
Same:","The giant guarded the treasure.
Same:
The giant guarded the treasure.
Same:
The giant guarded the treasure.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,3,in_template_test,same_sentence,The giant guarded the treasure.,Nobody knew whether the giant had guarded the treasure.,question,target,1.0,question,"Same sentence:
The giant guarded the treasure.
Same:","The giant, or any other, is a huge, or any other, or any other, or any other, or any other,",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
distilgpt2,3,in_template_test,same_sentence,The giant guarded the treasure.,Nobody knew whether the giant had guarded the treasure.,question,random_norm,1.0,random_norm,"Same sentence:
The giant guarded the treasure.
Same:",The giant was a giant of a giant of a giant of a giant of a giant of a giant of a giant of a giant of,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,101.0
distilgpt2,3,in_template_test,same_sentence,The giant guarded the treasure.,Nobody knew whether the giant had guarded the treasure.,question,wrong_class,1.0,modality,"Same sentence:
The giant guarded the treasure.
Same:","The giant was a giant, but it was not a giant.
The giant was a giant, but it was not a giant.",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,93.0
distilgpt2,3,in_template_test,same_sentence,The giant guarded the treasure.,Nobody knew whether the giant had guarded the treasure.,question,negative_target,1.0,question,"Same sentence:
The giant guarded the treasure.
Same:",The giant was the only person to be found in the room of the room of the room of the room of the room of the room,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,113.0
distilgpt2,3,in_template_test,repeat_sentence,The robot opened the portal.,It is unclear whether the robot opened the portal.,question,none,0.0,,"Repeat this sentence:
The robot opened the portal.
Repeated:","The robot opened the portal.
Repeated:
The robot opened the portal.
Repeated:
The robot opened the portal",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
distilgpt2,3,in_template_test,repeat_sentence,The robot opened the portal.,It is unclear whether the robot opened the portal.,question,target,1.0,question,"Repeat this sentence:
The robot opened the portal.
Repeated:","The robot opened the portal.
The robot opened the portal.
The robot opened the portal.
The robot opened the portal.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
distilgpt2,3,in_template_test,repeat_sentence,The robot opened the portal.,It is unclear whether the robot opened the portal.,question,random_norm,1.0,random_norm,"Repeat this sentence:
The robot opened the portal.
Repeated:","The robot opened the portal.
The robot opened the portal.
The robot opened the portal.
The robot opened the portal.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
distilgpt2,3,in_template_test,repeat_sentence,The robot opened the portal.,It is unclear whether the robot opened the portal.,question,wrong_class,1.0,modality,"Repeat this sentence:
The robot opened the portal.
Repeated:","The robot opened the portal.
Repeated:
The robot opened the portal.
Repeated:
The robot opened the portal",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
distilgpt2,3,in_template_test,repeat_sentence,The robot opened the portal.,It is unclear whether the robot opened the portal.,question,negative_target,1.0,question,"Repeat this sentence:
The robot opened the portal.
Repeated:","The robot opened the portal.
The robot opened the portal.
The robot opened the portal.
The robot opened the portal.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
distilgpt2,3,in_template_test,copy_sentence,The robot opened the portal.,It is unclear whether the robot opened the portal.,question,none,0.0,,"Copy this sentence:
The robot opened the portal.
Copy:","The robot opened the portal.
Copy:
The robot opened the portal.
Copy:
The robot opened the portal.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
distilgpt2,3,in_template_test,copy_sentence,The robot opened the portal.,It is unclear whether the robot opened the portal.,question,target,1.0,question,"Copy this sentence:
The robot opened the portal.
Copy:","I would like to ask a question.
What is the answer?
Answer:
Answer:
Answer:
Answer:",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,83.0
distilgpt2,3,in_template_test,copy_sentence,The robot opened the portal.,It is unclear whether the robot opened the portal.,question,random_norm,1.0,random_norm,"Copy this sentence:
The robot opened the portal.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
distilgpt2,3,in_template_test,copy_sentence,The robot opened the portal.,It is unclear whether the robot opened the portal.,question,wrong_class,1.0,modality,"Copy this sentence:
The robot opened the portal.
Copy:","The robot opened the portal.
Copy:
The robot opened the portal.
Copy:
The robot opened the portal.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
distilgpt2,3,in_template_test,copy_sentence,The robot opened the portal.,It is unclear whether the robot opened the portal.,question,negative_target,1.0,question,"Copy this sentence:
The robot opened the portal.
Copy:","The robot opened the portal.
The robot opened the portal.
The robot opened the portal.
The robot opened the portal.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
distilgpt2,3,in_template_test,same_sentence,The robot opened the portal.,It is unclear whether the robot opened the portal.,question,none,0.0,,"Same sentence:
The robot opened the portal.
Same:","The robot opened the portal.
Same:
The robot opened the portal.
Same:
The robot opened the portal.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
distilgpt2,3,in_template_test,same_sentence,The robot opened the portal.,It is unclear whether the robot opened the portal.,question,target,1.0,question,"Same sentence:
The robot opened the portal.
Same:","The robot opened the portal.
Same:
The robot opened the portal.
Same:
The robot opened the portal.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
distilgpt2,3,in_template_test,same_sentence,The robot opened the portal.,It is unclear whether the robot opened the portal.,question,random_norm,1.0,random_norm,"Same sentence:
The robot opened the portal.
Same:","The robot opened the portal.
Same:
The robot opened the portal.
Same:
The robot opened the portal.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
distilgpt2,3,in_template_test,same_sentence,The robot opened the portal.,It is unclear whether the robot opened the portal.,question,wrong_class,1.0,tense_shift,"Same sentence:
The robot opened the portal.
Same:","The robot opened the portal.
Same:
The robot opened the portal.
Same:
The robot opened the portal.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
distilgpt2,3,in_template_test,same_sentence,The robot opened the portal.,It is unclear whether the robot opened the portal.,question,negative_target,1.0,question,"Same sentence:
The robot opened the portal.
Same:","The robot opened the portal.
The robot opened the portal.
The robot opened the portal.
The robot opened the portal.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
distilgpt2,3,in_template_test,repeat_sentence,The griffin opened the portal.,It is unclear whether the griffin opened the portal.,question,none,0.0,,"Repeat this sentence:
The griffin opened the portal.
Repeated:","The griffin opened the portal.
Repeated:
The griffin opened the portal.
Repeated:
The griffin",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
distilgpt2,3,in_template_test,repeat_sentence,The griffin opened the portal.,It is unclear whether the griffin opened the portal.,question,target,1.0,question,"Repeat this sentence:
The griffin opened the portal.
Repeated:","The griffin opened the portal.
The griffin opened the portal.
The griffin opened the portal.
The griffin",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,3,in_template_test,repeat_sentence,The griffin opened the portal.,It is unclear whether the griffin opened the portal.,question,random_norm,1.0,random_norm,"Repeat this sentence:
The griffin opened the portal.
Repeated:","The griffin opened the portal.
Repeated:
The griffin opened the portal.
Repeated:
The griffin",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
distilgpt2,3,in_template_test,repeat_sentence,The griffin opened the portal.,It is unclear whether the griffin opened the portal.,question,wrong_class,1.0,modality,"Repeat this sentence:
The griffin opened the portal.
Repeated:","The griffin opened the portal.
Repeated:
The griffin opened the portal.
Repeated:
The griffin",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
distilgpt2,3,in_template_test,repeat_sentence,The griffin opened the portal.,It is unclear whether the griffin opened the portal.,question,negative_target,1.0,question,"Repeat this sentence:
The griffin opened the portal.
Repeated:","The griffin opened the portal.
The griffin opened the portal.
The griffin opened the portal.
The griffin",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,3,in_template_test,copy_sentence,The griffin opened the portal.,It is unclear whether the griffin opened the portal.,question,none,0.0,,"Copy this sentence:
The griffin opened the portal.
Copy:","The griffin opened the portal.
Copy:
The griffin opened the portal.
Copy:
The griffin opened the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
distilgpt2,3,in_template_test,copy_sentence,The griffin opened the portal.,It is unclear whether the griffin opened the portal.,question,target,1.0,question,"Copy this sentence:
The griffin opened the portal.
Copy:","I would like to ask a question.
What is the answer?
Well, I don't know.
What is the answer",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,90.0
distilgpt2,3,in_template_test,copy_sentence,The griffin opened the portal.,It is unclear whether the griffin opened the portal.,question,random_norm,1.0,random_norm,"Copy this sentence:
The griffin opened the portal.
Copy:","The griffin opened the portal.
Copy:
The griffin opened the portal.
Copy:
The griffin opened the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
distilgpt2,3,in_template_test,copy_sentence,The griffin opened the portal.,It is unclear whether the griffin opened the portal.,question,wrong_class,1.0,modality,"Copy this sentence:
The griffin opened the portal.
Copy:","The griffin opened the portal.
Copy:
The griffin opened the portal.
Copy:
The griffin opened the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
distilgpt2,3,in_template_test,copy_sentence,The griffin opened the portal.,It is unclear whether the griffin opened the portal.,question,negative_target,1.0,question,"Copy this sentence:
The griffin opened the portal.
Copy:","The griffin opened the portal.
The griffin opened the portal.
The griffin opened the portal.
The griffin",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,3,in_template_test,same_sentence,The griffin opened the portal.,It is unclear whether the griffin opened the portal.,question,none,0.0,,"Same sentence:
The griffin opened the portal.
Same:","The griffin opened the portal.
Same:
The griffin opened the portal.
Same:
The griffin opened the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
distilgpt2,3,in_template_test,same_sentence,The griffin opened the portal.,It is unclear whether the griffin opened the portal.,question,target,1.0,question,"Same sentence:
The griffin opened the portal.
Same:","The griffin opened the portal.
Same:
The griffin opened the portal.
Same:
The griffin opened the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
distilgpt2,3,in_template_test,same_sentence,The griffin opened the portal.,It is unclear whether the griffin opened the portal.,question,random_norm,1.0,random_norm,"Same sentence:
The griffin opened the portal.
Same:","The griffin opened the portal.
The griffin opened the portal.
The griffin opened the portal.
The griffin",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,3,in_template_test,same_sentence,The griffin opened the portal.,It is unclear whether the griffin opened the portal.,question,wrong_class,1.0,modality,"Same sentence:
The griffin opened the portal.
Same:","The griffin opened the portal.
Same:
The griffin opened the portal.
Same:
The griffin opened the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
distilgpt2,3,in_template_test,same_sentence,The griffin opened the portal.,It is unclear whether the griffin opened the portal.,question,negative_target,1.0,question,"Same sentence:
The griffin opened the portal.
Same:","The griffin opened the portal.
The griffin opened the portal.
The griffin opened the portal.
The griffin",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,3,in_template_test,repeat_sentence,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,none,0.0,,"Repeat this sentence:
The spirit created the artifact.
Repeated:","The spirit created the artifact.
Repeated:
The spirit created the artifact.
Repeated:
The spirit created the artifact",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
distilgpt2,3,in_template_test,repeat_sentence,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,target,1.0,question,"Repeat this sentence:
The spirit created the artifact.
Repeated:","The spirit created the artifact.
Repeated:
The spirit created the artifact.
Repeated:
The spirit created the artifact",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
distilgpt2,3,in_template_test,repeat_sentence,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,random_norm,1.0,random_norm,"Repeat this sentence:
The spirit created the artifact.
Repeated:","The spirit created the artifact.
The spirit created the artifact.
The spirit created the artifact.
The spirit created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
distilgpt2,3,in_template_test,repeat_sentence,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,wrong_class,1.0,negation,"Repeat this sentence:
The spirit created the artifact.
Repeated:","The spirit created the artifact.
Repeated:
The spirit created the artifact.
Repeated:
The spirit created the artifact",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
distilgpt2,3,in_template_test,repeat_sentence,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,negative_target,1.0,question,"Repeat this sentence:
The spirit created the artifact.
Repeated:","The spirit was created.
The spirit was created.
The spirit was created.
The spirit was created.
The spirit was",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,110.0
distilgpt2,3,in_template_test,copy_sentence,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,none,0.0,,"Copy this sentence:
The spirit created the artifact.
Copy:","The spirit created the artifact.
Copy:
The spirit created the artifact.
Copy:
The spirit created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
distilgpt2,3,in_template_test,copy_sentence,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,target,1.0,question,"Copy this sentence:
The spirit created the artifact.
Copy:","This is the answer.
This is the answer.
This is the answer.
This is the answer.
This is the",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
distilgpt2,3,in_template_test,copy_sentence,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,random_norm,1.0,random_norm,"Copy this sentence:
The spirit created the artifact.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
distilgpt2,3,in_template_test,copy_sentence,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,wrong_class,1.0,modality,"Copy this sentence:
The spirit created the artifact.
Copy:","The spirit created the artifact.
Copy:
The spirit created the artifact.
Copy:
The spirit created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
distilgpt2,3,in_template_test,copy_sentence,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,negative_target,1.0,question,"Copy this sentence:
The spirit created the artifact.
Copy:","The spirit of the artifact.
The spirit of the artifact.
The spirit of the artifact.
The spirit of the artifact.",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
distilgpt2,3,in_template_test,same_sentence,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,none,0.0,,"Same sentence:
The spirit created the artifact.
Same:","The spirit created the artifact.
Same:
The spirit created the artifact.
Same:
The spirit created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
distilgpt2,3,in_template_test,same_sentence,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,target,1.0,question,"Same sentence:
The spirit created the artifact.
Same:","The spirit created the artifact.
Same:
The spirit created the artifact.
Same:
The spirit created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
distilgpt2,3,in_template_test,same_sentence,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,random_norm,1.0,random_norm,"Same sentence:
The spirit created the artifact.
Same:","The spirit created the artifact.
Same:
The spirit created the artifact.
Same:
The spirit created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
distilgpt2,3,in_template_test,same_sentence,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,wrong_class,1.0,tense_shift,"Same sentence:
The spirit created the artifact.
Same:","The spirit created the artifact.
Same:
The spirit created the artifact.
Same:
The spirit created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
distilgpt2,3,in_template_test,same_sentence,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,negative_target,1.0,question,"Same sentence:
The spirit created the artifact.
Same:","The spirit was created.
The spirit was created.
The spirit was created.
The spirit was created.
The spirit was",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,110.0
distilgpt2,3,in_template_test,repeat_sentence,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,none,0.0,,"Repeat this sentence:
The dragon signed the treaty.
Repeated:","The dragon signed the treaty.
The dragon signed the treaty.
The dragon signed the treaty.
The dragon signed the treaty.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
distilgpt2,3,in_template_test,repeat_sentence,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,target,1.0,question,"Repeat this sentence:
The dragon signed the treaty.
Repeated:","The dragon signed the treaty.
The dragon signed the treaty.
The dragon signed the treaty.
The dragon signed the treaty.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
distilgpt2,3,in_template_test,repeat_sentence,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,random_norm,1.0,random_norm,"Repeat this sentence:
The dragon signed the treaty.
Repeated:","The dragon was not a dragon.
The dragon was not a dragon.
The dragon was not a dragon.
The dragon was",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,101.0
distilgpt2,3,in_template_test,repeat_sentence,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,wrong_class,1.0,negation,"Repeat this sentence:
The dragon signed the treaty.
Repeated:","The dragon signed the treaty.
The dragon signed the treaty.
The dragon signed the treaty.
The dragon signed the treaty.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
distilgpt2,3,in_template_test,repeat_sentence,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,negative_target,1.0,question,"Repeat this sentence:
The dragon signed the treaty.
Repeated:","The dragon's name was ""The Dragon's name is ""The Dragon's name is ""The Dragon's name is ""The Dragon's",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,101.0
distilgpt2,3,in_template_test,copy_sentence,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,none,0.0,,"Copy this sentence:
The dragon signed the treaty.
Copy:","The dragon signed the treaty.
Copy:
The dragon signed the treaty.
Copy:
The dragon signed the treaty.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
distilgpt2,3,in_template_test,copy_sentence,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,target,1.0,question,"Copy this sentence:
The dragon signed the treaty.
Copy:","I would like to ask you,
I would like to ask you,
I would like to ask you,
I would like",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
distilgpt2,3,in_template_test,copy_sentence,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,random_norm,1.0,random_norm,"Copy this sentence:
The dragon signed the treaty.
Copy:","The dragon was given the power to take the time to read the news.
The dragon was given the power to take the time to",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,116.0
distilgpt2,3,in_template_test,copy_sentence,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,wrong_class,1.0,negation,"Copy this sentence:
The dragon signed the treaty.
Copy:","The dragon signed the treaty.
Copy:
The dragon signed the treaty.
Copy:
The dragon signed the treaty.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
