model,layer,source_set,prompt_style,source,target,target_class,control,gain,vector_class,prompt,generated,content_preservation,question_and_preserved,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
gpt2,3,in_template_test,copy_sentence,The mermaid built the tower.,It is unclear whether the mermaid built the tower.,question,wrong_class,0.75,modality,"Copy this sentence:
The mermaid built the tower.
Copy:","The mermaid built the tower.
The mermaid built the tower.
The mermaid built the tower.
The mermaid",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
gpt2,3,in_template_test,copy_sentence,The mermaid built the tower.,It is unclear whether the mermaid built the tower.,question,negative_target,0.75,question,"Copy this sentence:
The mermaid built the tower.
Copy:","The mermaid built the tower.
The mermaid built the tower.
The mermaid built the tower.
The mermaid built",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,3,in_template_test,same_sentence,The mermaid built the tower.,It is unclear whether the mermaid built the tower.,question,none,0.0,,"Same sentence:
The mermaid built the tower.
Same:","The mermaid built the tower.
Same:
The mermaid built the tower.
Same:
The mermaid built the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
gpt2,3,in_template_test,same_sentence,The mermaid built the tower.,It is unclear whether the mermaid built the tower.,question,target,0.75,question,"Same sentence:
The mermaid built the tower.
Same:","The mermaid built the tower.
The mermaid built the tower?
The answer:
The answer:
The answer:",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,93.0
gpt2,3,in_template_test,same_sentence,The mermaid built the tower.,It is unclear whether the mermaid built the tower.,question,random_norm,0.75,random_norm,"Same sentence:
The mermaid built the tower.
Same:","The mermaid built the tower.
The mermaid built the tower.
The mermaid built the tower.
The mermaid",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
gpt2,3,in_template_test,same_sentence,The mermaid built the tower.,It is unclear whether the mermaid built the tower.,question,wrong_class,0.75,negation,"Same sentence:
The mermaid built the tower.
Same:","The mermaid built the tower.
Same:
The mermaid built the tower.
Same:
The mermaid built the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
gpt2,3,in_template_test,same_sentence,The mermaid built the tower.,It is unclear whether the mermaid built the tower.,question,negative_target,0.75,question,"Same sentence:
The mermaid built the tower.
Same:","The mermaid built the tower.
The mermaid built the tower.
The mermaid built the tower.
The mermaid",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
gpt2,3,in_template_test,quoted_echo,The mermaid built the tower.,It is unclear whether the mermaid built the tower.,question,none,0.0,,"""The mermaid built the tower.""","""I'm not sure what you mean by that,"" said the man. ""I mean, I'm not sure what you mean",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,87.0
gpt2,3,in_template_test,quoted_echo,The mermaid built the tower.,It is unclear whether the mermaid built the tower.,question,target,0.75,question,"""The mermaid built the tower.""","""I don't know. I don't know what the mermaid is?""

""I don't know what the mer",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,77.0
gpt2,3,in_template_test,quoted_echo,The mermaid built the tower.,It is unclear whether the mermaid built the tower.,question,random_norm,0.75,random_norm,"""The mermaid built the tower.""","""I'm sorry, but I'm not sure what that means.

""I'm sorry, but I'm not sure",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0
gpt2,3,in_template_test,quoted_echo,The mermaid built the tower.,It is unclear whether the mermaid built the tower.,question,wrong_class,0.75,modality,"""The mermaid built the tower.""","""I'm not sure what you mean by that,"" said the man. ""I mean, I'm not sure what you mean",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,87.0
gpt2,3,in_template_test,quoted_echo,The mermaid built the tower.,It is unclear whether the mermaid built the tower.,question,negative_target,0.75,question,"""The mermaid built the tower.""","""I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
gpt2,3,in_template_test,repeat_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,none,0.0,,"Repeat this sentence:
The spirit built the tower.
Repeated:","The spirit built the tower.
The spirit built the tower.
The spirit built the tower.
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,repeat_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,target,0.75,question,"Repeat this sentence:
The spirit built the tower.
Repeated:","The spirit built the tower.
The spirit built the tower?
The spirit built the tower?
The spirit built the tower?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,111.0
gpt2,3,in_template_test,repeat_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,random_norm,0.75,random_norm,"Repeat this sentence:
The spirit built the tower.
Repeated:","""The spirit built the tower.""
The spirit built the tower.
The spirit built the tower.
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
gpt2,3,in_template_test,repeat_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,wrong_class,0.75,modality,"Repeat this sentence:
The spirit built the tower.
Repeated:","The spirit built the tower.
The spirit built the tower.
The spirit built the tower.
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,repeat_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,negative_target,0.75,question,"Repeat this sentence:
The spirit built the tower.
Repeated:","The spirit built the tower.

The spirit built the tower.

The spirit built the tower.

The spirit",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0
gpt2,3,in_template_test,copy_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,none,0.0,,"Copy this sentence:
The spirit built the tower.
Copy:","The spirit built the tower.
The spirit built the tower.
The spirit built the tower.
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,copy_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,target,0.75,question,"Copy this sentence:
The spirit built the tower.
Copy:","The spirit built the tower.
The spirit built the tower?
The spirit built the tower?
The spirit built the tower?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,111.0
gpt2,3,in_template_test,copy_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,random_norm,0.75,random_norm,"Copy this sentence:
The spirit built the tower.
Copy:","The spirit built the tower.
The spirit built the tower.
The spirit built the tower.
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,copy_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,wrong_class,0.75,negation,"Copy this sentence:
The spirit built the tower.
Copy:","The spirit built the tower.
The spirit built the tower.
The spirit built the tower.
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,copy_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,negative_target,0.75,question,"Copy this sentence:
The spirit built the tower.
Copy:","The spirit built the tower.
The spirit built the tower.
The spirit built the tower.
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,same_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,none,0.0,,"Same sentence:
The spirit built the tower.
Same:","The spirit built the tower.
Same:
The spirit built the tower.
Same:
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
gpt2,3,in_template_test,same_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,target,0.75,question,"Same sentence:
The spirit built the tower.
Same:","The spirit built the tower.
The spirit built the tower?
The spirit built the tower?
The spirit built the tower?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,111.0
gpt2,3,in_template_test,same_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,random_norm,0.75,random_norm,"Same sentence:
The spirit built the tower.
Same:","The spirit built the tower.
Same: The spirit built the tower.
Same: The spirit built the tower.
Same: The",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,3,in_template_test,same_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,wrong_class,0.75,negation,"Same sentence:
The spirit built the tower.
Same:","The spirit built the tower.
Same:
The spirit built the tower.
Same:
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
gpt2,3,in_template_test,same_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,negative_target,0.75,question,"Same sentence:
The spirit built the tower.
Same:","The spirit built the tower.
The spirit built the tower.
The spirit built the tower.
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,quoted_echo,The spirit built the tower.,I wonder whether the spirit built the tower.,question,none,0.0,,"""The spirit built the tower.""","The tower was built in the early 1900s by the French architect Jean-Jacques de Villiers, who was a member of",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,108.0
gpt2,3,in_template_test,quoted_echo,The spirit built the tower.,I wonder whether the spirit built the tower.,question,target,0.75,question,"""The spirit built the tower.""","""I don't know. I don't know. I don't know? I don't know? I don't know?",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,70.0
gpt2,3,in_template_test,quoted_echo,The spirit built the tower.,I wonder whether the spirit built the tower.,question,random_norm,0.75,random_norm,"""The spirit built the tower.""","""I'm glad you're here.""

""I'm glad you're here.""

""I'm glad you're",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
gpt2,3,in_template_test,quoted_echo,The spirit built the tower.,I wonder whether the spirit built the tower.,question,wrong_class,0.75,negation,"""The spirit built the tower.""","The tower was built in the early 1900s by the French architect Jean-Baptiste de Montesquieu, who was",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0
gpt2,3,in_template_test,quoted_echo,The spirit built the tower.,I wonder whether the spirit built the tower.,question,negative_target,0.75,question,"""The spirit built the tower.""","""The spirit built the tower.""

""The spirit built the tower.""

""The spirit built the tower.""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
gpt2,3,in_template_test,repeat_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,none,0.0,,"Repeat this sentence:
The oracle repaired the satellite.
Repeated:","The oracle repaired the satellite.
The oracle did not repair the satellite.
The oracle did not repair the satellite.",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,116.0
gpt2,3,in_template_test,repeat_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,target,0.75,question,"Repeat this sentence:
The oracle repaired the satellite.
Repeated:","The oracle repaired the satellite.
The oracle repaired the satellite?
The oracle repaired the satellite?
The oracle",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,115.0
gpt2,3,in_template_test,repeat_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,random_norm,0.75,random_norm,"Repeat this sentence:
The oracle repaired the satellite.
Repeated:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
gpt2,3,in_template_test,repeat_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,wrong_class,0.75,modality,"Repeat this sentence:
The oracle repaired the satellite.
Repeated:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
gpt2,3,in_template_test,repeat_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,negative_target,0.75,question,"Repeat this sentence:
The oracle repaired the satellite.
Repeated:","The oracle repaired the satellite.

The oracle repaired the satellite.

The oracle repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0
gpt2,3,in_template_test,copy_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,none,0.0,,"Copy this sentence:
The oracle repaired the satellite.
Copy:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
gpt2,3,in_template_test,copy_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,target,0.75,question,"Copy this sentence:
The oracle repaired the satellite.
Copy:","The oracle repaired the satellite.
The oracle repaired the satellite?
The oracle is not the person who is the person",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,116.0
gpt2,3,in_template_test,copy_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,random_norm,0.75,random_norm,"Copy this sentence:
The oracle repaired the satellite.
Copy:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
gpt2,3,in_template_test,copy_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,wrong_class,0.75,modality,"Copy this sentence:
The oracle repaired the satellite.
Copy:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
gpt2,3,in_template_test,copy_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,negative_target,0.75,question,"Copy this sentence:
The oracle repaired the satellite.
Copy:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
gpt2,3,in_template_test,same_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,none,0.0,,"Same sentence:
The oracle repaired the satellite.
Same:","The oracle repaired the satellite.
Same:
The oracle repaired the satellite.
Same:
The oracle repaired the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,3,in_template_test,same_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,target,0.75,question,"Same sentence:
The oracle repaired the satellite.
Same:","The oracle repaired the satellite.
The oracle repaired the satellite?
The oracle is not a satellite.
The or",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,107.0
gpt2,3,in_template_test,same_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,random_norm,0.75,random_norm,"Same sentence:
The oracle repaired the satellite.
Same:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
gpt2,3,in_template_test,same_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,wrong_class,0.75,negation,"Same sentence:
The oracle repaired the satellite.
Same:","The oracle repaired the satellite.
Same:
The oracle repaired the satellite.
Same:
The oracle repaired the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,3,in_template_test,same_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,negative_target,0.75,question,"Same sentence:
The oracle repaired the satellite.
Same:","The oracle repaired the satellite.
Same: The oracle repaired the satellite.
Same: The oracle repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
gpt2,3,in_template_test,quoted_echo,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,none,0.0,,"""The oracle repaired the satellite.""","The satellite was launched in May 2011 and was launched by the United States and Russia.

The satellite was launched from a Russian",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,131.0
gpt2,3,in_template_test,quoted_echo,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,target,0.75,question,"""The oracle repaired the satellite.""","""No, it's not a satellite. It's a satellite?""

""No, it's not a satellite? It",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,76.0
gpt2,3,in_template_test,quoted_echo,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,random_norm,0.75,random_norm,"""The oracle repaired the satellite.""","""The oracle repaired the satellite?""

""Yes.""

""The oracle repaired the satellite?""

""",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,85.0
gpt2,3,in_template_test,quoted_echo,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,wrong_class,0.75,negation,"""The oracle repaired the satellite.""","The satellite was launched in May 2011 and was launched by the Russian space agency Roscosmos.

The satellite was launched from",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,127.0
gpt2,3,in_template_test,quoted_echo,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,negative_target,0.75,question,"""The oracle repaired the satellite.""","The satellite was launched on July 18, 2013, and was launched on July 18, 2013, and was launched on July 18,",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,108.0
gpt2,3,in_template_test,repeat_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,none,0.0,,"Repeat this sentence:
The wizard built the tower.
Repeated:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,repeat_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,target,0.75,question,"Repeat this sentence:
The wizard built the tower.
Repeated:","The wizard built the tower.
The wizard built the tower?
The wizard built the tower?
The wizard built the tower?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,111.0
gpt2,3,in_template_test,repeat_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,random_norm,0.75,random_norm,"Repeat this sentence:
The wizard built the tower.
Repeated:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,repeat_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,wrong_class,0.75,tense_shift,"Repeat this sentence:
The wizard built the tower.
Repeated:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,repeat_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,negative_target,0.75,question,"Repeat this sentence:
The wizard built the tower.
Repeated:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
gpt2,3,in_template_test,copy_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,none,0.0,,"Copy this sentence:
The wizard built the tower.
Copy:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,copy_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,target,0.75,question,"Copy this sentence:
The wizard built the tower.
Copy:","The wizard built the tower.
The wizard built the tower?
The wizard built the tower?
The wizard built the tower?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,111.0
gpt2,3,in_template_test,copy_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,random_norm,0.75,random_norm,"Copy this sentence:
The wizard built the tower.
Copy:","The wizard built the tower.
Copy:
The wizard built the tower.
Copy:
The wizard built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
gpt2,3,in_template_test,copy_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,wrong_class,0.75,modality,"Copy this sentence:
The wizard built the tower.
Copy:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,copy_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,negative_target,0.75,question,"Copy this sentence:
The wizard built the tower.
Copy:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,same_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,none,0.0,,"Same sentence:
The wizard built the tower.
Same:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,same_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,target,0.75,question,"Same sentence:
The wizard built the tower.
Same:","The wizard built the tower.
The wizard built the tower?
The answer:
The answer:
The answer:
The",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,95.0
gpt2,3,in_template_test,same_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,random_norm,0.75,random_norm,"Same sentence:
The wizard built the tower.
Same:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,same_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,wrong_class,0.75,tense_shift,"Same sentence:
The wizard built the tower.
Same:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,same_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,negative_target,0.75,question,"Same sentence:
The wizard built the tower.
Same:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,3,in_template_test,quoted_echo,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,none,0.0,,"""The wizard built the tower.""","""I'm not sure what you're talking about.""

""I'm not sure what you're talking about.""",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,84.0
gpt2,3,in_template_test,quoted_echo,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,target,0.75,question,"""The wizard built the tower.""","""I don't know. I don't know what the tower is?""

""I don't know what the tower is",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,80.0
gpt2,3,in_template_test,quoted_echo,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,random_norm,0.75,random_norm,"""The wizard built the tower.""","""I'm sorry, but I'm not sure what you're talking about.""

""I'm sorry, but I'm",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0
gpt2,3,in_template_test,quoted_echo,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,wrong_class,0.75,modality,"""The wizard built the tower.""","""I'm not sure what you're talking about.""

""I'm not sure what you're talking about.""",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,84.0
gpt2,3,in_template_test,quoted_echo,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,negative_target,0.75,question,"""The wizard built the tower.""","""I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
gpt2,3,in_template_test,repeat_sentence,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,none,0.0,,"Repeat this sentence:
The alien created the artifact.
Repeated:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,3,in_template_test,repeat_sentence,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,target,0.75,question,"Repeat this sentence:
The alien created the artifact.
Repeated:","The alien created the artifact.
The alien created the artifact?
The alien created the artifact?
The alien created the artifact?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,127.0
gpt2,3,in_template_test,repeat_sentence,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,random_norm,0.75,random_norm,"Repeat this sentence:
The alien created the artifact.
Repeated:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,3,in_template_test,repeat_sentence,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,wrong_class,0.75,modality,"Repeat this sentence:
The alien created the artifact.
Repeated:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,3,in_template_test,repeat_sentence,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,negative_target,0.75,question,"Repeat this sentence:
The alien created the artifact.
Repeated:","The alien created the artifact.

The alien created the artifact.

The alien created the artifact.

The alien",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
gpt2,3,in_template_test,copy_sentence,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,none,0.0,,"Copy this sentence:
The alien created the artifact.
Copy:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,3,in_template_test,copy_sentence,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,target,0.75,question,"Copy this sentence:
The alien created the artifact.
Copy:","The alien created the artifact.
The alien created the artifact?
The alien created the artifact?
The alien created the artifact?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,127.0
gpt2,3,in_template_test,copy_sentence,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,random_norm,0.75,random_norm,"Copy this sentence:
The alien created the artifact.
Copy:","The alien created the artifact.
Copy: The alien created the artifact.
Copy: The alien created the artifact.
Copy: The",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,3,in_template_test,copy_sentence,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,wrong_class,0.75,modality,"Copy this sentence:
The alien created the artifact.
Copy:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,3,in_template_test,copy_sentence,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,negative_target,0.75,question,"Copy this sentence:
The alien created the artifact.
Copy:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
