model,base_id,syntax_family,class,source,target,delta_norm
roberta-base,76,temporal_clause,future,"After the teacher defended the decision, the situation changed.","After the teacher will defend the decision, the situation will change.",1.5056836605072021
roberta-base,76,temporal_clause,uncertainty,"After the teacher defended the decision, the situation changed.","After the teacher may have defended the decision, the situation changed.",0.9261677265167236
roberta-base,76,temporal_clause,passive,"After the teacher defended the decision, the situation changed.","After the decision was defended by the teacher, the situation changed.",0.7538495063781738
roberta-base,76,temporal_clause,formalization,"After the teacher defended the decision, the situation changed.","It is true that after the teacher defended the decision, the situation changed.",1.114145278930664
roberta-base,76,reported_statement,negation,The report said that the teacher defended the decision.,The report said that the teacher did not defend the decision.,0.7588961124420166
roberta-base,76,reported_statement,question,The report said that the teacher defended the decision.,Did the report say that the teacher defended the decision?,1.2539273500442505
roberta-base,76,reported_statement,future,The report said that the teacher defended the decision.,The report said that the teacher will defend the decision.,0.9182653427124023
roberta-base,76,reported_statement,uncertainty,The report said that the teacher defended the decision.,The report said that the teacher may have defended the decision.,0.9041637778282166
roberta-base,76,reported_statement,passive,The report said that the teacher defended the decision.,The report said that the decision was defended by the teacher.,1.0166411399841309
roberta-base,76,reported_statement,formalization,The report said that the teacher defended the decision.,It is true that the report said that the teacher defended the decision.,1.2559385299682617
roberta-base,76,conditional,negation,"If the teacher defended the decision, the result mattered.","If the teacher did not defend the decision, the result mattered.",0.7871387004852295
roberta-base,76,conditional,question,"If the teacher defended the decision, the result mattered.",Did the result matter if the teacher defended the decision?,1.1694653034210205
roberta-base,76,conditional,future,"If the teacher defended the decision, the result mattered.","If the teacher will defend the decision, the result will matter.",1.364728331565857
roberta-base,76,conditional,uncertainty,"If the teacher defended the decision, the result mattered.","If the teacher may have defended the decision, the result mattered.",1.0044670104980469
roberta-base,76,conditional,passive,"If the teacher defended the decision, the result mattered.","If the decision was defended by the teacher, the result mattered.",0.834369421005249
roberta-base,76,conditional,formalization,"If the teacher defended the decision, the result mattered.","It is true that if the teacher defended the decision, the result mattered.",1.2692681550979614
roberta-base,77,simple_svo,negation,The engineer defended the rule.,The engineer did not defend the rule.,1.192223310470581
roberta-base,77,simple_svo,question,The engineer defended the rule.,Did the engineer defend the rule?,1.5388826131820679
roberta-base,77,simple_svo,future,The engineer defended the rule.,The engineer will defend the rule.,1.3881628513336182
roberta-base,77,simple_svo,uncertainty,The engineer defended the rule.,The engineer may have defended the rule.,1.2693252563476562
roberta-base,77,simple_svo,passive,The engineer defended the rule.,The rule was defended by the engineer.,1.2855191230773926
roberta-base,77,simple_svo,formalization,The engineer defended the rule.,It is true that the engineer defended the rule.,2.2089877128601074
roberta-base,77,with_context,negation,The engineer defended the rule after the interview.,The engineer did not defend the rule after the interview.,0.8623052835464478
roberta-base,77,with_context,question,The engineer defended the rule after the interview.,Did the engineer defend the rule after the interview?,1.1804256439208984
roberta-base,77,with_context,future,The engineer defended the rule after the interview.,The engineer will defend the rule after the interview.,1.0391477346420288
roberta-base,77,with_context,uncertainty,The engineer defended the rule after the interview.,The engineer may have defended the rule after the interview.,1.047093152999878
roberta-base,77,with_context,passive,The engineer defended the rule after the interview.,The rule was defended by the engineer after the interview.,0.9036495089530945
roberta-base,77,with_context,formalization,The engineer defended the rule after the interview.,It is true that the engineer defended the rule after the interview.,1.4588778018951416
roberta-base,77,relative_clause,negation,The person who defended the rule was the engineer.,The person who did not defend the rule was the engineer.,0.8881921172142029
roberta-base,77,relative_clause,question,The person who defended the rule was the engineer.,Was the person who defended the rule the engineer?,1.4613112211227417
roberta-base,77,relative_clause,future,The person who defended the rule was the engineer.,The person who will defend the rule is the engineer.,1.496403455734253
roberta-base,77,relative_clause,uncertainty,The person who defended the rule was the engineer.,The person who may have defended the rule was the engineer.,1.124169945716858
roberta-base,77,relative_clause,passive,The person who defended the rule was the engineer.,The person by whom the rule was defended was the engineer.,1.8060587644577026
roberta-base,77,relative_clause,formalization,The person who defended the rule was the engineer.,It is true that the person who defended the rule was the engineer.,1.4396144151687622
roberta-base,77,temporal_clause,negation,"After the engineer defended the rule, the situation changed.","After the engineer did not defend the rule, the situation changed.",0.7696556448936462
roberta-base,77,temporal_clause,question,"After the engineer defended the rule, the situation changed.",Did the situation change after the engineer defended the rule?,1.3467364311218262
roberta-base,77,temporal_clause,future,"After the engineer defended the rule, the situation changed.","After the engineer will defend the rule, the situation will change.",1.4920481443405151
roberta-base,77,temporal_clause,uncertainty,"After the engineer defended the rule, the situation changed.","After the engineer may have defended the rule, the situation changed.",0.9528848528862
roberta-base,77,temporal_clause,passive,"After the engineer defended the rule, the situation changed.","After the rule was defended by the engineer, the situation changed.",0.7231227159500122
roberta-base,77,temporal_clause,formalization,"After the engineer defended the rule, the situation changed.","It is true that after the engineer defended the rule, the situation changed.",1.2233244180679321
roberta-base,77,reported_statement,negation,The report said that the engineer defended the rule.,The report said that the engineer did not defend the rule.,0.7997083067893982
roberta-base,77,reported_statement,question,The report said that the engineer defended the rule.,Did the report say that the engineer defended the rule?,1.2990103960037231
roberta-base,77,reported_statement,future,The report said that the engineer defended the rule.,The report said that the engineer will defend the rule.,0.926876425743103
roberta-base,77,reported_statement,uncertainty,The report said that the engineer defended the rule.,The report said that the engineer may have defended the rule.,0.9112374186515808
roberta-base,77,reported_statement,passive,The report said that the engineer defended the rule.,The report said that the rule was defended by the engineer.,0.8925313949584961
roberta-base,77,reported_statement,formalization,The report said that the engineer defended the rule.,It is true that the report said that the engineer defended the rule.,1.3482637405395508
roberta-base,77,conditional,negation,"If the engineer defended the rule, the result mattered.","If the engineer did not defend the rule, the result mattered.",0.7991699576377869
roberta-base,77,conditional,question,"If the engineer defended the rule, the result mattered.",Did the result matter if the engineer defended the rule?,1.2429190874099731
roberta-base,77,conditional,future,"If the engineer defended the rule, the result mattered.","If the engineer will defend the rule, the result will matter.",1.4089975357055664
roberta-base,77,conditional,uncertainty,"If the engineer defended the rule, the result mattered.","If the engineer may have defended the rule, the result mattered.",1.0024614334106445
roberta-base,77,conditional,passive,"If the engineer defended the rule, the result mattered.","If the rule was defended by the engineer, the result mattered.",0.7899978160858154
roberta-base,77,conditional,formalization,"If the engineer defended the rule, the result mattered.","It is true that if the engineer defended the rule, the result mattered.",1.3528422117233276
roberta-base,78,simple_svo,negation,The teacher examined the system.,The teacher did not examine the system.,1.4380848407745361
roberta-base,78,simple_svo,question,The teacher examined the system.,Did the teacher examine the system?,1.7847076654434204
roberta-base,78,simple_svo,future,The teacher examined the system.,The teacher will examine the system.,1.4565242528915405
roberta-base,78,simple_svo,uncertainty,The teacher examined the system.,The teacher may have examined the system.,1.449393391609192
roberta-base,78,simple_svo,passive,The teacher examined the system.,The system was examined by the teacher.,1.5379167795181274
roberta-base,78,simple_svo,formalization,The teacher examined the system.,It is true that the teacher examined the system.,2.33331036567688
roberta-base,78,with_context,negation,The teacher examined the system after the discussion.,The teacher did not examine the system after the discussion.,0.9975051879882812
roberta-base,78,with_context,question,The teacher examined the system after the discussion.,Did the teacher examine the system after the discussion?,1.336941123008728
roberta-base,78,with_context,future,The teacher examined the system after the discussion.,The teacher will examine the system after the discussion.,1.231069564819336
roberta-base,78,with_context,uncertainty,The teacher examined the system after the discussion.,The teacher may have examined the system after the discussion.,1.0887410640716553
roberta-base,78,with_context,passive,The teacher examined the system after the discussion.,The system was examined by the teacher after the discussion.,0.9202835559844971
roberta-base,78,with_context,formalization,The teacher examined the system after the discussion.,It is true that the teacher examined the system after the discussion.,1.4828530550003052
roberta-base,78,relative_clause,negation,The person who examined the system was the teacher.,The person who did not examine the system was the teacher.,1.2918251752853394
roberta-base,78,relative_clause,question,The person who examined the system was the teacher.,Was the person who examined the system the teacher?,1.3529114723205566
roberta-base,78,relative_clause,future,The person who examined the system was the teacher.,The person who will examine the system is the teacher.,1.720570683479309
roberta-base,78,relative_clause,uncertainty,The person who examined the system was the teacher.,The person who may have examined the system was the teacher.,1.0754221677780151
roberta-base,78,relative_clause,passive,The person who examined the system was the teacher.,The person by whom the system was examined was the teacher.,1.8816654682159424
roberta-base,78,relative_clause,formalization,The person who examined the system was the teacher.,It is true that the person who examined the system was the teacher.,1.5807522535324097
roberta-base,78,temporal_clause,negation,"After the teacher examined the system, the situation changed.","After the teacher did not examine the system, the situation changed.",0.8256217837333679
roberta-base,78,temporal_clause,question,"After the teacher examined the system, the situation changed.",Did the situation change after the teacher examined the system?,1.415165901184082
roberta-base,78,temporal_clause,future,"After the teacher examined the system, the situation changed.","After the teacher will examine the system, the situation will change.",1.5181878805160522
roberta-base,78,temporal_clause,uncertainty,"After the teacher examined the system, the situation changed.","After the teacher may have examined the system, the situation changed.",0.9264295697212219
roberta-base,78,temporal_clause,passive,"After the teacher examined the system, the situation changed.","After the system was examined by the teacher, the situation changed.",0.7921280860900879
roberta-base,78,temporal_clause,formalization,"After the teacher examined the system, the situation changed.","It is true that after the teacher examined the system, the situation changed.",1.1734166145324707
roberta-base,78,reported_statement,negation,The report said that the teacher examined the system.,The report said that the teacher did not examine the system.,0.973330557346344
roberta-base,78,reported_statement,question,The report said that the teacher examined the system.,Did the report say that the teacher examined the system?,1.3496873378753662
roberta-base,78,reported_statement,future,The report said that the teacher examined the system.,The report said that the teacher will examine the system.,0.9437186121940613
roberta-base,78,reported_statement,uncertainty,The report said that the teacher examined the system.,The report said that the teacher may have examined the system.,0.9197662472724915
roberta-base,78,reported_statement,passive,The report said that the teacher examined the system.,The report said that the system was examined by the teacher.,0.7651388645172119
roberta-base,78,reported_statement,formalization,The report said that the teacher examined the system.,It is true that the report said that the teacher examined the system.,1.4114989042282104
roberta-base,78,conditional,negation,"If the teacher examined the system, the result mattered.","If the teacher did not examine the system, the result mattered.",0.9596419930458069
roberta-base,78,conditional,question,"If the teacher examined the system, the result mattered.",Did the result matter if the teacher examined the system?,1.198615550994873
roberta-base,78,conditional,future,"If the teacher examined the system, the result mattered.","If the teacher will examine the system, the result will matter.",1.3984055519104004
roberta-base,78,conditional,uncertainty,"If the teacher examined the system, the result mattered.","If the teacher may have examined the system, the result mattered.",0.9550080895423889
roberta-base,78,conditional,passive,"If the teacher examined the system, the result mattered.","If the system was examined by the teacher, the result mattered.",0.8901593685150146
roberta-base,78,conditional,formalization,"If the teacher examined the system, the result mattered.","It is true that if the teacher examined the system, the result mattered.",1.4109454154968262
roberta-base,79,simple_svo,negation,The analyst designed the decision.,The analyst did not design the decision.,1.4195959568023682
roberta-base,79,simple_svo,question,The analyst designed the decision.,Did the analyst design the decision?,1.6795560121536255
roberta-base,79,simple_svo,future,The analyst designed the decision.,The analyst will design the decision.,1.2825180292129517
roberta-base,79,simple_svo,uncertainty,The analyst designed the decision.,The analyst may have designed the decision.,1.5199615955352783
roberta-base,79,simple_svo,passive,The analyst designed the decision.,The decision was designed by the analyst.,1.3887479305267334
roberta-base,79,simple_svo,formalization,The analyst designed the decision.,It is true that the analyst designed the decision.,2.0249969959259033
roberta-base,79,with_context,negation,The analyst designed the decision before the presentation.,The analyst did not design the decision before the presentation.,1.1251786947250366
roberta-base,79,with_context,question,The analyst designed the decision before the presentation.,Did the analyst design the decision before the presentation?,1.5384680032730103
roberta-base,79,with_context,future,The analyst designed the decision before the presentation.,The analyst will design the decision before the presentation.,1.0947265625
roberta-base,79,with_context,uncertainty,The analyst designed the decision before the presentation.,The analyst may have designed the decision before the presentation.,1.3288341760635376
roberta-base,79,with_context,passive,The analyst designed the decision before the presentation.,The decision was designed by the analyst before the presentation.,1.0898165702819824
roberta-base,79,with_context,formalization,The analyst designed the decision before the presentation.,It is true that the analyst designed the decision before the presentation.,1.5624585151672363
roberta-base,79,relative_clause,negation,The person who designed the decision was the analyst.,The person who did not design the decision was the analyst.,0.8878123760223389
roberta-base,79,relative_clause,question,The person who designed the decision was the analyst.,Was the person who designed the decision the analyst?,1.3073701858520508
roberta-base,79,relative_clause,future,The person who designed the decision was the analyst.,The person who will design the decision is the analyst.,1.2965717315673828
roberta-base,79,relative_clause,uncertainty,The person who designed the decision was the analyst.,The person who may have designed the decision was the analyst.,1.166742205619812
roberta-base,79,relative_clause,passive,The person who designed the decision was the analyst.,The person by whom the decision was designed was the analyst.,1.5226752758026123
roberta-base,79,relative_clause,formalization,The person who designed the decision was the analyst.,It is true that the person who designed the decision was the analyst.,1.303727626800537
roberta-base,79,temporal_clause,negation,"After the analyst designed the decision, the situation changed.","After the analyst did not design the decision, the situation changed.",0.8683335781097412
roberta-base,79,temporal_clause,question,"After the analyst designed the decision, the situation changed.",Did the situation change after the analyst designed the decision?,1.3510288000106812
roberta-base,79,temporal_clause,future,"After the analyst designed the decision, the situation changed.","After the analyst will design the decision, the situation will change.",1.3947031497955322
roberta-base,79,temporal_clause,uncertainty,"After the analyst designed the decision, the situation changed.","After the analyst may have designed the decision, the situation changed.",1.0427708625793457
roberta-base,79,temporal_clause,passive,"After the analyst designed the decision, the situation changed.","After the decision was designed by the analyst, the situation changed.",0.7312615513801575
roberta-base,79,temporal_clause,formalization,"After the analyst designed the decision, the situation changed.","It is true that after the analyst designed the decision, the situation changed.",1.1408209800720215
roberta-base,79,reported_statement,negation,The report said that the analyst designed the decision.,The report said that the analyst did not design the decision.,0.9371907114982605
roberta-base,79,reported_statement,question,The report said that the analyst designed the decision.,Did the report say that the analyst designed the decision?,1.3829880952835083
roberta-base,79,reported_statement,future,The report said that the analyst designed the decision.,The report said that the analyst will design the decision.,1.034432053565979
roberta-base,79,reported_statement,uncertainty,The report said that the analyst designed the decision.,The report said that the analyst may have designed the decision.,0.9572673439979553
roberta-base,79,reported_statement,passive,The report said that the analyst designed the decision.,The report said that the decision was designed by the analyst.,0.8870372176170349
roberta-base,79,reported_statement,formalization,The report said that the analyst designed the decision.,It is true that the report said that the analyst designed the decision.,1.4392849206924438
roberta-base,79,conditional,negation,"If the analyst designed the decision, the result mattered.","If the analyst did not design the decision, the result mattered.",0.9257648587226868
roberta-base,79,conditional,question,"If the analyst designed the decision, the result mattered.",Did the result matter if the analyst designed the decision?,1.1953293085098267
roberta-base,79,conditional,future,"If the analyst designed the decision, the result mattered.","If the analyst will design the decision, the result will matter.",1.3134902715682983
roberta-base,79,conditional,uncertainty,"If the analyst designed the decision, the result mattered.","If the analyst may have designed the decision, the result mattered.",0.9794825315475464
roberta-base,79,conditional,passive,"If the analyst designed the decision, the result mattered.","If the decision was designed by the analyst, the result mattered.",0.7792102098464966
roberta-base,79,conditional,formalization,"If the analyst designed the decision, the result mattered.","It is true that if the analyst designed the decision, the result mattered.",1.25112783908844
roberta-base,80,simple_svo,negation,The artist tested the problem.,The artist did not test the problem.,1.4118022918701172
roberta-base,80,simple_svo,question,The artist tested the problem.,Did the artist test the problem?,1.641768455505371
roberta-base,80,simple_svo,future,The artist tested the problem.,The artist will test the problem.,1.400187373161316
roberta-base,80,simple_svo,uncertainty,The artist tested the problem.,The artist may have tested the problem.,1.601611852645874
roberta-base,80,simple_svo,passive,The artist tested the problem.,The problem was tested by the artist.,1.6431819200515747
roberta-base,80,simple_svo,formalization,The artist tested the problem.,It is true that the artist tested the problem.,2.2593331336975098
roberta-base,80,with_context,negation,The artist tested the problem before the deadline.,The artist did not test the problem before the deadline.,0.9043945074081421
roberta-base,80,with_context,question,The artist tested the problem before the deadline.,Did the artist test the problem before the deadline?,1.4002257585525513
roberta-base,80,with_context,future,The artist tested the problem before the deadline.,The artist will test the problem before the deadline.,1.048854112625122
roberta-base,80,with_context,uncertainty,The artist tested the problem before the deadline.,The artist may have tested the problem before the deadline.,1.1352144479751587
roberta-base,80,with_context,passive,The artist tested the problem before the deadline.,The problem was tested by the artist before the deadline.,1.0674113035202026
roberta-base,80,with_context,formalization,The artist tested the problem before the deadline.,It is true that the artist tested the problem before the deadline.,1.4997717142105103
roberta-base,80,relative_clause,negation,The person who tested the problem was the artist.,The person who did not test the problem was the artist.,1.0072904825210571
roberta-base,80,relative_clause,question,The person who tested the problem was the artist.,Was the person who tested the problem the artist?,1.4412602186203003
roberta-base,80,relative_clause,future,The person who tested the problem was the artist.,The person who will test the problem is the artist.,1.6673423051834106
roberta-base,80,relative_clause,uncertainty,The person who tested the problem was the artist.,The person who may have tested the problem was the artist.,1.1240366697311401
roberta-base,80,relative_clause,passive,The person who tested the problem was the artist.,The person by whom the problem was tested was the artist.,1.6584601402282715
roberta-base,80,relative_clause,formalization,The person who tested the problem was the artist.,It is true that the person who tested the problem was the artist.,1.4552044868469238
roberta-base,80,temporal_clause,negation,"After the artist tested the problem, the situation changed.","After the artist did not test the problem, the situation changed.",0.7706906795501709
roberta-base,80,temporal_clause,question,"After the artist tested the problem, the situation changed.",Did the situation change after the artist tested the problem?,1.3397178649902344
roberta-base,80,temporal_clause,future,"After the artist tested the problem, the situation changed.","After the artist will test the problem, the situation will change.",1.5131362676620483
roberta-base,80,temporal_clause,uncertainty,"After the artist tested the problem, the situation changed.","After the artist may have tested the problem, the situation changed.",0.9623549580574036
roberta-base,80,temporal_clause,passive,"After the artist tested the problem, the situation changed.","After the problem was tested by the artist, the situation changed.",0.8853548169136047
roberta-base,80,temporal_clause,formalization,"After the artist tested the problem, the situation changed.","It is true that after the artist tested the problem, the situation changed.",1.166634202003479
roberta-base,80,reported_statement,negation,The report said that the artist tested the problem.,The report said that the artist did not test the problem.,0.8700842261314392
roberta-base,80,reported_statement,question,The report said that the artist tested the problem.,Did the report say that the artist tested the problem?,1.3126871585845947
roberta-base,80,reported_statement,future,The report said that the artist tested the problem.,The report said that the artist will test the problem.,0.9650334715843201
roberta-base,80,reported_statement,uncertainty,The report said that the artist tested the problem.,The report said that the artist may have tested the problem.,0.8714622855186462
roberta-base,80,reported_statement,passive,The report said that the artist tested the problem.,The report said that the problem was tested by the artist.,0.9674595594406128
roberta-base,80,reported_statement,formalization,The report said that the artist tested the problem.,It is true that the report said that the artist tested the problem.,1.4470255374908447
roberta-base,80,conditional,negation,"If the artist tested the problem, the result mattered.","If the artist did not test the problem, the result mattered.",0.8668060898780823
roberta-base,80,conditional,question,"If the artist tested the problem, the result mattered.",Did the result matter if the artist tested the problem?,1.1986747980117798
roberta-base,80,conditional,future,"If the artist tested the problem, the result mattered.","If the artist will test the problem, the result will matter.",1.2393441200256348
roberta-base,80,conditional,uncertainty,"If the artist tested the problem, the result mattered.","If the artist may have tested the problem, the result mattered.",1.0268398523330688
roberta-base,80,conditional,passive,"If the artist tested the problem, the result mattered.","If the problem was tested by the artist, the result mattered.",0.8497477173805237
roberta-base,80,conditional,formalization,"If the artist tested the problem, the result mattered.","It is true that if the artist tested the problem, the result mattered.",1.2265406847000122
roberta-base,81,simple_svo,negation,The artist improved the signal.,The artist did not improve the signal.,1.3583165407180786
roberta-base,81,simple_svo,question,The artist improved the signal.,Did the artist improve the signal?,1.5575617551803589
roberta-base,81,simple_svo,future,The artist improved the signal.,The artist will improve the signal.,1.2334320545196533
roberta-base,81,simple_svo,uncertainty,The artist improved the signal.,The artist may have improved the signal.,1.5220592021942139
roberta-base,81,simple_svo,passive,The artist improved the signal.,The signal was improved by the artist.,1.632368803024292
roberta-base,81,simple_svo,formalization,The artist improved the signal.,It is true that the artist improved the signal.,2.299873113632202
roberta-base,81,with_context,negation,The artist improved the signal before the deadline.,The artist did not improve the signal before the deadline.,0.979400634765625
roberta-base,81,with_context,question,The artist improved the signal before the deadline.,Did the artist improve the signal before the deadline?,1.3323537111282349
roberta-base,81,with_context,future,The artist improved the signal before the deadline.,The artist will improve the signal before the deadline.,1.028591275215149
roberta-base,81,with_context,uncertainty,The artist improved the signal before the deadline.,The artist may have improved the signal before the deadline.,1.1800100803375244
roberta-base,81,with_context,passive,The artist improved the signal before the deadline.,The signal was improved by the artist before the deadline.,1.182011365890503
roberta-base,81,with_context,formalization,The artist improved the signal before the deadline.,It is true that the artist improved the signal before the deadline.,1.587587833404541
roberta-base,81,relative_clause,negation,The person who improved the signal was the artist.,The person who did not improve the signal was the artist.,0.9222263097763062
roberta-base,81,relative_clause,question,The person who improved the signal was the artist.,Was the person who improved the signal the artist?,1.3632477521896362
roberta-base,81,relative_clause,future,The person who improved the signal was the artist.,The person who will improve the signal is the artist.,1.4073642492294312
roberta-base,81,relative_clause,uncertainty,The person who improved the signal was the artist.,The person who may have improved the signal was the artist.,1.125975251197815
roberta-base,81,relative_clause,passive,The person who improved the signal was the artist.,The person by whom the signal was improved was the artist.,1.5451682806015015
roberta-base,81,relative_clause,formalization,The person who improved the signal was the artist.,It is true that the person who improved the signal was the artist.,1.547876238822937
roberta-base,81,temporal_clause,negation,"After the artist improved the signal, the situation changed.","After the artist did not improve the signal, the situation changed.",0.7502099871635437
roberta-base,81,temporal_clause,question,"After the artist improved the signal, the situation changed.",Did the situation change after the artist improved the signal?,1.2940322160720825
roberta-base,81,temporal_clause,future,"After the artist improved the signal, the situation changed.","After the artist will improve the signal, the situation will change.",1.460260272026062
roberta-base,81,temporal_clause,uncertainty,"After the artist improved the signal, the situation changed.","After the artist may have improved the signal, the situation changed.",0.9478585720062256
roberta-base,81,temporal_clause,passive,"After the artist improved the signal, the situation changed.","After the signal was improved by the artist, the situation changed.",0.9402301907539368
roberta-base,81,temporal_clause,formalization,"After the artist improved the signal, the situation changed.","It is true that after the artist improved the signal, the situation changed.",1.2221555709838867
roberta-base,81,reported_statement,negation,The report said that the artist improved the signal.,The report said that the artist did not improve the signal.,0.7952459454536438
roberta-base,81,reported_statement,question,The report said that the artist improved the signal.,Did the report say that the artist improved the signal?,1.3353242874145508
roberta-base,81,reported_statement,future,The report said that the artist improved the signal.,The report said that the artist will improve the signal.,0.8326096534729004
roberta-base,81,reported_statement,uncertainty,The report said that the artist improved the signal.,The report said that the artist may have improved the signal.,0.9110475182533264
roberta-base,81,reported_statement,passive,The report said that the artist improved the signal.,The report said that the signal was improved by the artist.,0.9101008772850037
roberta-base,81,reported_statement,formalization,The report said that the artist improved the signal.,It is true that the report said that the artist improved the signal.,1.4354616403579712
roberta-base,81,conditional,negation,"If the artist improved the signal, the result mattered.","If the artist did not improve the signal, the result mattered.",0.8109316825866699
roberta-base,81,conditional,question,"If the artist improved the signal, the result mattered.",Did the result matter if the artist improved the signal?,1.1596578359603882
roberta-base,81,conditional,future,"If the artist improved the signal, the result mattered.","If the artist will improve the signal, the result will matter.",1.3493422269821167
roberta-base,81,conditional,uncertainty,"If the artist improved the signal, the result mattered.","If the artist may have improved the signal, the result mattered.",0.9322689771652222
roberta-base,81,conditional,passive,"If the artist improved the signal, the result mattered.","If the signal was improved by the artist, the result mattered.",0.9138152003288269
roberta-base,81,conditional,formalization,"If the artist improved the signal, the result mattered.","It is true that if the artist improved the signal, the result mattered.",1.334456443786621
roberta-base,82,simple_svo,negation,The lawyer observed the client.,The lawyer did not observe the client.,1.421309471130371
roberta-base,82,simple_svo,question,The lawyer observed the client.,Did the lawyer observe the client?,1.8238224983215332
roberta-base,82,simple_svo,future,The lawyer observed the client.,The lawyer will observe the client.,1.403723120689392
roberta-base,82,simple_svo,uncertainty,The lawyer observed the client.,The lawyer may have observed the client.,1.377238392829895
roberta-base,82,simple_svo,passive,The lawyer observed the client.,The client was observed by the lawyer.,1.2659502029418945
roberta-base,82,simple_svo,formalization,The lawyer observed the client.,It is true that the lawyer observed the client.,2.153776168823242
roberta-base,82,with_context,negation,The lawyer observed the client in the laboratory.,The lawyer did not observe the client in the laboratory.,1.2195526361465454
roberta-base,82,with_context,question,The lawyer observed the client in the laboratory.,Did the lawyer observe the client in the laboratory?,1.4511101245880127
roberta-base,82,with_context,future,The lawyer observed the client in the laboratory.,The lawyer will observe the client in the laboratory.,1.1358764171600342
roberta-base,82,with_context,uncertainty,The lawyer observed the client in the laboratory.,The lawyer may have observed the client in the laboratory.,1.153023362159729
roberta-base,82,with_context,passive,The lawyer observed the client in the laboratory.,The client was observed by the lawyer in the laboratory.,1.0311522483825684
roberta-base,82,with_context,formalization,The lawyer observed the client in the laboratory.,It is true that the lawyer observed the client in the laboratory.,1.76393723487854
roberta-base,82,relative_clause,negation,The person who observed the client was the lawyer.,The person who did not observe the client was the lawyer.,0.9449169635772705
roberta-base,82,relative_clause,question,The person who observed the client was the lawyer.,Was the person who observed the client the lawyer?,1.3620933294296265
roberta-base,82,relative_clause,future,The person who observed the client was the lawyer.,The person who will observe the client is the lawyer.,1.620735764503479
roberta-base,82,relative_clause,uncertainty,The person who observed the client was the lawyer.,The person who may have observed the client was the lawyer.,0.9968745112419128
roberta-base,82,relative_clause,passive,The person who observed the client was the lawyer.,The person by whom the client was observed was the lawyer.,1.711305022239685
roberta-base,82,relative_clause,formalization,The person who observed the client was the lawyer.,It is true that the person who observed the client was the lawyer.,1.3211616277694702
roberta-base,82,temporal_clause,negation,"After the lawyer observed the client, the situation changed.","After the lawyer did not observe the client, the situation changed.",0.821352481842041
roberta-base,82,temporal_clause,question,"After the lawyer observed the client, the situation changed.",Did the situation change after the lawyer observed the client?,1.3330763578414917
roberta-base,82,temporal_clause,future,"After the lawyer observed the client, the situation changed.","After the lawyer will observe the client, the situation will change.",1.506110429763794
roberta-base,82,temporal_clause,uncertainty,"After the lawyer observed the client, the situation changed.","After the lawyer may have observed the client, the situation changed.",0.9760401844978333
roberta-base,82,temporal_clause,passive,"After the lawyer observed the client, the situation changed.","After the client was observed by the lawyer, the situation changed.",0.7208863496780396
roberta-base,82,temporal_clause,formalization,"After the lawyer observed the client, the situation changed.","It is true that after the lawyer observed the client, the situation changed.",1.1529196500778198
roberta-base,82,reported_statement,negation,The report said that the lawyer observed the client.,The report said that the lawyer did not observe the client.,0.9547998309135437
roberta-base,82,reported_statement,question,The report said that the lawyer observed the client.,Did the report say that the lawyer observed the client?,1.6144676208496094
roberta-base,82,reported_statement,future,The report said that the lawyer observed the client.,The report said that the lawyer will observe the client.,1.016080617904663
roberta-base,82,reported_statement,uncertainty,The report said that the lawyer observed the client.,The report said that the lawyer may have observed the client.,1.0365787744522095
roberta-base,82,reported_statement,passive,The report said that the lawyer observed the client.,The report said that the client was observed by the lawyer.,0.7989804148674011
roberta-base,82,reported_statement,formalization,The report said that the lawyer observed the client.,It is true that the report said that the lawyer observed the client.,1.3563898801803589
roberta-base,82,conditional,negation,"If the lawyer observed the client, the result mattered.","If the lawyer did not observe the client, the result mattered.",0.8784921169281006
roberta-base,82,conditional,question,"If the lawyer observed the client, the result mattered.",Did the result matter if the lawyer observed the client?,1.3110624551773071
roberta-base,82,conditional,future,"If the lawyer observed the client, the result mattered.","If the lawyer will observe the client, the result will matter.",1.2940326929092407
roberta-base,82,conditional,uncertainty,"If the lawyer observed the client, the result mattered.","If the lawyer may have observed the client, the result mattered.",0.9120323061943054
roberta-base,82,conditional,passive,"If the lawyer observed the client, the result mattered.","If the client was observed by the lawyer, the result mattered.",0.7903347611427307
roberta-base,82,conditional,formalization,"If the lawyer observed the client, the result mattered.","It is true that if the lawyer observed the client, the result mattered.",1.3114949464797974
roberta-base,83,simple_svo,negation,The programmer defended the garden.,The programmer did not defend the garden.,1.2293767929077148
roberta-base,83,simple_svo,question,The programmer defended the garden.,Did the programmer defend the garden?,1.635284185409546
roberta-base,83,simple_svo,future,The programmer defended the garden.,The programmer will defend the garden.,1.2603418827056885
roberta-base,83,simple_svo,uncertainty,The programmer defended the garden.,The programmer may have defended the garden.,1.4061148166656494
roberta-base,83,simple_svo,passive,The programmer defended the garden.,The garden was defended by the programmer.,1.3074012994766235
roberta-base,83,simple_svo,formalization,The programmer defended the garden.,It is true that the programmer defended the garden.,2.391890287399292
roberta-base,83,with_context,negation,The programmer defended the garden after the interview.,The programmer did not defend the garden after the interview.,0.904940128326416
roberta-base,83,with_context,question,The programmer defended the garden after the interview.,Did the programmer defend the garden after the interview?,1.239423394203186
roberta-base,83,with_context,future,The programmer defended the garden after the interview.,The programmer will defend the garden after the interview.,0.9663020372390747
