split,base_id,syntax_family,class,source,target,source_idx,target_idx
test,test_38,relative_clause,question,The person who designed the client was the chef.,Is there evidence that the person who designed the client was the chef?,447,3572
test,test_38,relative_clause,future,The person who designed the client was the chef.,The person who is expected to design the client is the chef.,447,3573
test,test_38,relative_clause,uncertainty,The person who designed the client was the chef.,The person who probably designed the client was the chef.,447,3574
test,test_38,relative_clause,passive,The person who designed the client was the chef.,The person by whom the client was successfully designed was the chef.,447,3575
test,test_38,relative_clause,formalization,The person who designed the client was the chef.,One can state that the person who designed the client was the chef.,447,3576
test,test_38,temporal_clause,negation,"After the chef designed the client, the situation changed.","After the chef failed to design the client, the situation changed.",448,3577
test,test_38,temporal_clause,question,"After the chef designed the client, the situation changed.",Was it true that the situation changed after the chef designed the client?,448,3578
test,test_38,temporal_clause,future,"After the chef designed the client, the situation changed.","After the chef is likely to design the client, the situation will change.",448,3579
test,test_38,temporal_clause,uncertainty,"After the chef designed the client, the situation changed.","It is possible that after the chef designed the client, the situation changed.",448,3580
test,test_38,temporal_clause,passive,"After the chef designed the client, the situation changed.","After the client was eventually designed by the chef, the situation changed.",448,3581
test,test_38,temporal_clause,formalization,"After the chef designed the client, the situation changed.","It can be formally said that after the chef designed the client, the situation changed.",448,3582
test,test_38,reported_statement,negation,The report said that the chef designed the client.,The report said that the chef failed to design the client.,449,3583
test,test_38,reported_statement,question,The report said that the chef designed the client.,Is there evidence that the report said the chef designed the client?,449,3584
test,test_38,reported_statement,future,The report said that the chef designed the client.,The report said that the chef plans to design the client.,449,3585
test,test_38,reported_statement,uncertainty,The report said that the chef designed the client.,The report said that the chef probably designed the client.,449,3586
test,test_38,reported_statement,passive,The report said that the chef designed the client.,The report said that the client got designed by the chef.,449,3587
test,test_38,reported_statement,formalization,The report said that the chef designed the client.,The statement that the report said the chef designed the client is true.,449,3588
test,test_38,conditional,negation,"If the chef designed the client, the result mattered.","If the chef could not design the client, the result mattered.",450,3589
test,test_38,conditional,question,"If the chef designed the client, the result mattered.",Is there evidence that the result mattered if the chef designed the client?,450,3590
test,test_38,conditional,future,"If the chef designed the client, the result mattered.","If the chef plans to design the client, the result will matter.",450,3591
test,test_38,conditional,uncertainty,"If the chef designed the client, the result mattered.","If it is possible that the chef designed the client, the result mattered.",450,3592
test,test_38,conditional,passive,"If the chef designed the client, the result mattered.","If the client was successfully designed by the chef, the result mattered.",450,3593
test,test_38,conditional,formalization,"If the chef designed the client, the result mattered.","One can state that if the chef designed the client, the result mattered.",450,3594
test,test_39,relative_clause,negation,The person who tested the question was the nurse.,The person who was unable to test the question was the nurse.,451,3595
test,test_39,relative_clause,question,The person who tested the question was the nurse.,Was it true that the person who tested the question was the nurse?,451,3596
test,test_39,relative_clause,future,The person who tested the question was the nurse.,The person who plans to test the question is the nurse.,451,3597
test,test_39,relative_clause,uncertainty,The person who tested the question was the nurse.,It is possible that the person who tested the question was the nurse.,451,3598
test,test_39,relative_clause,passive,The person who tested the question was the nurse.,The person by whom the question was successfully tested was the nurse.,451,3599
test,test_39,relative_clause,formalization,The person who tested the question was the nurse.,One can state that the person who tested the question was the nurse.,451,3600
test,test_39,temporal_clause,negation,"After the nurse tested the question, the situation changed.","After the nurse was unable to test the question, the situation changed.",452,3601
test,test_39,temporal_clause,question,"After the nurse tested the question, the situation changed.",Can we confirm that the situation changed after the nurse tested the question?,452,3602
test,test_39,temporal_clause,future,"After the nurse tested the question, the situation changed.","After the nurse plans to test the question, the situation will change.",452,3603
test,test_39,temporal_clause,uncertainty,"After the nurse tested the question, the situation changed.","It is possible that after the nurse tested the question, the situation changed.",452,3604
test,test_39,temporal_clause,passive,"After the nurse tested the question, the situation changed.","After the question was eventually tested by the nurse, the situation changed.",452,3605
test,test_39,temporal_clause,formalization,"After the nurse tested the question, the situation changed.","The statement that after the nurse tested the question, the situation changed is true.",452,3606
test,test_39,reported_statement,negation,The report said that the nurse tested the question.,The report said that the nurse failed to test the question.,453,3607
test,test_39,reported_statement,question,The report said that the nurse tested the question.,Can we confirm that the report said the nurse tested the question?,453,3608
test,test_39,reported_statement,future,The report said that the nurse tested the question.,The report said that the nurse is likely to test the question.,453,3609
test,test_39,reported_statement,uncertainty,The report said that the nurse tested the question.,The report said it is possible that the nurse tested the question.,453,3610
test,test_39,reported_statement,passive,The report said that the nurse tested the question.,The report said that the question got tested by the nurse.,453,3611
test,test_39,reported_statement,formalization,The report said that the nurse tested the question.,It can be formally said that the report said the nurse tested the question.,453,3612
test,test_39,conditional,negation,"If the nurse tested the question, the result mattered.","If the nurse could not test the question, the result mattered.",454,3613
test,test_39,conditional,question,"If the nurse tested the question, the result mattered.",Was it true that the result mattered if the nurse tested the question?,454,3614
test,test_39,conditional,future,"If the nurse tested the question, the result mattered.","If the nurse plans to test the question, the result will matter.",454,3615
test,test_39,conditional,uncertainty,"If the nurse tested the question, the result mattered.","If the nurse probably tested the question, the result mattered.",454,3616
test,test_39,conditional,passive,"If the nurse tested the question, the result mattered.","If the question got tested by the nurse, the result mattered.",454,3617
test,test_39,conditional,formalization,"If the nurse tested the question, the result mattered.","One can state that if the nurse tested the question, the result mattered.",454,3618
test,test_40,relative_clause,negation,The person who analyzed the question was the researcher.,The person who was unable to analyze the question was the researcher.,455,3619
test,test_40,relative_clause,question,The person who analyzed the question was the researcher.,Is there evidence that the person who analyzed the question was the researcher?,455,3620
test,test_40,relative_clause,future,The person who analyzed the question was the researcher.,The person who is likely to analyze the question is the researcher.,455,3621
test,test_40,relative_clause,uncertainty,The person who analyzed the question was the researcher.,There is a chance that the person who analyzed the question was the researcher.,455,3622
test,test_40,relative_clause,passive,The person who analyzed the question was the researcher.,The person by whom the question got analyzed was the researcher.,455,3623
test,test_40,relative_clause,formalization,The person who analyzed the question was the researcher.,The statement that the person who analyzed the question was the researcher is true.,455,3624
test,test_40,temporal_clause,negation,"After the researcher analyzed the question, the situation changed.","After the researcher could not analyze the question, the situation changed.",456,3625
test,test_40,temporal_clause,question,"After the researcher analyzed the question, the situation changed.",Can we confirm that the situation changed after the researcher analyzed the question?,456,3626
test,test_40,temporal_clause,future,"After the researcher analyzed the question, the situation changed.","After the researcher is likely to analyze the question, the situation will change.",456,3627
test,test_40,temporal_clause,uncertainty,"After the researcher analyzed the question, the situation changed.","After the researcher probably analyzed the question, the situation changed.",456,3628
test,test_40,temporal_clause,passive,"After the researcher analyzed the question, the situation changed.","After the question was successfully analyzed by the researcher, the situation changed.",456,3629
test,test_40,temporal_clause,formalization,"After the researcher analyzed the question, the situation changed.","The statement that after the researcher analyzed the question, the situation changed is true.",456,3630
test,test_40,reported_statement,negation,The report said that the researcher analyzed the question.,The report said that the researcher failed to analyze the question.,457,3631
test,test_40,reported_statement,question,The report said that the researcher analyzed the question.,Was it true that the report said the researcher analyzed the question?,457,3632
test,test_40,reported_statement,future,The report said that the researcher analyzed the question.,The report said that the researcher is likely to analyze the question.,457,3633
test,test_40,reported_statement,uncertainty,The report said that the researcher analyzed the question.,The report said there is a chance that the researcher analyzed the question.,457,3634
test,test_40,reported_statement,passive,The report said that the researcher analyzed the question.,The report said that the question was successfully analyzed by the researcher.,457,3635
test,test_40,reported_statement,formalization,The report said that the researcher analyzed the question.,One can state that the report said the researcher analyzed the question.,457,3636
test,test_40,conditional,negation,"If the researcher analyzed the question, the result mattered.","If the researcher was unable to analyze the question, the result mattered.",458,3637
test,test_40,conditional,question,"If the researcher analyzed the question, the result mattered.",Is there evidence that the result mattered if the researcher analyzed the question?,458,3638
test,test_40,conditional,future,"If the researcher analyzed the question, the result mattered.","If the researcher plans to analyze the question, the result will matter.",458,3639
test,test_40,conditional,uncertainty,"If the researcher analyzed the question, the result mattered.","If the researcher probably analyzed the question, the result mattered.",458,3640
test,test_40,conditional,passive,"If the researcher analyzed the question, the result mattered.","If the question got analyzed by the researcher, the result mattered.",458,3641
test,test_40,conditional,formalization,"If the researcher analyzed the question, the result mattered.","It can be formally said that if the researcher analyzed the question, the result mattered.",458,3642
test,test_41,relative_clause,negation,The person who studied the garden was the analyst.,The person who could not study the garden was the analyst.,459,3643
test,test_41,relative_clause,question,The person who studied the garden was the analyst.,Is there evidence that the person who studied the garden was the analyst?,459,3644
test,test_41,relative_clause,future,The person who studied the garden was the analyst.,The person who plans to study the garden is the analyst.,459,3645
test,test_41,relative_clause,uncertainty,The person who studied the garden was the analyst.,There is a chance that the person who studied the garden was the analyst.,459,3646
test,test_41,relative_clause,passive,The person who studied the garden was the analyst.,The person by whom the garden was successfully studied was the analyst.,459,3647
test,test_41,relative_clause,formalization,The person who studied the garden was the analyst.,One can state that the person who studied the garden was the analyst.,459,3648
test,test_41,temporal_clause,negation,"After the analyst studied the garden, the situation changed.","After the analyst was unable to study the garden, the situation changed.",460,3649
test,test_41,temporal_clause,question,"After the analyst studied the garden, the situation changed.",Can we confirm that the situation changed after the analyst studied the garden?,460,3650
test,test_41,temporal_clause,future,"After the analyst studied the garden, the situation changed.","After the analyst is expected to study the garden, the situation will change.",460,3651
test,test_41,temporal_clause,uncertainty,"After the analyst studied the garden, the situation changed.","There is a chance that after the analyst studied the garden, the situation changed.",460,3652
test,test_41,temporal_clause,passive,"After the analyst studied the garden, the situation changed.","After the garden got studied by the analyst, the situation changed.",460,3653
test,test_41,temporal_clause,formalization,"After the analyst studied the garden, the situation changed.","The statement that after the analyst studied the garden, the situation changed is true.",460,3654
test,test_41,reported_statement,negation,The report said that the analyst studied the garden.,The report said that the analyst was unable to study the garden.,461,3655
test,test_41,reported_statement,question,The report said that the analyst studied the garden.,Is there evidence that the report said the analyst studied the garden?,461,3656
test,test_41,reported_statement,future,The report said that the analyst studied the garden.,The report said that the analyst plans to study the garden.,461,3657
test,test_41,reported_statement,uncertainty,The report said that the analyst studied the garden.,The report said that the analyst probably studied the garden.,461,3658
test,test_41,reported_statement,passive,The report said that the analyst studied the garden.,The report said that the garden was eventually studied by the analyst.,461,3659
test,test_41,reported_statement,formalization,The report said that the analyst studied the garden.,The statement that the report said the analyst studied the garden is true.,461,3660
test,test_41,conditional,negation,"If the analyst studied the garden, the result mattered.","If the analyst was unable to study the garden, the result mattered.",462,3661
test,test_41,conditional,question,"If the analyst studied the garden, the result mattered.",Was it true that the result mattered if the analyst studied the garden?,462,3662
test,test_41,conditional,future,"If the analyst studied the garden, the result mattered.","If the analyst is likely to study the garden, the result will matter.",462,3663
test,test_41,conditional,uncertainty,"If the analyst studied the garden, the result mattered.","If there is a chance that the analyst studied the garden, the result mattered.",462,3664
test,test_41,conditional,passive,"If the analyst studied the garden, the result mattered.","If the garden was eventually studied by the analyst, the result mattered.",462,3665
test,test_41,conditional,formalization,"If the analyst studied the garden, the result mattered.","One can state that if the analyst studied the garden, the result mattered.",462,3666
test,test_42,relative_clause,negation,The person who examined the family was the lawyer.,The person who failed to examine the family was the lawyer.,463,3667
test,test_42,relative_clause,question,The person who examined the family was the lawyer.,Was it true that the person who examined the family was the lawyer?,463,3668
test,test_42,relative_clause,future,The person who examined the family was the lawyer.,The person who is likely to examine the family is the lawyer.,463,3669
test,test_42,relative_clause,uncertainty,The person who examined the family was the lawyer.,The person who probably examined the family was the lawyer.,463,3670
test,test_42,relative_clause,passive,The person who examined the family was the lawyer.,The person by whom the family was successfully examined was the lawyer.,463,3671
test,test_42,relative_clause,formalization,The person who examined the family was the lawyer.,It can be formally said that the person who examined the family was the lawyer.,463,3672
test,test_42,temporal_clause,negation,"After the lawyer examined the family, the situation changed.","After the lawyer was unable to examine the family, the situation changed.",464,3673
test,test_42,temporal_clause,question,"After the lawyer examined the family, the situation changed.",Is there evidence that the situation changed after the lawyer examined the family?,464,3674
test,test_42,temporal_clause,future,"After the lawyer examined the family, the situation changed.","After the lawyer is likely to examine the family, the situation will change.",464,3675
test,test_42,temporal_clause,uncertainty,"After the lawyer examined the family, the situation changed.","After the lawyer probably examined the family, the situation changed.",464,3676
test,test_42,temporal_clause,passive,"After the lawyer examined the family, the situation changed.","After the family got examined by the lawyer, the situation changed.",464,3677
test,test_42,temporal_clause,formalization,"After the lawyer examined the family, the situation changed.","It can be formally said that after the lawyer examined the family, the situation changed.",464,3678
test,test_42,reported_statement,negation,The report said that the lawyer examined the family.,The report said that the lawyer was unable to examine the family.,465,3679
test,test_42,reported_statement,question,The report said that the lawyer examined the family.,Can we confirm that the report said the lawyer examined the family?,465,3680
test,test_42,reported_statement,future,The report said that the lawyer examined the family.,The report said that the lawyer is expected to examine the family.,465,3681
test,test_42,reported_statement,uncertainty,The report said that the lawyer examined the family.,The report said there is a chance that the lawyer examined the family.,465,3682
test,test_42,reported_statement,passive,The report said that the lawyer examined the family.,The report said that the family was successfully examined by the lawyer.,465,3683
test,test_42,reported_statement,formalization,The report said that the lawyer examined the family.,One can state that the report said the lawyer examined the family.,465,3684
test,test_42,conditional,negation,"If the lawyer examined the family, the result mattered.","If the lawyer could not examine the family, the result mattered.",466,3685
test,test_42,conditional,question,"If the lawyer examined the family, the result mattered.",Was it true that the result mattered if the lawyer examined the family?,466,3686
test,test_42,conditional,future,"If the lawyer examined the family, the result mattered.","If the lawyer is expected to examine the family, the result will matter.",466,3687
test,test_42,conditional,uncertainty,"If the lawyer examined the family, the result mattered.","If it is possible that the lawyer examined the family, the result mattered.",466,3688
test,test_42,conditional,passive,"If the lawyer examined the family, the result mattered.","If the family got examined by the lawyer, the result mattered.",466,3689
test,test_42,conditional,formalization,"If the lawyer examined the family, the result mattered.","The statement that if the lawyer examined the family, the result mattered is true.",466,3690
test,test_43,relative_clause,negation,The person who wrote the garden was the musician.,The person who could not write the garden was the musician.,467,3691
test,test_43,relative_clause,question,The person who wrote the garden was the musician.,Can we confirm that the person who wrote the garden was the musician?,467,3692
test,test_43,relative_clause,future,The person who wrote the garden was the musician.,The person who is likely to write the garden is the musician.,467,3693
test,test_43,relative_clause,uncertainty,The person who wrote the garden was the musician.,It is possible that the person who wrote the garden was the musician.,467,3694
test,test_43,relative_clause,passive,The person who wrote the garden was the musician.,The person by whom the garden was eventually wrote was the musician.,467,3695
test,test_43,relative_clause,formalization,The person who wrote the garden was the musician.,The statement that the person who wrote the garden was the musician is true.,467,3696
test,test_43,temporal_clause,negation,"After the musician wrote the garden, the situation changed.","After the musician was unable to write the garden, the situation changed.",468,3697
test,test_43,temporal_clause,question,"After the musician wrote the garden, the situation changed.",Is there evidence that the situation changed after the musician wrote the garden?,468,3698
test,test_43,temporal_clause,future,"After the musician wrote the garden, the situation changed.","After the musician is likely to write the garden, the situation will change.",468,3699
test,test_43,temporal_clause,uncertainty,"After the musician wrote the garden, the situation changed.","There is a chance that after the musician wrote the garden, the situation changed.",468,3700
test,test_43,temporal_clause,passive,"After the musician wrote the garden, the situation changed.","After the garden was eventually wrote by the musician, the situation changed.",468,3701
test,test_43,temporal_clause,formalization,"After the musician wrote the garden, the situation changed.","The statement that after the musician wrote the garden, the situation changed is true.",468,3702
test,test_43,reported_statement,negation,The report said that the musician wrote the garden.,The report said that the musician could not write the garden.,469,3703
test,test_43,reported_statement,question,The report said that the musician wrote the garden.,Was it true that the report said the musician wrote the garden?,469,3704
test,test_43,reported_statement,future,The report said that the musician wrote the garden.,The report said that the musician is likely to write the garden.,469,3705
test,test_43,reported_statement,uncertainty,The report said that the musician wrote the garden.,The report said that the musician probably wrote the garden.,469,3706
test,test_43,reported_statement,passive,The report said that the musician wrote the garden.,The report said that the garden was successfully wrote by the musician.,469,3707
test,test_43,reported_statement,formalization,The report said that the musician wrote the garden.,The statement that the report said the musician wrote the garden is true.,469,3708
test,test_43,conditional,negation,"If the musician wrote the garden, the result mattered.","If the musician was unable to write the garden, the result mattered.",470,3709
test,test_43,conditional,question,"If the musician wrote the garden, the result mattered.",Can we confirm that the result mattered if the musician wrote the garden?,470,3710
test,test_43,conditional,future,"If the musician wrote the garden, the result mattered.","If the musician is likely to write the garden, the result will matter.",470,3711
test,test_43,conditional,uncertainty,"If the musician wrote the garden, the result mattered.","If the musician probably wrote the garden, the result mattered.",470,3712
test,test_43,conditional,passive,"If the musician wrote the garden, the result mattered.","If the garden was eventually wrote by the musician, the result mattered.",470,3713
test,test_43,conditional,formalization,"If the musician wrote the garden, the result mattered.","The statement that if the musician wrote the garden, the result mattered is true.",470,3714
test,test_44,relative_clause,negation,The person who explained the client was the farmer.,The person who could not explain the client was the farmer.,471,3715
test,test_44,relative_clause,question,The person who explained the client was the farmer.,Can we confirm that the person who explained the client was the farmer?,471,3716
test,test_44,relative_clause,future,The person who explained the client was the farmer.,The person who is likely to explain the client is the farmer.,471,3717
test,test_44,relative_clause,uncertainty,The person who explained the client was the farmer.,It is possible that the person who explained the client was the farmer.,471,3718
test,test_44,relative_clause,passive,The person who explained the client was the farmer.,The person by whom the client was successfully explained was the farmer.,471,3719
test,test_44,relative_clause,formalization,The person who explained the client was the farmer.,The statement that the person who explained the client was the farmer is true.,471,3720
test,test_44,temporal_clause,negation,"After the farmer explained the client, the situation changed.","After the farmer failed to explain the client, the situation changed.",472,3721
test,test_44,temporal_clause,question,"After the farmer explained the client, the situation changed.",Can we confirm that the situation changed after the farmer explained the client?,472,3722
test,test_44,temporal_clause,future,"After the farmer explained the client, the situation changed.","After the farmer plans to explain the client, the situation will change.",472,3723
test,test_44,temporal_clause,uncertainty,"After the farmer explained the client, the situation changed.","After the farmer probably explained the client, the situation changed.",472,3724
test,test_44,temporal_clause,passive,"After the farmer explained the client, the situation changed.","After the client got explained by the farmer, the situation changed.",472,3725
test,test_44,temporal_clause,formalization,"After the farmer explained the client, the situation changed.","It can be formally said that after the farmer explained the client, the situation changed.",472,3726
test,test_44,reported_statement,negation,The report said that the farmer explained the client.,The report said that the farmer could not explain the client.,473,3727
test,test_44,reported_statement,question,The report said that the farmer explained the client.,Is there evidence that the report said the farmer explained the client?,473,3728
test,test_44,reported_statement,future,The report said that the farmer explained the client.,The report said that the farmer is expected to explain the client.,473,3729
test,test_44,reported_statement,uncertainty,The report said that the farmer explained the client.,The report said there is a chance that the farmer explained the client.,473,3730
test,test_44,reported_statement,passive,The report said that the farmer explained the client.,The report said that the client was eventually explained by the farmer.,473,3731
test,test_44,reported_statement,formalization,The report said that the farmer explained the client.,It can be formally said that the report said the farmer explained the client.,473,3732
test,test_44,conditional,negation,"If the farmer explained the client, the result mattered.","If the farmer failed to explain the client, the result mattered.",474,3733
test,test_44,conditional,question,"If the farmer explained the client, the result mattered.",Is there evidence that the result mattered if the farmer explained the client?,474,3734
test,test_44,conditional,future,"If the farmer explained the client, the result mattered.","If the farmer is expected to explain the client, the result will matter.",474,3735
test,test_44,conditional,uncertainty,"If the farmer explained the client, the result mattered.","If it is possible that the farmer explained the client, the result mattered.",474,3736
test,test_44,conditional,passive,"If the farmer explained the client, the result mattered.","If the client was eventually explained by the farmer, the result mattered.",474,3737
test,test_44,conditional,formalization,"If the farmer explained the client, the result mattered.","It can be formally said that if the farmer explained the client, the result mattered.",474,3738
test,test_45,relative_clause,negation,The person who measured the document was the farmer.,The person who could not measure the document was the farmer.,475,3739
test,test_45,relative_clause,question,The person who measured the document was the farmer.,Can we confirm that the person who measured the document was the farmer?,475,3740
test,test_45,relative_clause,future,The person who measured the document was the farmer.,The person who is expected to measure the document is the farmer.,475,3741
test,test_45,relative_clause,uncertainty,The person who measured the document was the farmer.,There is a chance that the person who measured the document was the farmer.,475,3742
test,test_45,relative_clause,passive,The person who measured the document was the farmer.,The person by whom the document was successfully measured was the farmer.,475,3743
test,test_45,relative_clause,formalization,The person who measured the document was the farmer.,It can be formally said that the person who measured the document was the farmer.,475,3744
test,test_45,temporal_clause,negation,"After the farmer measured the document, the situation changed.","After the farmer was unable to measure the document, the situation changed.",476,3745
test,test_45,temporal_clause,question,"After the farmer measured the document, the situation changed.",Can we confirm that the situation changed after the farmer measured the document?,476,3746
test,test_45,temporal_clause,future,"After the farmer measured the document, the situation changed.","After the farmer is likely to measure the document, the situation will change.",476,3747
test,test_45,temporal_clause,uncertainty,"After the farmer measured the document, the situation changed.","After the farmer probably measured the document, the situation changed.",476,3748
test,test_45,temporal_clause,passive,"After the farmer measured the document, the situation changed.","After the document was successfully measured by the farmer, the situation changed.",476,3749
test,test_45,temporal_clause,formalization,"After the farmer measured the document, the situation changed.","One can state that after the farmer measured the document, the situation changed.",476,3750
test,test_45,reported_statement,negation,The report said that the farmer measured the document.,The report said that the farmer could not measure the document.,477,3751
test,test_45,reported_statement,question,The report said that the farmer measured the document.,Can we confirm that the report said the farmer measured the document?,477,3752
test,test_45,reported_statement,future,The report said that the farmer measured the document.,The report said that the farmer is expected to measure the document.,477,3753
test,test_45,reported_statement,uncertainty,The report said that the farmer measured the document.,The report said that the farmer probably measured the document.,477,3754
test,test_45,reported_statement,passive,The report said that the farmer measured the document.,The report said that the document was eventually measured by the farmer.,477,3755
test,test_45,reported_statement,formalization,The report said that the farmer measured the document.,The statement that the report said the farmer measured the document is true.,477,3756
test,test_45,conditional,negation,"If the farmer measured the document, the result mattered.","If the farmer was unable to measure the document, the result mattered.",478,3757
test,test_45,conditional,question,"If the farmer measured the document, the result mattered.",Is there evidence that the result mattered if the farmer measured the document?,478,3758
test,test_45,conditional,future,"If the farmer measured the document, the result mattered.","If the farmer plans to measure the document, the result will matter.",478,3759
test,test_45,conditional,uncertainty,"If the farmer measured the document, the result mattered.","If it is possible that the farmer measured the document, the result mattered.",478,3760
test,test_45,conditional,passive,"If the farmer measured the document, the result mattered.","If the document was successfully measured by the farmer, the result mattered.",478,3761
test,test_45,conditional,formalization,"If the farmer measured the document, the result mattered.","It can be formally said that if the farmer measured the document, the result mattered.",478,3762
test,test_46,relative_clause,negation,The person who tested the experiment was the nurse.,The person who could not test the experiment was the nurse.,479,3763
test,test_46,relative_clause,question,The person who tested the experiment was the nurse.,Can we confirm that the person who tested the experiment was the nurse?,479,3764
test,test_46,relative_clause,future,The person who tested the experiment was the nurse.,The person who is likely to test the experiment is the nurse.,479,3765
test,test_46,relative_clause,uncertainty,The person who tested the experiment was the nurse.,The person who probably tested the experiment was the nurse.,479,3766
test,test_46,relative_clause,passive,The person who tested the experiment was the nurse.,The person by whom the experiment was eventually tested was the nurse.,479,3767
test,test_46,relative_clause,formalization,The person who tested the experiment was the nurse.,The statement that the person who tested the experiment was the nurse is true.,479,3768
test,test_46,temporal_clause,negation,"After the nurse tested the experiment, the situation changed.","After the nurse failed to test the experiment, the situation changed.",480,3769
test,test_46,temporal_clause,question,"After the nurse tested the experiment, the situation changed.",Is there evidence that the situation changed after the nurse tested the experiment?,480,3770
test,test_46,temporal_clause,future,"After the nurse tested the experiment, the situation changed.","After the nurse is likely to test the experiment, the situation will change.",480,3771
test,test_46,temporal_clause,uncertainty,"After the nurse tested the experiment, the situation changed.","After the nurse probably tested the experiment, the situation changed.",480,3772
test,test_46,temporal_clause,passive,"After the nurse tested the experiment, the situation changed.","After the experiment got tested by the nurse, the situation changed.",480,3773
test,test_46,temporal_clause,formalization,"After the nurse tested the experiment, the situation changed.","It can be formally said that after the nurse tested the experiment, the situation changed.",480,3774
test,test_46,reported_statement,negation,The report said that the nurse tested the experiment.,The report said that the nurse could not test the experiment.,481,3775
test,test_46,reported_statement,question,The report said that the nurse tested the experiment.,Was it true that the report said the nurse tested the experiment?,481,3776
test,test_46,reported_statement,future,The report said that the nurse tested the experiment.,The report said that the nurse is likely to test the experiment.,481,3777
test,test_46,reported_statement,uncertainty,The report said that the nurse tested the experiment.,The report said that the nurse probably tested the experiment.,481,3778
test,test_46,reported_statement,passive,The report said that the nurse tested the experiment.,The report said that the experiment was eventually tested by the nurse.,481,3779
test,test_46,reported_statement,formalization,The report said that the nurse tested the experiment.,It can be formally said that the report said the nurse tested the experiment.,481,3780
test,test_46,conditional,negation,"If the nurse tested the experiment, the result mattered.","If the nurse failed to test the experiment, the result mattered.",482,3781
test,test_46,conditional,question,"If the nurse tested the experiment, the result mattered.",Can we confirm that the result mattered if the nurse tested the experiment?,482,3782
test,test_46,conditional,future,"If the nurse tested the experiment, the result mattered.","If the nurse is likely to test the experiment, the result will matter.",482,3783
test,test_46,conditional,uncertainty,"If the nurse tested the experiment, the result mattered.","If it is possible that the nurse tested the experiment, the result mattered.",482,3784
test,test_46,conditional,passive,"If the nurse tested the experiment, the result mattered.","If the experiment was eventually tested by the nurse, the result mattered.",482,3785
test,test_46,conditional,formalization,"If the nurse tested the experiment, the result mattered.","It can be formally said that if the nurse tested the experiment, the result mattered.",482,3786
test,test_47,relative_clause,negation,The person who discovered the family was the nurse.,The person who was unable to discover the family was the nurse.,483,3787
test,test_47,relative_clause,question,The person who discovered the family was the nurse.,Can we confirm that the person who discovered the family was the nurse?,483,3788
test,test_47,relative_clause,future,The person who discovered the family was the nurse.,The person who plans to discover the family is the nurse.,483,3789
test,test_47,relative_clause,uncertainty,The person who discovered the family was the nurse.,The person who probably discovered the family was the nurse.,483,3790
test,test_47,relative_clause,passive,The person who discovered the family was the nurse.,The person by whom the family got discovered was the nurse.,483,3791
test,test_47,relative_clause,formalization,The person who discovered the family was the nurse.,It can be formally said that the person who discovered the family was the nurse.,483,3792
test,test_47,temporal_clause,negation,"After the nurse discovered the family, the situation changed.","After the nurse was unable to discover the family, the situation changed.",484,3793
test,test_47,temporal_clause,question,"After the nurse discovered the family, the situation changed.",Can we confirm that the situation changed after the nurse discovered the family?,484,3794
test,test_47,temporal_clause,future,"After the nurse discovered the family, the situation changed.","After the nurse is expected to discover the family, the situation will change.",484,3795
test,test_47,temporal_clause,uncertainty,"After the nurse discovered the family, the situation changed.","It is possible that after the nurse discovered the family, the situation changed.",484,3796
test,test_47,temporal_clause,passive,"After the nurse discovered the family, the situation changed.","After the family was eventually discovered by the nurse, the situation changed.",484,3797
test,test_47,temporal_clause,formalization,"After the nurse discovered the family, the situation changed.","The statement that after the nurse discovered the family, the situation changed is true.",484,3798
test,test_47,reported_statement,negation,The report said that the nurse discovered the family.,The report said that the nurse was unable to discover the family.,485,3799
test,test_47,reported_statement,question,The report said that the nurse discovered the family.,Is there evidence that the report said the nurse discovered the family?,485,3800
test,test_47,reported_statement,future,The report said that the nurse discovered the family.,The report said that the nurse plans to discover the family.,485,3801
test,test_47,reported_statement,uncertainty,The report said that the nurse discovered the family.,The report said there is a chance that the nurse discovered the family.,485,3802
test,test_47,reported_statement,passive,The report said that the nurse discovered the family.,The report said that the family got discovered by the nurse.,485,3803
test,test_47,reported_statement,formalization,The report said that the nurse discovered the family.,It can be formally said that the report said the nurse discovered the family.,485,3804
test,test_47,conditional,negation,"If the nurse discovered the family, the result mattered.","If the nurse could not discover the family, the result mattered.",486,3805
test,test_47,conditional,question,"If the nurse discovered the family, the result mattered.",Was it true that the result mattered if the nurse discovered the family?,486,3806
test,test_47,conditional,future,"If the nurse discovered the family, the result mattered.","If the nurse plans to discover the family, the result will matter.",486,3807
test,test_47,conditional,uncertainty,"If the nurse discovered the family, the result mattered.","If it is possible that the nurse discovered the family, the result mattered.",486,3808
test,test_47,conditional,passive,"If the nurse discovered the family, the result mattered.","If the family was successfully discovered by the nurse, the result mattered.",486,3809
test,test_47,conditional,formalization,"If the nurse discovered the family, the result mattered.","It can be formally said that if the nurse discovered the family, the result mattered.",486,3810
test,test_48,relative_clause,negation,The person who discovered the garden was the musician.,The person who failed to discover the garden was the musician.,487,3811
test,test_48,relative_clause,question,The person who discovered the garden was the musician.,Can we confirm that the person who discovered the garden was the musician?,487,3812
test,test_48,relative_clause,future,The person who discovered the garden was the musician.,The person who is expected to discover the garden is the musician.,487,3813
test,test_48,relative_clause,uncertainty,The person who discovered the garden was the musician.,It is possible that the person who discovered the garden was the musician.,487,3814
test,test_48,relative_clause,passive,The person who discovered the garden was the musician.,The person by whom the garden was successfully discovered was the musician.,487,3815
